,ID_transaccion,Rut,Fecha,Monto,Local
1285,11624,18520737,46:55.0,80477,L3
1286,20419,18520737,30:25.6,26231,L5
1287,20980,18520737,25:47.2,33549,L2
1288,15100,18520737,00:57.4,33764,L7
1289,14328,18520737,59:51.8,48110,L1
1290,22149,18520737,41:08.1,14180,L3
1291,13349,18520737,17:20.6,69957,L16
1292,20748,18520737,38:28.3,36698,L17
1293,20818,18520737,35:39.1,33227,L8
1294,14356,18520737,13:53.3,81121,L9
1295,16185,18520737,32:59.0,81302,L10
1296,17455,18520737,40:07.8,2196,L14
1297,16701,18520737,31:03.1,12318,L2
1298,13986,18520737,44:47.3,19276,L1
1299,20425,18520737,56:30.1,42117,L13
1300,14603,18520737,23:00.4,26006,L14
1301,14464,18529030,14:52.2,58737,L2
1302,18103,18529030,17:57.7,31762,L15
1303,11627,18529030,03:52.7,20749,L1
1304,17951,18529030,58:08.2,51415,L5
1305,19362,18529030,25:29.4,58838,L4
1306,18202,18529030,32:29.4,56529,L10
1307,13106,18529030,13:52.8,26162,L13
1308,16651,18529030,05:49.2,42079,L11
1309,10523,18529030,07:14.7,21732,L11
1310,14128,18529030,01:05.3,4942,L15
1311,18457,18529030,06:40.4,11075,L6
1312,10370,18529030,36:25.1,79723,L17
1313,14262,18529030,25:32.6,23465,L17
1314,22297,18529030,22:56.3,26887,L5
1315,18557,18529030,51:07.6,35221,L7
1316,17380,18529030,37:47.3,39176,L2
1317,14929,18538900,04:17.3,55773,L14
1318,22255,18538900,48:16.3,72779,L13
1319,13874,18538900,09:48.6,59452,L8
1320,18091,18538900,53:40.9,21662,L9
1321,20018,18538900,19:14.1,43863,L4
1322,16752,18538900,06:09.4,41027,L17
1323,13609,18538900,27:37.9,77454,L6
1324,21153,18538900,57:49.5,85919,L8
1325,17776,18538900,27:26.2,54003,L4
1326,17943,18538900,04:07.0,55930,L11
1327,16465,18538900,27:32.3,38778,L5
1328,11147,18538900,54:48.3,82746,L1
1329,19250,18538900,52:03.2,12979,L5
1330,12230,18538900,51:14.3,26930,L16
1331,12965,18538900,49:37.7,83800,L9
1332,16921,18538900,00:24.0,9023,L16
1333,18433,18547783,03:53.9,6909,L11
1334,14600,18547783,43:51.4,12664,L1
1335,17927,18547783,37:01.4,31231,L8
1336,14000,18547783,29:59.3,78547,L14
1337,16588,18547783,25:50.2,2826,L8
1338,17407,18547783,27:52.2,84196,L5
1339,10472,18547783,32:48.7,70937,L14
1340,10555,18547783,44:26.9,35924,L16
1341,20841,18547783,11:37.2,38238,L13
1342,12554,18547783,05:27.0,58401,L3
1343,14250,18547783,36:50.8,3859,L9
1344,14652,18547783,01:14.3,4533,L5
1345,14546,18547783,55:10.8,66379,L13
1346,20064,18547783,36:09.8,25715,L14
1347,18880,18547783,50:44.7,28136,L7
1348,17370,18547783,19:06.8,10931,L9
1349,21956,18556086,31:58.7,47607,L1
1350,11708,18556086,55:41.8,10309,L8
1351,21820,18556086,29:07.5,4736,L8
1352,14503,18556086,22:31.4,88224,L7
1353,17956,18556086,00:26.9,2277,L6
1354,13467,18556086,40:24.5,85210,L3
1355,20486,18556086,41:39.1,81078,L12
1356,19227,18556086,53:07.0,46396,L5
1357,20717,18556086,10:17.6,6377,L3
1358,22225,18556086,25:00.4,43414,L5
1359,13275,18556086,18:29.7,62056,L17
1360,12024,18556086,02:10.3,1674,L5
1361,17147,18556086,14:14.4,38258,L15
1362,15039,18556086,24:39.0,78193,L1
1363,15186,18556086,35:03.4,39258,L1
1364,16702,18556086,52:52.6,44035,L16
1365,10608,18556086,25:46.1,53276,L13
1366,14166,18559344,23:50.2,44379,L9
1367,15777,18559344,42:52.9,47725,L12
1368,19255,18559344,38:09.6,66000,L6
1369,14818,18559344,37:14.8,71251,L13
1370,13282,18559344,44:09.9,24527,L1
1371,12083,18559344,37:04.9,79891,L14
1372,20780,18559344,12:29.6,4466,L11
1373,20205,18559344,36:42.3,60723,L11
1374,10799,18559344,44:28.3,28422,L12
1375,14307,18559344,17:22.9,20465,L6
1376,11790,18559344,01:30.4,15506,L10
1377,16613,18559344,44:17.8,28213,L12
1378,12329,18559344,42:06.9,25193,L3
1379,17032,18559344,12:20.5,43141,L17
1380,15291,18559344,56:52.7,26420,L17
1381,10695,18559344,57:47.4,20697,L9
1382,10164,18559344,29:46.7,44651,L12
1383,21617,18562597,36:37.9,63255,L7
1384,22274,18562597,08:15.8,10349,L13
1385,19034,18562597,48:54.4,74574,L2
1386,21539,18562597,43:36.8,48964,L3
1387,17755,18562597,24:49.6,56787,L12
1388,20513,18562597,48:08.4,48468,L1
1389,17690,18562597,46:59.6,67621,L7
1390,16364,18562597,42:32.4,22596,L15
1391,18142,18562597,40:19.5,52799,L9
1392,12335,18562597,30:56.3,11139,L5
1393,17127,18562597,00:10.0,8452,L3
1394,15139,18562597,30:04.2,66723,L3
1395,11980,18562597,39:16.3,67597,L12
1396,16039,18562597,33:16.8,50963,L3
1397,21410,18564103,15:08.6,6418,L7
1398,13574,18564103,56:04.1,84134,L9
1399,14838,18564103,10:37.2,81401,L13
1400,14931,18564103,05:26.1,36026,L12
1401,21120,18564103,26:11.5,3312,L1
1402,19690,18564103,38:18.3,30779,L8
1403,16671,18564103,14:41.3,78199,L3
1404,10927,18564103,21:29.4,2108,L4
1405,15474,18564103,45:26.6,47459,L5
1406,10946,18564103,41:15.1,74531,L11
1407,15314,18564103,34:47.6,34173,L12
1408,18634,18564103,26:05.7,73764,L3
1409,20972,18564103,27:03.1,26003,L2
1410,16732,18564103,14:53.0,65605,L3
1411,21481,18564103,54:19.6,76816,L3
1412,13080,18564103,26:27.1,72177,L7
1413,16038,18564103,57:34.8,25579,L1
1414,13530,18565517,52:24.5,1581,L2
1415,18130,18565517,51:00.8,87512,L13
1416,21413,18565517,34:36.8,41519,L3
1417,10282,18565517,08:48.6,40292,L8
1418,21946,18565517,11:05.3,19175,L12
1419,13162,18565517,22:39.9,31938,L13
1420,13820,18565517,58:57.1,29086,L9
1421,10549,18565517,37:44.1,65163,L10
1422,16658,18565517,20:47.8,50811,L2
1423,22040,18565517,20:35.8,84616,L9
1424,15127,18565517,59:19.6,51465,L6
1425,11069,18565517,30:22.1,74203,L6
1426,18910,18565517,08:21.1,28760,L15
1427,18120,18565517,30:23.9,6556,L15
1428,14282,18565517,08:45.1,62472,L13
1429,13083,18565517,15:48.7,54300,L9
1430,18875,18565517,29:40.8,27988,L14
1431,21592,18565517,20:05.1,87593,L12
1432,21138,18565517,37:58.7,55160,L9
1433,18771,18565517,22:09.8,41791,L11
1434,19415,18565517,36:40.0,13793,L5
1435,13786,18567137,32:35.9,69525,L6
1436,12826,18567137,14:11.5,40527,L14
1437,20948,18567137,57:46.5,27724,L7
1438,15585,18567137,02:03.8,77324,L5
1439,15338,18567137,18:24.4,46541,L9
1440,10470,18567137,22:48.1,71097,L4
1441,18928,18567137,06:39.0,87582,L4
1442,17881,18567137,16:46.6,22470,L17
1443,18879,18567137,35:04.6,29847,L17
1444,22285,18567137,09:42.5,40738,L2
1445,16879,18567137,29:29.4,5003,L10
1446,15277,18567137,26:03.6,77412,L3
1447,18217,18567137,07:41.6,40222,L13
1448,20835,18567137,29:11.8,18339,L2
1449,13418,18567137,20:12.4,77841,L14
1450,18587,18567137,31:01.9,72339,L14
1451,16723,18567137,26:37.9,42622,L15
1452,10076,18567137,51:33.9,2779,L6
1453,10747,18567137,34:27.4,62412,L6
1454,20706,18567137,18:48.1,36146,L6
1455,14325,18567137,22:10.1,63113,L2
1456,11049,18570186,01:46.0,73796,L15
1457,21711,18570186,30:29.7,77758,L6
1458,15545,18570186,24:26.2,48281,L4
1459,14111,18570186,27:48.7,42661,L3
1460,12892,18570186,09:49.2,8187,L14
1461,11524,18570186,08:06.8,13664,L12
1462,10504,18570186,38:58.4,23653,L14
1463,20180,18570186,57:48.3,49060,L14
1464,21619,18570186,36:01.1,80170,L11
1465,12741,18570186,34:35.6,87544,L15
1466,14499,18570186,15:40.8,35154,L17
1467,16594,18570186,13:48.4,55782,L9
1468,16025,18570186,58:23.1,74415,L2
1469,18640,18570186,11:27.6,87601,L5
1470,18708,18570186,54:19.6,66472,L14
1471,10222,18570186,12:06.2,58792,L14
1472,21583,18570186,28:47.3,11742,L6
1473,17645,18570186,07:43.6,88611,L12
1474,10494,18570186,16:55.7,80933,L12
1475,16826,18574368,59:10.2,71415,L1
1476,21731,18574368,53:13.1,49721,L4
1477,19917,18574368,13:32.8,14385,L5
1478,19079,18574368,58:22.2,23229,L14
1479,21966,18574368,55:20.8,22087,L7
1480,14246,18574368,57:20.8,3603,L6
1481,13130,18574368,26:37.9,58932,L13
1482,18374,18574368,41:08.7,29387,L12
1483,17076,18574368,08:57.1,76603,L13
1484,15658,18574368,34:26.2,42745,L14
1485,10714,18574368,20:04.5,65687,L13
1486,10036,18574368,28:12.1,64609,L1
1487,10668,18574368,04:12.0,67176,L4
1488,12319,18574368,15:35.2,21892,L14
1489,11002,18574368,36:30.3,17074,L5
1490,18852,18574368,16:03.9,38872,L13
1491,13230,18588178,25:26.2,46668,L17
1492,15850,18588178,29:01.3,6412,L2
1493,18969,18588178,37:37.6,61664,L4
1494,10385,18588178,14:00.4,62634,L3
1495,21803,18588178,26:20.0,14426,L9
1496,17931,18588178,16:59.2,16809,L9
1497,11622,18588178,35:53.4,76723,L16
1498,21558,18588178,51:11.7,72651,L12
1499,17231,18588178,10:58.9,28792,L13
1500,12622,18588178,27:42.6,54159,L15
1501,16433,18590425,03:42.7,49455,L14
1502,12560,18590425,57:19.0,21252,L14
1503,20216,18590425,39:37.9,50099,L15
1504,17125,18590425,49:24.5,22607,L16
1505,16714,18590425,18:31.7,14111,L15
1506,18074,18590425,22:44.3,37485,L1
1507,11095,18590425,33:04.0,20711,L2
1508,13656,18590425,19:30.2,45727,L4
1509,16685,18590425,22:12.1,79315,L4
1510,11872,18590425,28:54.0,38488,L14
1511,12249,18590425,26:35.3,37280,L13
1512,16607,18592371,14:37.5,14110,L9
1513,17976,18592371,12:52.5,5070,L17
1514,14292,18592371,32:05.7,65642,L5
1515,20280,18592371,39:07.2,57195,L5
1516,19716,18592371,28:07.5,33457,L3
1517,10785,18592371,15:49.8,26643,L9
1518,15099,18592371,09:49.8,89100,L8
1519,20790,18592371,44:04.3,25324,L8
1520,14313,18592371,55:08.5,30771,L10
1521,17413,18592371,36:29.4,61326,L6
1522,19052,18592371,46:37.1,48850,L16
1523,10620,18600351,44:01.1,57063,L13
1524,21081,18600351,58:51.5,85100,L6
1525,12648,18600351,09:23.8,25645,L9
1526,11528,18600351,54:39.2,50358,L10
1527,18301,18600351,00:28.4,30740,L15
1528,18694,18600351,40:16.3,10187,L5
1529,10197,18600351,55:25.4,7555,L13
1530,20853,18600351,46:51.4,65770,L16
1531,21606,18600351,00:07.0,46600,L13
1532,14666,18600351,09:20.5,26679,L7
1533,10692,18617240,40:30.1,45186,L2
1534,17593,18617240,46:12.2,4674,L8
1535,21894,18617240,36:40.9,13853,L5
1536,16820,18617240,49:47.9,18823,L3
1537,16733,18617240,18:40.2,56675,L2
1538,16335,18617240,35:42.9,14996,L17
1539,18177,18617240,28:23.8,32720,L17
1540,14310,18617240,36:30.6,60366,L1
1541,17342,18617240,34:12.5,73445,L7
1542,10511,18617240,47:47.6,45687,L16
1543,16089,18617240,47:50.0,12717,L2
1544,17629,18617240,12:14.4,61722,L4
1545,10215,18619817,38:16.6,58089,L11
1546,12313,18619817,22:15.6,80342,L3
1547,19389,18619817,12:17.0,74713,L9
1548,18195,18619817,19:44.3,40582,L14
1549,19897,18619817,52:04.6,27488,L2
1550,11723,18619817,27:59.0,44216,L15
1551,10618,18619817,11:10.6,59607,L10
1552,10176,18619817,51:55.6,57274,L8
1553,13739,18619817,22:04.8,53685,L4
1554,14781,18619817,13:58.3,9579,L13
1555,19571,18619817,45:40.9,17049,L9
1556,16563,18619817,37:05.2,27242,L12
1557,17176,18637201,25:26.5,52988,L1
1558,20210,18637201,29:12.4,77367,L2
1559,16411,18637201,17:50.4,51203,L9
1560,17392,18637201,22:35.2,53607,L6
1561,18132,18637201,56:24.0,31802,L17
1562,17369,18637201,54:12.0,77370,L17
1563,10741,18637201,18:03.9,21926,L5
1564,16494,18637201,43:50.6,11134,L14
1565,16489,18637201,57:22.8,56769,L10
1566,13705,18637201,14:35.5,26259,L15
1567,10456,18637201,04:55.0,6759,L3
1568,15556,18637201,52:37.4,23638,L11
1569,15170,18637201,56:02.0,20745,L9
1570,20768,18637201,21:57.2,33283,L2
1571,20037,18637201,08:42.8,32334,L7
1572,15576,18637201,54:07.0,18490,L10
1573,19496,18637201,28:37.0,5739,L17
1574,15822,18637201,35:59.3,54471,L5
1575,21287,18637201,09:58.6,29395,L14
1576,15799,18673235,20:15.0,78256,L6
1577,11982,18673235,31:34.7,76040,L9
1578,13231,18673235,14:06.8,17889,L2
1579,13215,18673235,22:33.5,4663,L11
1580,11509,18673235,15:40.2,11061,L13
1581,21321,18673235,34:57.8,86224,L4
1582,14718,18673235,21:21.2,30660,L11
1583,10733,18673235,08:36.9,4649,L10
1584,16148,18673235,42:23.9,42251,L5
1585,12351,18673235,08:53.6,35523,L1
1586,10330,18673235,38:25.1,55412,L7
1587,19147,18673235,47:04.3,27107,L1
1588,15014,18677455,13:50.4,27950,L14
1589,17952,18677455,36:37.9,77409,L11
1590,11019,18677455,26:00.4,88118,L12
1591,20819,18677455,04:55.0,85256,L14
1592,13763,18677455,26:59.5,77889,L10
1593,22122,18677455,26:32.6,48647,L14
1594,21224,18677455,22:58.4,83538,L3
1595,15201,18677455,16:47.8,87006,L6
1596,15148,18677455,58:29.0,59779,L6
1597,21299,18677455,00:02.0,62436,L6
1598,18820,18677455,26:11.5,75591,L16
1599,14410,18677455,13:26.1,48097,L15
1600,17225,18677455,58:21.7,40272,L11
1601,18741,18677455,14:52.5,57181,L16
1602,15720,18677455,53:45.9,67705,L5
1603,11353,18677455,04:10.8,8615,L7
1604,15543,18677455,58:15.8,43003,L9
1605,19911,18677455,54:46.8,76966,L9
1606,20509,18677455,25:07.4,2026,L3
1607,18602,18677829,56:05.2,59301,L9
1608,17218,18677829,53:03.2,47001,L15
1609,18527,18677829,21:27.0,76981,L1
1610,10705,18677829,26:16.8,87110,L8
1611,12548,18677829,08:10.6,76501,L11
1612,19244,18677829,11:09.4,11041,L14
1613,17700,18677829,53:14.9,45795,L3
1614,16308,18677829,32:50.8,69901,L11
1615,20574,18677829,38:50.5,10372,L15
1616,11018,18677829,03:33.7,14614,L3
1617,14623,18677829,28:59.6,38848,L10
1618,12722,18677829,02:47.7,75370,L8
1619,12201,18677829,45:14.3,37429,L2
1620,16106,18677829,35:23.3,30886,L5
1621,10682,18677829,47:21.6,6597,L6
1622,18413,18677829,19:19.4,38953,L8
1623,11073,18677829,35:10.7,24724,L11
1624,17654,18677829,11:42.8,59512,L1
1625,21347,18677829,10:09.7,59322,L10
1626,16470,18690015,27:51.6,40889,L9
1627,11668,18690015,00:32.8,70769,L1
1628,19878,18690015,31:49.6,60114,L4
1629,17285,18690015,50:01.4,7362,L2
1630,22050,18690015,18:07.4,18006,L17
1631,14144,18690015,22:11.2,89596,L12
1632,22191,18690015,49:56.4,16840,L10
1633,13823,18690015,20:21.8,82571,L9
1634,14886,18690015,19:40.2,48603,L5
1635,13488,18690015,35:35.6,87599,L11
1636,18207,18690015,56:22.5,2200,L4
1637,16790,18690015,05:11.4,55709,L12
1638,20420,18690015,30:10.1,86886,L5
1639,11592,18690015,21:28.8,23992,L17
1640,20341,18690015,54:05.2,65592,L17
1641,12085,18690015,03:10.0,12528,L2
1642,14519,18710210,00:47.7,49909,L1
1643,16875,18710210,27:05.4,5310,L12
1644,10718,18710210,49:14.3,35660,L2
1645,14870,18710210,31:46.4,53158,L7
1646,16497,18710210,27:01.6,12199,L11
1647,14490,18710210,27:13.0,58822,L1
1648,15029,18710210,35:25.9,75952,L14
1649,14201,18710210,31:53.4,19415,L13
1650,21251,18710210,33:33.5,46823,L1
1651,14911,18710210,42:37.1,47159,L14
1652,12657,18710210,05:40.1,66220,L8
1653,14088,18710210,54:11.4,80360,L4
1654,15486,18710210,27:23.5,63674,L12
1655,16233,18710210,50:31.3,80367,L7
1656,10011,18710210,45:34.8,22386,L17
1657,11791,18710210,49:55.0,40853,L16
1658,20252,18717124,01:04.7,61868,L4
1659,21745,18717124,25:42.0,54575,L17
1660,10568,18717124,33:53.4,3419,L10
1661,13837,18717124,32:29.7,43320,L8
1662,11898,18717124,47:21.6,66983,L8
1663,15794,18717124,05:07.6,11169,L10
1664,19952,18717124,07:20.5,60572,L15
1665,11094,18717124,00:06.1,84660,L3
1666,16664,18722590,00:24.6,15557,L11
1667,16802,18722590,09:33.7,25128,L9
1668,21273,18722590,38:54.0,80472,L3
1669,20250,18722590,11:36.9,30341,L13
1670,13796,18722590,31:23.3,60199,L11
1671,15769,18722590,41:59.6,49726,L12
1672,12265,18722590,15:29.6,80724,L17
1673,12091,18722590,59:48.6,50911,L3
1674,20292,18722590,19:44.6,45724,L15
1675,12830,18722590,02:05.9,74545,L4
1676,15230,18722590,14:40.5,56388,L5
1677,18324,18722590,51:35.1,70451,L2
1678,10072,18722590,03:07.0,26148,L14
1679,13159,18722590,01:56.2,34405,L7
1680,12301,18722590,19:27.6,51960,L8
1681,21651,18722590,24:51.6,2031,L3
1682,12120,18740502,29:47.9,60391,L3
1683,13791,18740502,56:49.4,9188,L3
1684,18453,18740502,43:16.9,26694,L7
1685,10239,18740502,46:47.3,47503,L2
1686,15992,18740502,48:33.3,3201,L8
1687,12044,18740502,56:17.5,63178,L8
1688,20154,18740502,53:50.0,73528,L1
1689,13281,18740502,01:40.1,13883,L9
1690,19898,18740502,35:46.1,36875,L17
1691,20686,18740502,17:17.6,69498,L16
1692,17266,18740502,40:44.4,81097,L4
1693,13328,18745431,23:56.6,48728,L9
1694,14794,18745431,01:46.0,36645,L8
1695,15101,18745431,12:24.6,26090,L15
1696,20035,18745431,55:40.4,86063,L5
1697,15955,18745431,52:58.8,81467,L13
1698,10992,18745431,32:38.2,10552,L10
1699,20158,18745431,35:25.9,53477,L4
1700,18800,18745431,02:09.4,7726,L1
1701,22298,18745431,18:30.2,81323,L16
1702,19617,18745431,59:28.1,75291,L8
1703,14917,18745431,41:32.7,27659,L15
1704,17732,18745431,36:44.7,45829,L17
1705,10129,18745431,37:50.2,48124,L3
1706,16247,18745431,49:39.8,4402,L12
1707,18973,18745431,28:50.2,56758,L2
1708,11919,18754396,25:51.6,26932,L5
1709,21701,18754396,41:05.2,64407,L6
1710,19800,18754396,37:42.0,50485,L16
1711,12700,18754396,25:03.6,80380,L2
1712,18429,18754396,27:32.6,38176,L2
1713,22198,18754396,53:35.7,75064,L9
1714,19872,18754396,33:08.1,66850,L14
1715,13993,18754396,27:14.8,24695,L12
1716,20121,18794369,31:05.7,34752,L2
1717,10801,18794369,35:24.8,78255,L16
1718,21318,18794369,31:52.5,69930,L8
1719,14168,18794369,40:51.4,19874,L8
1720,16557,18794369,23:43.1,30516,L5
1721,17818,18794369,32:57.2,38121,L1
1722,18534,18794369,15:52.5,80537,L1
1723,20240,18794369,02:40.7,74175,L17
1724,19352,18794369,46:21.0,75033,L17
1725,11445,18794369,31:37.9,75225,L7
1726,21298,18794369,32:00.7,37361,L11
1727,19632,18794369,05:11.4,76657,L9
1728,19447,18794369,42:38.3,58165,L12
1729,11088,18794369,24:14.8,42660,L17
1730,10613,18795875,42:28.0,72036,L15
1731,20457,18795875,05:51.0,51133,L15
1732,13477,18795875,07:58.6,67726,L17
1733,10640,18795875,45:11.6,17309,L15
1734,17143,18795875,22:06.0,8134,L1
1735,19282,18795875,07:17.6,66881,L9
1736,19976,18795875,07:08.2,11217,L10
1737,18400,18795875,29:16.5,82393,L11
1738,21392,18795875,39:43.8,5796,L3
1739,19146,18795875,04:21.1,75915,L15
1740,18645,18795875,07:40.7,70323,L6
1741,11565,18795875,56:20.5,57512,L1
1742,11033,18795875,25:31.1,69936,L11
1743,14959,18795875,23:47.8,14698,L8
1744,18795,18816949,01:16.1,63325,L2
1745,11497,18816949,47:59.9,3989,L11
1746,14885,18816949,38:34.1,43022,L6
1747,18236,18816949,34:34.7,63453,L3
1748,13931,18816949,24:08.6,66155,L14
1749,14255,18816949,33:12.2,66490,L2
1750,12452,18816949,31:47.9,21959,L8
1751,21452,18816949,06:44.8,65178,L2
1752,12435,18816949,35:44.7,29781,L3
1753,18439,18816949,10:36.1,22759,L13
1754,15542,18836843,27:15.1,20013,L11
1755,12532,18836843,31:51.7,88349,L5
1756,16378,18836843,40:36.5,82410,L5
1757,13577,18836843,56:10.8,85626,L8
1758,17627,18836843,04:22.3,22225,L9
1759,19934,18836843,39:42.6,49400,L11
1760,18445,18836843,23:17.7,32785,L16
1761,11639,18836843,35:47.0,40211,L6
1762,17697,18836843,04:36.6,33898,L16
1763,13797,18836843,20:54.0,20209,L13
1764,15641,18836843,34:35.6,61292,L2
1765,19356,18836843,27:41.7,11094,L4
1766,13653,18836843,27:34.4,19560,L4
1767,13898,18836843,43:30.1,79277,L15
1768,15677,18836843,54:34.8,4888,L7
1769,15985,18836843,05:39.2,67318,L15
1770,12833,18836843,54:50.6,18712,L4
1771,10528,18836843,24:34.7,17121,L2
1772,10539,18836843,24:16.8,7842,L8
1773,12736,18842848,45:21.6,60017,L16
1774,20094,18842848,13:29.0,3749,L7
1775,11803,18842848,53:44.7,51995,L9
1776,20380,18842848,01:52.4,66327,L8
1777,18693,18842848,42:37.4,33089,L6
1778,15774,18842848,24:40.8,84081,L2
1779,11074,18842848,25:42.0,76437,L2
1780,13483,18842848,37:37.1,12255,L14
1781,21834,18842848,04:19.0,42443,L11
1782,10498,18842848,32:13.9,18063,L14
1783,16326,18842848,52:50.0,54235,L14
1784,10331,18842848,54:38.0,58790,L11
1785,15042,18842848,26:13.3,61821,L1
1786,15539,18842848,01:28.4,70981,L6
1787,11428,18842848,22:37.0,88477,L6
1788,18856,18842848,00:19.0,84417,L5
1789,17805,18842848,44:00.2,54535,L17
1790,11484,18842848,27:42.9,20771,L17
1791,16425,18842848,18:06.8,56134,L8
1792,19327,18842848,23:54.6,26777,L1
1793,16352,18842848,15:20.6,38665,L14
1794,10307,18844579,21:31.4,49549,L15
1795,21385,18844579,01:14.9,85974,L14
1796,22098,18844579,20:45.2,17922,L3
1797,21808,18844579,55:08.2,59292,L2
1798,17047,18844579,03:28.7,69498,L2
1799,21488,18844579,48:32.7,67218,L14
1800,15681,18844579,44:35.0,69177,L9
1801,17385,18844579,37:32.4,62044,L10
1802,12074,18844579,10:14.1,14502,L2
1803,11747,18844579,26:15.3,49639,L2
1804,16961,18859057,56:33.3,73836,L10
1805,19297,18859057,57:36.9,34684,L2
1806,13789,18859057,17:51.9,73954,L13
1807,11749,18859057,24:29.1,2613,L13
1808,21844,18859057,14:37.8,4266,L4
1809,19344,18859057,26:43.7,53341,L11
1810,14887,18859057,35:35.6,28614,L9
1811,18435,18859057,22:20.3,14027,L9
1812,17048,18859057,21:08.9,83873,L11
1813,18739,18859057,18:10.3,30744,L8
1814,16475,18859057,17:58.9,18701,L17
1815,22155,18859057,16:36.1,25625,L15
1816,12352,18862625,03:24.9,79226,L11
1817,20772,18862625,14:35.2,10146,L15
1818,22107,18862625,00:56.8,56097,L17
1819,19818,18862625,02:26.4,34797,L14
1820,15796,18862625,17:22.6,14417,L16
1821,15208,18862625,50:40.6,47679,L12
1822,21056,18862625,16:42.2,6029,L17
1823,12903,18862625,19:43.7,33294,L7
1824,16835,18862625,38:30.0,59367,L1
1825,19564,18862625,18:34.9,30245,L6
1826,18763,18862625,03:07.3,23012,L8
1827,16239,18862625,55:22.8,55688,L11
1828,12572,18862625,01:47.4,44125,L14
1829,15602,18862625,57:04.7,29040,L5
1830,17001,18866337,16:25.5,86376,L7
1831,21421,18866337,15:57.7,70786,L8
1832,18192,18866337,38:16.0,33699,L2
1833,10731,18866337,02:59.4,59347,L15
1834,14398,18866337,33:59.0,10159,L9
1835,18846,18866337,48:08.4,35881,L16
1836,21725,18866337,35:39.7,35630,L4
1837,17551,18866337,49:31.0,7561,L10
1838,19654,18866337,34:11.6,18426,L12
1839,14806,18866337,06:46.6,68901,L3
1840,17289,18866337,59:53.6,15722,L5
1841,19990,18866337,40:54.3,74645,L2
1842,16954,18866337,54:22.5,79496,L9
1843,10071,18866337,37:56.7,60630,L15
1844,20401,18866337,52:08.4,66013,L11
1845,19475,18873223,45:53.5,2325,L3
1846,14731,18873223,04:41.6,16533,L7
1847,10238,18873223,04:00.0,72999,L16
1848,12303,18873223,00:57.7,50211,L11
1849,16908,18873223,39:12.8,53215,L16
1850,14533,18873223,16:42.5,26889,L7
1851,11476,18873223,19:24.4,24148,L16
1852,20578,18873223,26:17.4,73156,L10
1853,20631,18873223,34:33.2,72052,L8
1854,17559,18873223,00:22.2,13451,L1
1855,20733,18873223,49:05.8,25015,L12
1856,13358,18873223,17:08.6,30983,L6
1857,12643,18873223,17:29.4,38613,L7
1858,13004,18873223,20:08.3,63559,L2
1859,10278,18877655,25:27.6,38056,L16
1860,19524,18877655,31:34.4,38900,L8
1861,13249,18877655,05:12.3,34260,L17
1862,17759,18877655,11:20.0,17121,L5
1863,14913,18877655,19:52.8,75258,L2
1864,14977,18877655,16:05.9,73454,L8
1865,14855,18877655,26:54.6,33755,L16
1866,17983,18877655,44:08.1,31630,L2
1867,21031,18877655,15:04.8,21904,L16
1868,14606,18877655,27:06.6,43113,L3
1869,18370,18877655,25:53.7,36220,L15
1870,20639,18877655,55:32.8,53320,L14
1871,15536,18877655,15:43.7,82016,L14
1872,13305,18887819,52:57.9,44186,L12
1873,17405,18887819,54:23.1,17674,L7
1874,20863,18887819,10:22.6,48775,L10
1875,13339,18887819,20:42.5,31195,L2
1876,10937,18887819,43:57.6,61077,L16
1877,12656,18887819,33:02.5,45189,L3
1878,15732,18887819,28:33.5,18007,L2
1879,10755,18887819,44:09.9,80799,L10
1880,13871,18887819,55:40.7,82232,L10
1881,14072,18887819,24:39.9,82509,L1
1882,15923,18887819,47:07.8,52163,L16
1883,12104,18887819,06:51.8,2535,L13
1884,18228,18887819,11:13.2,28003,L10
1885,15689,18887819,33:41.4,10675,L13
1886,17613,18887819,29:26.5,12342,L11
1887,12142,18887819,37:12.5,39376,L3
1888,13939,18887819,21:09.8,19622,L8
1889,18160,18887819,45:14.0,24982,L8
1890,18872,18887819,26:30.6,23672,L10
1891,19061,18887819,15:11.8,53793,L17
1892,18793,18887819,12:23.2,11215,L7
1893,14601,18887819,42:30.6,35236,L6
1894,15346,18887819,34:16.8,51461,L16
1895,18783,18920626,34:34.7,84284,L9
1896,18408,18920626,07:11.4,26645,L5
1897,20298,18920626,37:07.8,70016,L15
1898,13964,18920626,52:30.4,72133,L6
1899,12753,18920626,38:50.5,64658,L1
1900,22013,18920626,15:20.6,14439,L16
1901,22056,18920626,45:37.1,60584,L15
1902,17604,18920626,52:23.1,53053,L13
1903,15114,18920626,28:13.0,39992,L13
1904,17274,18922365,01:28.4,8980,L7
1905,14345,18922365,17:37.3,58494,L14
1906,17540,18922365,28:25.0,53769,L3
1907,12973,18922365,12:33.1,59272,L1
1908,11440,18922365,23:15.0,31704,L12
1909,19586,18922365,28:35.8,89194,L2
1910,14720,18922365,37:13.4,31066,L12
1911,17847,18922365,12:26.7,33416,L3
1912,17964,18922365,03:49.2,27848,L10
1913,10958,18922365,50:21.6,56411,L3
1914,17522,18922365,26:17.1,46136,L10
1915,16923,18922365,09:41.6,8402,L11
1916,12488,18922365,44:31.5,47161,L14
1917,13210,18922365,18:12.4,2363,L8
1918,11205,18931287,46:55.0,4206,L4
1919,14039,18931287,37:48.8,14419,L17
