codigo_reserva;fecha_reserva;fecha_inicio;fecha_fin;estado_reserva;run_reservante;nombre_reservante;es_socio;lugar_nombre;sucursal_nombre;monto_total;monto_pagado;medio_pago;fecha_pago
RES-00321;06-06-25;06-06-25;10-06-25;cancelada;10778324-5;"luis contreras";no;"cabana 16";"la florida";480000;0;;01-06-25
RES-00323;14-11-25;14-11-25;16-11-25;cancelada;9259413-0;"luis contreras";si;"cabana 11";"santa cruz";240000;0;;11-11-25
RES-00328;20-08-25;20-08-25;29-08-25;cancelada;16759872-2;"ana silva";no;"cabana 12";providencia;1080000;0;;18-08-25
RES-00329;09-01-25;09-01-25;14-01-25;cancelada;23835968-6;"juan perez";si;"cabana 4";"santiago centro";600000;0;;08-01-25
RES-00332;12-09-25;12-09-25;16-09-25;reservada;20408365-7;"maria gonzalez";si;"cabana 13";providencia;480000;0;;09-09-25
RES-00333;01-03-25;01-03-25;07-03-25;cancelada;24427724-1;"maria gonzalez";no;"cabana 3";"la florida";720000;0;;27-02-25
RES-00335;09-01-25;/05/25;19-01-25;cancelada;7479790-3;"luis contreras";si;"cabana 15";"santa cruz";1200000;0;;04-01-25
RES-00337;05-02-25;05-02-25;13-02-25;reservada;16107528-0;"juan perez";si;"cabana 5";"la florida";960000;0;;03-02-25
RES-00338;03-05-25;03-05-25;04-05-25;reservada;16054257-8;"luis contreras";no;"cabana 19";"santiago centro";120000;0;;30-04-25
RES-00339;13-02-25;13-02-25;18-02-25;ejecutada;21912374-4;pedro;si;"cabana 6";"la florida";600000;600000;transferencia;09-02-25
RES-00342;08-03-25;08-03-25;16-03-25;ejecutada;5137322-7;"juan perez";si;"cabana 14";"santa cruz";960000;960000;transferencia;04-03-25
RES-00343;15-06-25;15-06-25;21-06-25;reservada;20086756-4;"maria gonzalez";si;"cabana 17";"santiago centro";720000;0;;12-06-25
RES-00345;10-01-25;10-01-25;14-01-25;ejecutada;6365576-7;"juan perez";si;"cabana 15";"santa cruz";480000;480000;tarjeta;08-01-25
RES-00346;14-07-25;14-07-25;22-07-25;ejecutada;17263289-0;"juan perez";no;"cabana 14";"santiago centro";960000;960000;efectivo;11-07-25
RES-00347;14-07-25;14-07-25;23-07-25;reservada;12592948-6;"ana silva";no;"cabana 14";"la florida";1080000;0;;14-07-25
RES-00348;17-11-25;17-11-25;25-11-25;reservada;19727843-9;"luis contreras";no;"cabana 15";"santiago centro";960000;0;;17-11-25
RES-00349;09-05-25;09-05-25;16-05-25;cancelada;7261443-7;"ana silva";si;"cabana 11";"la florida";840000;0;;07-05-25
RES-00350;03-06-25;03-06-25;06-06-25;ejecutada;24740663-8;"luis contreras";no;"cabana 16";"santa cruz";360000;360000;transferencia;29-05-25
RES-00352;11-12-25;11-12-25;21-12-25;reservada;20914133-7;"juan perez";si;"cabana 15";"santiago centro";1200000;0;;10-12-25
RES-00353;09-07-25;09-07-25;17-07-25;cancelada;13604604-5;"juan perez";si;"cabana 14";"la florida";960000;0;;07-07-25
RES-00354;20-01-25;20-01-25;23-01-25;reservada;5395622-k;"pedro rojas";no;"cabana 3";providencia;360000;0;;15-01-25
RES-00357;05-03-25;05-03-25;13-03-25;reservada;17470694-8;"pedro rojas";si;"cabana 17";"la florida";960000;0;;03-03-25
RES-00358;02-10-25;02-10-25;06-10-25;cancelada;18467664-8;"pedro rojas";si;"cabana 3";"la florida";480000;0;;01-10-25
RES-00359;15-02-25;15-02-25;17-02-25;cancelada;7997541-5;"ana silva";no;"cabana 1";"santa cruz";240000;0;;12-02-25
RES-00361;13-11-25;13-11-25;21-11-25;reservada;14843634-7;"juan perez";no;"cabana 2";"santiago centro";960000;0;;08-11-25
RES-00362;09-10-25;09-10-25;14-10-25;ejecutada;9813420-4;"maria gonzalez";si;"cabana 5";"santiago centro";600000;600000;transferencia;08-10-25
RES-00363;01-01-25;01-01-25;03-01-25;reservada;23876696-6;"luis contreras";no;"cabana 3";"santiago centro";240000;0;;01-01-25
RES-00364;02-07-25;02-07-25;03-07-25;reservada;13792450-1;"juan perez";no;"cabana 19";"la florida";120000;0;;01-07-25
RES-00367;09-01-25;09-01-25;10-01-25;ejecutada;7500349-8;"pedro rojas";si;"cabana 3";"santiago centro";120000;120000;tarjeta;09-01-25
RES-00369;06-05-25;06-05-25;14-05-25;reservada;16214968-7;"luis contreras";no;"cabana 16";"la florida";960000;0;;05-05-25
RES-00371;10-03-25;10-03-25;13-03-25;reservada;24027614-3;"luis contreras";no;"cabana 20";"santa cruz";360000;0;;08-03-25
RES-00376;04-03-25;04-03-25;10-03-25;reservada;7607462-3;"pedro rojas";si;"cabana 16";"santiago centro";720000;0;;01-03-25
RES-00377;01-10-25;01-10-25;09-10-25;cancelada;19161282-5;"luis contreras";no;"cabana 8";providencia;960000;0;;29-09-25
RES-00380;12-08-25;12-08-25;20-08-25;reservada;9259413-0;"luis contreras";si;"cabana 15";"santa cruz";960000;0;;07-08-25
RES-00381;02-09-25;02-09-25;07-09-25;ejecutada;13554594-5;"pedro rojas";no;"cabana 12";providencia;600000;600000;efectivo;02-09-25
RES-00383;17-12-25;17-12-25;19-12-25;reservada;17786278-9;"juan perez";si;"cabana 11";providencia;240000;0;;16-12-25
RES-00384;20-10-25;20-10-25;22-10-25;cancelada;19544570-2;"maria gonzalez";si;"cabana 10";"la florida";240000;0;;16-10-25
RES-00385;08-03-25;08-03-25;10-03-25;ejecutada;11616558-9;"maria gonzalez";si;"cabana 18";providencia;240000;240000;transferencia;04-03-25
RES-00387;10-11-25;10-11-25;"10-11-25 21:00";ejecutada;24949712-6;"luis contreras";no;"salon eventos 1";"la florida";100000;100000;efectivo;07-11-25
RES-00390;14-06-25;14-06-25;23-06-25;cancelada;12192627-k;"pedro rojas";no;"cabana 15";"santa cruz";1080000;0;;12-06-25
RES-00395;06-11-25;06-11-25;13-11-25;reservada;24765561-7;"juan perez";no;"cabana 2";"santa cruz";840000;0;;06-11-25
RES-00397;04-02-25;04-02-25;08-02-25;ejecutada;6614380-5;"luis contreras";si;"cabana 16";providencia;480000;480000;efectivo;01-02-25
RES-00398;18-03-25;18-03-25;21-03-25;reservada;20394775-5;"pedro rojas";si;"cabana 12";"santiago centro";360000;0;;15-03-25
RES-00402;09-07-25;09-07-25;10-07-25;reservada;24876542-9;"maria gonzalez";si;"cabana 17";providencia;120000;0;;04-07-25
RES-00403;07-03-25;07-03-25;10-03-25;reservada;6491083-3;"pedro rojas";si;"cabana 4";"santa cruz";360000;0;;02-03-25
RES-00404;03-11-25;03-11-25;04-11-25;reservada;11247006-9;"luis contreras";si;"cabana 11";"la florida";120000;0;;31-10-25
RES-00405;11-11-25;11-11-25;17-11-25;cancelada;6504014-k;"luis contreras";si;"cabana 13";"santa cruz";720000;0;;11-11-25
RES-00406;05-03-25;05-03-25;09-03-25;cancelada;6559917-1;"maria gonzalez";no;"cabana 11";"santa cruz";480000;0;;04-03-25
RES-00407;02-04-25;02-04-25;"02-04-25 22:00";cancelada;6614380-5;"luis contreras";no;"cancha padel techada";"la florida";35000;0;;28-03-25
RES-00409;14-05-25;14-05-25;20-05-25;reservada;20720307-6;"luis contreras";no;"cabana 18";"santiago centro";720000;0;;09-05-25
RES-00410;20-12-25;20-12-25;22-12-25;cancelada;13505604-9;"ana silva";si;"cabana 4";"santiago centro";240000;0;;19-12-25
RES-00411;15-02-25;15-02-25;24-02-25;ejecutada;12568147-6;"ana silva";si;"cabana 6";"la florida";1080000;1080000;tarjeta;10-02-25
RES-00413;02-04-25;02-04-25;12-04-25;ejecutada;17275270-5;"pedro rojas";si;"cabana 7";"santiago centro";1200000;1200000;efectivo;01-04-25
RES-00415;09-03-25;09-03-25;19-03-25;reservada;7962885-9;"juan perez";no;"cabana 9";"la florida";1200000;0;;06-03-25
RES-00418;18-06-25;18-06-25;28-06-25;ejecutada;14504614-9;juan;si;"cabana 8";"la florida";1200000;1200000;transferencia;14-06-25
RES-00419;13-03-25;13-03-25;23-03-25;cancelada;7715981-9;"luis contreras";no;"cabana 10";"santa cruz";1200000;0;;10-03-25
RES-00423;08-03-25;08-03-25;17-03-25;ejecutada;7781298-9;"pedro rojas";no;"cabana 13";"la florida";1080000;1080000;transferencia;06-03-25
RES-00424;01-01-25;01-01-25;06-01-25;cancelada;21554696-9;"maria gonzalez";no;"cabana 2";"la florida";600000;0;;28-12-24
RES-00426;03-08-25;03-08-25;12-08-25;ejecutada;23811418-7;"maria gonzalez";no;"cabana 10";"santiago centro";1080000;1080000;efectivo;03-08-25
RES-00428;19-05-25;19-05-25;21-05-25;ejecutada;9108775-8;"ana silva";no;"cabana 18";providencia;240000;240000;tarjeta;16-05-25
RES-00429;14-05-25;14-05-25;19-05-25;reservada;8482497-6;"ana silva";si;"cabana 9";providencia;600000;0;;09-05-25
RES-00431;20-08-25;20-08-25;21-08-25;cancelada;22746919-6;"maria gonzalez";no;"cabana 14";"santa cruz";120000;0;;15-08-25
RES-00432;09-02-25;09-02-25;17-02-25;reservada;20284960-5;"juan perez";si;"cabana 6";"la florida";960000;0;;08-02-25
RES-00433;03-11-25;03-11-25;04-11-25;ejecutada;18843742-7;"pedro rojas";no;"cabana 11";providencia;120000;120000;transferencia;03-11-25
RES-00434;18-10-25;18-10-25;"18-10-25 20:00";reservada;15790934-7;"maria gonzalez";si;"cancha padel techada";providencia;35000;0;;18-10-25
RES-00436;19-02-25;19-02-25;28-02-25;reservada;20194778-2;"ana silva";si;"cabana 3";"santiago centro";1080000;0;;19-02-25
RES-00438;13-05-25;13-05-25;16-05-25;ejecutada;13505604-9;"ana silva";si;"cabana 6";"santiago centro";360000;360000;tarjeta;11-05-25
RES-00439;06-09-25;06-09-25;09-09-25;ejecutada;14254375-3;"pedro rojas";no;"cabana 4";"santa cruz";360000;360000;tarjeta;04-09-25
RES-00440;07-11-25;07-11-25;15-11-25;cancelada;5149595-0;"maria gonzalez";no;"cabana 2";"santiago centro";960000;0;;07-11-25
RES-00442;06-09-25;06-09-25;12-09-25;ejecutada;9016221-7;"pedro rojas";si;"cabana 11";providencia;720000;720000;tarjeta;01-09-25
RES-00443;05-07-25;05-07-25;08-07-25;ejecutada;24402541-2;"luis contreras";si;"cabana 14";"la florida";360000;360000;tarjeta;03-07-25
RES-00444;01-10-25;01-10-25;06-10-25;reservada;10234889-3;"pedro rojas";si;"cabana 7";providencia;600000;0;;01-10-25
RES-00445;17-08-25;31/02/25;24-08-25;cancelada;12313678-5;"juan perez";si;"cabana 13";providencia;840000;0;;13-08-25
RES-00446;01-05-25;01-05-25;07-05-25;ejecutada;20727566-2;"juan perez";si;"cabana 4";providencia;720000;720000;transferencia;01-05-25
RES-00447;05-09-25;05-09-25;06-09-25;cancelada;15941454-k;"pedro rojas";no;"cabana 6";"santa cruz";120000;0;;31-08-25
RES-00449;15-11-25;15-11-25;17-11-25;ejecutada;15040048-1;"juan perez";no;"cabana 1";"la florida";240000;240000;tarjeta;14-11-25
RES-00450;20-06-25;20-06-25;30-06-25;cancelada;19430435-8;"maria gonzalez";no;"cabana 16";providencia;1200000;0;;15-06-25
RES-00451;04-04-25;04-04-25;13-04-25;reservada;9874086-4;"ana silva";si;"cabana 17";"santiago centro";1080000;0;;02-04-25
RES-00453;05-08-25;05-08-25;13-08-25;reservada;16949644-7;"pedro rojas";si;"cabana 15";providencia;960000;0;;02-08-25
RES-00455;01-11-25;01-11-25;10-11-25;cancelada;22307110-4;"luis contreras";si;"cabana 6";providencia;1080000;0;;28-10-25
RES-00456;10-05-25;10-05-25;11-05-25;cancelada;10578107-5;"luis contreras";si;"cabana 18";"santiago centro";120000;0;;10-05-25
RES-00458;02-03-25;02-03-25;04-03-25;ejecutada;5633053-4;"maria gonzalez";no;"cabana 18";providencia;240000;240000;tarjeta;01-03-25
RES-00460;13-02-25;13-02-25;19-02-25;ejecutada;16336276-7;"pedro rojas";si;"cabana 13";"santa cruz";720000;720000;transferencia;09-02-25
RES-00461;15-01-25;15-01-25;24-01-25;ejecutada;13532015-3;"luis contreras";no;"cabana 16";"santiago centro";1080000;1080000;tarjeta;13-01-25
RES-00463;10-07-25;10-07-25;19-07-25;cancelada;20086756-4;"maria gonzalez";si;"cabana 11";"santiago centro";1080000;0;;06-07-25
RES-00464;03-09-25;03-09-25;04-09-25;cancelada;15819975-0;"pedro rojas";si;"cabana 4";"santiago centro";120000;0;;29-08-25
RES-00465;08-12-25;08-12-25;17-12-25;reservada;19652678-1;"juan perez";no;"cabana 18";"santa cruz";1080000;0;;04-12-25
RES-00466;15//25;20-05-25;28-05-25;cancelada;18876546-7;"juan perez";si;"cabana 2";"santa cruz";960000;0;;18-05-25
RES-00467;20-11-25;20-11-25;24-11-25;reservada;11414686-2;"maria gonzalez";no;"cabana 19";"santiago centro";480000;0;;18-11-25
RES-00468;05-09-25;05-09-25;11-09-25;reservada;16741872-8;"maria gonzalez";no;"cabana 20";"santiago centro";720000;0;;05-09-25
RES-00469;01-07-25;01-07-25;03-07-25;reservada;12013508-2;"ana silva";no;"cabana 3";"la florida";240000;0;;30-06-25
RES-00471;06-10-25;06-10-25;11-10-25;ejecutada;5643136-5;"juan perez";si;"cabana 15";"santiago centro";600000;600000;efectivo;04-10-25
RES-00474;05-07-25;05-07-25;14-07-25;reservada;21861927-4;"pedro rojas";si;"cabana 6";"la florida";1080000;0;;03-07-25
RES-00478;13-11-25;13-11-25;"13-11-25 16:00";cancelada;24639890-9;"luis contreras";no;"cancha basquetbol aire libre";"santa cruz";25000;0;;09-11-25
RES-00479;01-01-25;01-01-25;03-01-25;reservada;14294949-0;"ana silva";si;"cabana 20";"santa cruz";240000;0;;30-12-24
RES-00480;08-07-25;08-07-25;18-07-25;cancelada;24831420-6;"luis contreras";si;"cabana 11";"santiago centro";1200000;0;;03-07-25
RES-00482;07-04-25;07-04-25;11-04-25;cancelada;18053720-1;"ana silva";si;"cabana 17";providencia;480000;0;;04-04-25
RES-00485;16-06-25;16-06-25;21-06-25;ejecutada;14292034-4;"luis contreras";si;"cabana 15";providencia;600000;600000;efectivo;14-06-25
RES-00488;15-02-25;15-02-25;"15-02-25 22:00";reservada;6365576-1;"juan perez";no;"cancha basquetbol techada";"santa cruz";35000;0;;11-02-25
RES-00489;08-11-25;08-11-25;12-11-25;ejecutada;11218435-k;"luis contreras";no;"cabana 5";"santiago centro";480000;480000;efectivo;05-11-25
RES-00490;01-12-25;01-12-25;09-12-25;reservada;20666104-6;"juan perez";si;"cabana 8";providencia;960000;0;;27-11-25
RES-00491;10-01-25;10-01-25;13-01-25;ejecutada;6126593-7;"juan perez";si;"cabana 7";providencia;360000;360000;tarjeta;10-01-25
RES-00493;01-07-25;01-07-25;07-07-25;reservada;9108775-8;"ana silva";si;"cabana 10";"santiago centro";720000;0;;29-06-25
RES-00494;07-02-25;07-02-25;"07-02-25 16:00";ejecutada;9269949-8;"ana silva";si;"cancha futbolito techada";providencia;35000;35000;transferencia;05-02-25
RES-00495;05-12-25;05-12-25;11-12-25;cancelada;10949220-5;"maria gonzalez";no;"cabana 3";"santa cruz";720000;0;;05-12-25
RES-00498;02-08-25;02-08-25;12-08-25;ejecutada;7613535-5;"ana silva";no;"cabana 4";providencia;1200000;1200000;efectivo;31-07-25
RES-00499;12-04-25;12-04-25;21-04-25;ejecutada;5149595-0;"maria gonzalez";si;"cabana 6";"santiago centro";1080000;1080000;tarjeta;12-04-25
RES-00503;11-08-25;11-08-25;/05/25;cancelada;20394775-1;"pedro rojas";si;"cabana 4";"santiago centro";840000;0;;07-08-25
RES-00507;03-09-25;03-09-25;08-09-25;reservada;17133976-6;"juan perez";no;"cabana 6";"santa cruz";600000;0;;02-09-25
RES-00509;19-01-25;19-01-25;23-01-25;reservada;14379507-1;"juan perez";no;"cabana 9";"la florida";480000;0;;15-01-25
RES-00512;15-09-25;15-09-25;17-09-25;cancelada;22287381-9;"ana silva";no;"cabana 8";"la florida";240000;0;;12-09-25
RES-00514;02-05-25;02-05-25;03-05-25;reservada;18396692-8;"juan perez";no;"cabana 13";providencia;120000;0;;28-04-25
RES-00515;08-05-25;08-05-25;18-05-25;ejecutada;22746919-6;"maria gonzalez";no;"cabana 9";"santiago centro";1200000;1200000;transferencia;05-05-25
RES-00516;08-04-25;08-04-25;10-04-25;reservada;7826282-6;"maria gonzalez";si;"cabana 1";providencia;240000;0;;06-04-25
RES-00518;05-04-25;05-04-25;08-04-25;ejecutada;17049622-1;"pedro rojas";si;"cabana 13";providencia;360000;360000;tarjeta;02-04-25
RES-00519;13-01-25;13-01-25;14-01-25;reservada;22381571-5;"juan perez";no;"cabana 15";"santa cruz";120000;0;;12-01-25
RES-00520;17-11-25;17-11-25;19-11-25;cancelada;24090729-1;"pedro rojas";si;"cabana 4";providencia;240000;0;;17-11-25
RES-00521;01-08-25;01-08-25;10-08-25;ejecutada;21934163-6;"maria gonzalez";no;"cabana 4";"santa cruz";1080000;1080000;transferencia;01-08-25
RES-00522;15-09-25;15-09-25;17-09-25;reservada;21454860-7;"ana silva";si;"cabana 10";"santiago centro";240000;0;;15-09-25
RES-00523;02-06-25;02-06-25;08-06-25;ejecutada;7206185-3;"luis contreras";no;"cabana 18";"santiago centro";720000;720000;efectivo;02-06-25
RES-00524;05-06-25;05-06-25;09-06-25;cancelada;18616868-2;"luis contreras";no;"cabana 15";"santa cruz";480000;0;;02-06-25
RES-00525;14-06-25;14-06-25;20-06-25;cancelada;11627877-8;"pedro rojas";no;"cabana 4";"la florida";720000;0;;13-06-25
RES-00527;01-04-25;01-04-25;02-04-25;ejecutada;10698937-0;"pedro rojas";no;"cabana 14";"la florida";120000;120000;transferencia;28-03-25
RES-00529;02-11-25;02-11-25;09-11-25;cancelada;24536401-6;"luis contreras";si;"cabana 13";"santa cruz";840000;0;;31-10-25
RES-00530;12-03-25;12-03-25;21-03-25;reservada;22075434-0;"ana silva";si;"cabana 14";"la florida";1080000;0;;11-03-25
RES-00531;13-08-25;13-08-25;17-08-25;ejecutada;16564154-k;"juan perez";no;"cabana 20";providencia;480000;480000;transferencia;13-08-25
RES-00532;17-10-25;17-10-25;18-10-25;reservada;17505864-8;"maria gonzalez";no;"cabana 8";"santa cruz";120000;0;;16-10-25
RES-00534;13-04-25;13-04-25;21-04-25;cancelada;23498184-6;"juan perez";si;"cabana 16";"santa cruz";960000;0;;12-04-25
RES-00537;05-10-25;05-10-25;09-10-25;reservada;24505775-k;"maria gonzalez";no;"cabana 17";"la florida";480000;0;;01-10-25
RES-00538;17-05-25;17-05-25;18-05-25;reservada;12892449-3;"pedro rojas";si;"cabana 12";"la florida";120000;0;;17-05-25
RES-00545;06-10-25;06-10-25;15-10-25;cancelada;18933016-2;"juan perez";si;"cabana 10";"la florida";1080000;0;;02-10-25
RES-00547;15-02-25;15-02-25;"15-02-25 14:00";ejecutada;18467664-2;"pedro rojas";si;"restaurant 1";"santiago centro";30000;30000;tarjeta;14-02-25
RES-00550;12-01-25;12-01-25;"12-01-25 16:00";cancelada;6973970-9;"pedro rojas";no;"salon eventos 2";"la florida";100000;0;;09-01-25
RES-00552;16-02-25;16-02-25;20-02-25;reservada;15594513-3;"pedro rojas";no;"cabana 19";"santiago centro";480000;0;;11-02-25
RES-00553;19-10-25;19-10-25;21-10-25;cancelada;23939824-3;"juan perez";no;"cabana 16";"santa cruz";240000;0;;19-10-25
RES-00554;15-06-25;15-06-25;20-06-25;ejecutada;19443419-7;"pedro rojas";si;"cabana 6";providencia;600000;600000;tarjeta;11-06-25
RES-00555;10-03-25;10-03-25;14-03-25;ejecutada;16094679-2;"ana silva";no;"cabana 1";"santa cruz";480000;480000;efectivo;05-03-25
RES-00559;09-08-25;09-08-25;12-08-25;cancelada;19652678-1;"juan perez";no;"cabana 20";"santiago centro";360000;0;;09-08-25
RES-00561;12-11-25;12-11-25;14-11-25;reservada;19715915-4;"luis contreras";si;"cabana 15";"santiago centro";240000;0;;09-11-25
RES-00563;16-03-25;16-03-25;19-03-25;ejecutada;6126593-7;"juan perez";no;"cabana 12";"la florida";360000;360000;transferencia;16-03-25
RES-00564;12-09-25;12-09-25;13-09-25;reservada;22812135-5;"ana silva";no;"cabana 19";"la florida";120000;0;;11-09-25
RES-00566;13-05-25;13-05-25;19-05-25;cancelada;21793681-0;"juan perez";si;"cabana 14";"santiago centro";720000;0;;08-05-25
RES-00567;10-02-25;10-02-25;19-02-25;reservada;24981138-6;"juan perez";no;"cabana 4";"santiago centro";1080000;0;;10-02-25
RES-00569;20-02-25;abc/12/25;27-02-25;cancelada;15878471-8;"maria gonzalez";no;"cabana 3";"santa cruz";840000;0;;16-02-25
RES-00570;11-02-25;11-02-25;19-02-25;ejecutada;10645717-4;"pedro rojas";si;"cabana 14";"santa cruz";960000;960000;transferencia;10-02-25
RES-00571;02-09-25;02-09-25;"02-09-25 12:00";ejecutada;22746919-6;"maria gonzalez";no;"cancha futbolito aire libre";"la florida";25000;25000;tarjeta;30-08-25
RES-00573;09-01-25;09-01-25;15-01-25;reservada;16530236-2;"pedro rojas";no;"cabana 13";providencia;720000;0;;04-01-25
RES-00582;03-04-25;03-04-25;08-04-25;reservada;9354610-5;"luis contreras";si;"cabana 3";"santiago centro";600000;0;;03-04-25
RES-00584;01-02-25;01-02-25;05-02-25;cancelada;15148285-6;"luis contreras";si;"cabana 15";"la florida";480000;0;;29-01-25
RES-00585;03-10-25;03-10-25;06-10-25;reservada;21156024-6;"maria gonzalez";no;"cabana 17";"santa cruz";360000;0;;02-10-25
RES-00589;10-12-25;10-12-25;12-12-25;cancelada;13397853-4;"juan perez";no;"cabana 9";"santa cruz";240000;0;;06-12-25
RES-00591;01-02-25;01-02-25;02-02-25;reservada;23250659-8;"maria gonzalez";no;"cabana 20";"la florida";120000;0;;27-01-25
RES-00592;01-06-25;01-06-25;10-06-25;reservada;16451339-4;"pedro rojas";no;"cabana 14";"santiago centro";1080000;0;;30-05-25
RES-00593;04-07-25;04-07-25;09-07-25;cancelada;8309406-0;"luis contreras";no;"cabana 8";"santiago centro";600000;0;;29-06-25
RES-00594;09-10-25;09-10-25;10-10-25;reservada;5149595-0;"maria gonzalez";si;"cabana 16";"santa cruz";120000;0;;07-10-25
RES-00595;20-05-25;20-05-25;30-05-25;reservada;13534305-6;"juan perez";no;"cabana 11";"la florida";1200000;0;;19-05-25
RES-00597;20-06-25;20-06-25;28-06-25;reservada;11862631-1;"ana silva";no;"cabana 20";"santa cruz";960000;0;;15-06-25
RES-00600;02-03-25;02-03-25;06-03-25;ejecutada;9226402-5;"ana silva";no;"cabana 20";"santa cruz";480000;480000;transferencia;28-02-25
RES-00602;09-02-25;09-02-25;15-02-25;ejecutada;14756759-6;"juan perez";no;"cabana 9";providencia;720000;720000;transferencia;09-02-25
RES-00603;03-09-25;03-09-25;13-09-25;ejecutada;12756727-1;"luis contreras";si;"cabana 14";providencia;1200000;1200000;transferencia;02-09-25
RES-00606;04-06-25;04-06-25;07-06-25;ejecutada;6085414-9;"maria gonzalez";si;"cabana 15";"santa cruz";360000;360000;tarjeta;03-06-25
RES-00607;18-10-25;18-10-25;27-10-25;reservada;19576306-2;"luis contreras";si;"cabana 18";providencia;1080000;0;;13-10-25
RES-00608;02-07-25;02-07-25;07-07-25;reservada;15338995-0;"ana silva";si;"cabana 10";providencia;600000;0;;30-06-25
RES-00609;01-04-25;01-04-25;"01-04-25 20:00";reservada;19430435-8;"maria gonzalez";no;"salon eventos 1";"la florida";100000;0;;30-03-25
RES-00612;12-04-25;12-04-25;13-04-25;ejecutada;9843733-9;"maria gonzalez";si;"cabana 6";"santa cruz";120000;120000;tarjeta;08-04-25
RES-00613;20-03-25;20-03-25;25-03-25;reservada;22703981-7;"juan perez";no;"cabana 10";providencia;600000;0;;16-03-25
RES-00614;18-12-25;18-12-25;21-12-25;reservada;16257735-2;"maria gonzalez";si;"cabana 5";"santa cruz";360000;0;;14-12-25
RES-00615;16-06-25;16-06-25;20-06-25;ejecutada;10776000-8;"luis contreras";si;"cabana 12";"santiago centro";480000;480000;transferencia;15-06-25
RES-00617;08-11-25;08-11-25;09-11-25;reservada;5854603-8;"luis contreras";si;"cabana 8";providencia;120000;0;;08-11-25
RES-00619;19-10-25;19-10-25;10/10/;cancelada;7613535-5;"ana silva";si;"cabana 19";"la florida";960000;0;;16-10-25
RES-00620;10-05-25;10-05-25;12-05-25;cancelada;20859114-2;"luis contreras";no;"cabana 11";"santa cruz";240000;0;;08-05-25
RES-00621;02-10-25;02-10-25;06-10-25;ejecutada;21162735-2;"juan perez";no;"cabana 16";"santiago centro";480000;480000;efectivo;29-09-25
RES-00622;17-09-25;17-09-25;20-09-25;ejecutada;18086493-8;"maria gonzalez";si;"cabana 15";providencia;360000;360000;efectivo;16-09-25
RES-00623;20-08-25;20-08-25;25-08-25;reservada;5373421-9;"luis contreras";si;"cabana 1";"la florida";600000;0;;18-08-25
RES-00626;14-08-25;14-08-25;19-08-25;ejecutada;13775714-1;"luis contreras";si;"cabana 13";"la florida";600000;600000;efectivo;10-08-25
RES-00629;15-07-25;15-07-25;18-07-25;ejecutada;20086756-4;"maria gonzalez";si;"cabana 3";"la florida";360000;360000;efectivo;11-07-25
RES-00630;20-06-25;20-06-25;30-06-25;cancelada;24138079-3;"juan perez";no;"cabana 3";"santiago centro";1200000;0;;17-06-25
RES-00632;14-07-25;14-07-25;"14-07-25 21:00";cancelada;17820790-3;"juan perez";no;"cancha basquetbol techada";"santiago centro";35000;0;;12-07-25
RES-00636;17-09-25;17-09-25;26-09-25;reservada;8954537-4;"luis contreras";si;"cabana 3";"la florida";1080000;0;;12-09-25
RES-00637;07-08-25;07-08-25;11-08-25;ejecutada;11885348-2;"pedro rojas";si;"cabana 12";providencia;480000;480000;transferencia;07-08-25
RES-00639;13-06-25;13-06-25;20-06-25;ejecutada;21863652-7;"luis contreras";no;"cabana 7";providencia;840000;840000;transferencia;10-06-25
RES-00640;04-01-25;04-01-25;13-01-25;reservada;9564786-3;"ana silva";no;"cabana 16";providencia;1080000;0;;02-01-25
RES-00641;10/10/;13-03-25;19-03-25;cancelada;17623443-1;"maria gonzalez";no;"cabana 14";"la florida";720000;0;;09-03-25
RES-00643;14-11-25;14-11-25;20-11-25;cancelada;21452115-6;"pedro rojas";si;"cabana 3";"la florida";720000;0;;12-11-25
RES-00644;15-09-25;15-09-25;16-09-25;ejecutada;5395622-k;"pedro rojas";no;"cabana 7";"santiago centro";120000;120000;efectivo;10-09-25
RES-00645;19-04-25;19-04-25;23-04-25;ejecutada;5427877-2;"juan perez";no;"cabana 7";providencia;480000;480000;transferencia;14-04-25
RES-00646;16-06-25;16-06-25;25-06-25;cancelada;11521745-3;"ana silva";no;"cabana 3";providencia;1080000;0;;13-06-25
RES-00647;08-08-25;08-08-25;13-08-25;reservada;19052661-5;"maria gonzalez";si;"cabana 7";"la florida";600000;0;;04-08-25
RES-00648;12-11-25;12-11-25;17-11-25;ejecutada;8442882-5;"ana silva";no;"cabana 7";"santa cruz";600000;600000;efectivo;12-11-25
RES-00650;10-02-25;10-02-25;17-02-25;cancelada;5854603-8;"luis contreras";si;"cabana 15";"santiago centro";840000;0;;05-02-25
RES-00652;04-12-25;04-12-25;08-12-25;cancelada;16214968-7;"luis contreras";no;"cabana 13";"santiago centro";480000;0;;01-12-25
RES-00654;04-10-25;04-10-25;13-10-25;cancelada;23835968-6;"juan perez";si;"cabana 5";providencia;1080000;0;;02-10-25
RES-00656;16-08-25;16-08-25;"16-08-25 20:00";reservada;14586066-0;"ana silva";no;"restaurant 2";"la florida";30000;0;;14-08-25
RES-00658;08-11-25;08-11-25;14-11-25;reservada;7777224-3;"maria gonzalez";si;"cabana 9";"santa cruz";720000;0;;06-11-25
RES-00659;19-07-25;19-07-25;25-07-25;cancelada;19599688-1;"juan perez";no;"cabana 9";"santiago centro";720000;0;;16-07-25
