pago_id;run_socio_titular;nombre_socio_titular;anio_membresia;mes_cuota;fecha_vencimiento;monto_membresia;monto_adicionales;monto_total;estado_pago;fecha_pago;medio_pago
250;19556227-9;"mauricio fuentes contreras";2025;10;2025-10-05;25000;5000;30000;pagado;2025-10-04;tarjeta
251;19556227-9;"mauricio fuentes contreras";2025;11;2025-11-05;25000;0;25000;atrasado;;
252;19556227-9;"juan gonzalez";2025;12;2025-12-05;25000;5000;30000;atrasado;;
253;17877848-0;"mauricio henriquez espinoza";2025;1;2025-01-05;25000;0;25000;pagado;2025-01-03;tarjeta
254;17877848-0;"mauricio henriquez espinoza";2025;2;2025-02-05;25000;5000;30000;pagado;2025-02-01;transferencia
255;17877848-0;"mauricio henriquez espinoza";2025;3;2025-03-05;25000;12000;37000;pagado;2025-03-05;tarjeta
256;17877848-0;"mauricio henriquez espinoza";2025;4;2025-04-05;25000;5000;30000;pagado;2025-04-02;transferencia
257;17877848-0;"mauricio henriquez espinoza";2025;5;2025-05-05;25000;0;25000;pagado;2025-05-04;tarjeta
258;17877848-0;"mauricio henriquez espinoza";2025;6;2025-06-05;25000;5000;30000;pagado;2025-06-01;transferencia
259;17877848-0;"mauricio henriquez espinoza";2025;7;2025-07-05;25000;0;25000;pagado;2025-07-05;tarjeta
260;17877848-0;"mauricio henriquez espinoza";2025;8;2025-08-05;25000;5000;30000;pagado;2025-08-03;transferencia
261;17877848-0;"mauricio henriquez espinoza";2025;9;2025-09-05;25000;12000;37000;pagado;2025-09-05;tarjeta
262;17877848-0;"mauricio henriquez espinoza";2025;10;2025-10-05;25000;5000;30000;pagado;2025-10-01;transferencia
263;17877848-0;"mauricio henriquez espinoza";2025;11;2025-11-05;25000;0;25000;atrasado;;
264;17877848-0;"mauricio henriquez espinoza";2025;12;2025-12-05;25000;5000;30000;atrasado;;
265;12735469-3;"daniela quezada nunez";2025;1;2025-01-05;25000;0;25000;pagado;2025-01-04;transferencia
266;12735469-3;"daniela quezada nunez";2025;2;2025-02-05;25000;5000;30000;pagado;2025-02-05;tarjeta
267;12735469-3;"daniela quezada nunez";2025;3;2025-03-05;25000;12000;37000;pagado;2025-03-03;transferencia
268;12735469-3;"daniela quezada nunez";2025;4;2025-04-05;25000;5000;30000;pagado;2025-04-03;tarjeta
269;12735469-3;"daniela quezada nunez";2025;5;2025-05-05;25000;0;25000;pagado;2025-05-01;transferencia
270;12735469-3;"daniela quezada nunez";2025;6;2025-06-05;25000;5000;30000;pagado;2025-06-04;tarjeta
271;12735469-3;"diego contreras";2025;7;2025-07-05;25000;0;25000;pagado;2025-07-02;transferencia
272;12735469-3;"daniela quezada nunez";2025;8;2025-08-05;25000;5000;30000;pagado;2025-08-05;tarjeta
273;12735469-3;"daniela quezada nunez";2025;9;2025-09-05;25000;12000;37000;pagado;2025-09-01;transferencia
274;12735469-3;"daniela quezada nunez";2025;10;2025-10-05;25000;5000;30000;pagado;2025-10-04;tarjeta
275;12735469-3;"daniela quezada nunez";2025;11;2025-11-05;25000;0;25000;atrasado;;
276;12735469-3;"daniela quezada nunez";2025;12;2025-12-05;25000;5000;30000;atrasado;;
277;21265551-1;"enrique quezada mendez";2025;1;2025-01-05;25000;0;25000;pagado;2025-01-03;tarjeta
278;21265551-1;"enrique quezada mendez";2025;2;2025-02-05;25000;5000;30000;pagado;2025-02-01;transferencia
279;21265551-1;"enrique quezada mendez";2025;3;2025-03-05;25000;12000;37000;pagado;2025-03-05;tarjeta
280;21265551-1;"enrique quezada mendez";2025;4;2025-04-05;25000;5000;30000;pagado;2025-04-02;transferencia
281;21265551-1;"enrique quezada mendez";2025;5;2025-05-05;25000;0;25000;pagado;2025-05-04;tarjeta
282;21265551-1;"enrique quezada mendez";2025;6;2025-06-05;25000;5000;30000;pagado;2025-06-01;transferencia
283;21265551-1;"enrique quezada mendez";2025;7;2025-07-05;25000;0;25000;pagado;2025-07-05;tarjeta
284;21265551-1;"enrique quezada mendez";2025;8;2025-08-05;25000;5000;30000;pagado;2025-08-03;transferencia
285;21265551-1;"enrique quezada mendez";2025;9;2025-09-05;25000;12000;37000;pagado;2025-09-05;tarjeta
286;21265551-1;"enrique quezada mendez";2025;10;2025-10-05;25000;5000;30000;pagado;2025-10-01;transferencia
287;21265551-1;"enrique quezada mendez";2025;11;2025-11-05;25000;0;25000;atrasado;;
288;21265551-1;"enrique quezada mendez";2025;12;2025-12-05;25000;5000;30000;atrasado;;
289;20789127-4;"daniela henriquez duarte";2025;1;2025-01-05;25000;0;25000;pagado;2025-01-04;transferencia
290;20789127-4;"daniela henriquez duarte";2025;2;2025-02-05;25000;5000;30000;pagado;2025-02-05;tarjeta
291;20789127-4;"daniela henriquez duarte";2025;3;2025-03-05;25000;12000;37000;pagado;2025-03-03;transferencia
292;20789127-4;"daniela henriquez duarte";2025;4;2025-04-05;25000;5000;30000;pagado;2025-04-03;tarjeta
293;20789127-4;"daniela henriquez duarte";2025;5;2025-05-05;25000;0;25000;pagado;2025-05-01;transferencia
294;20789127-4;"daniela henriquez duarte";2025;6;2025-06-05;25000;5000;30000;pagado;2025-06-04;tarjeta
295;20789127-4;"daniela henriquez duarte";2025;7;2025-07-05;25000;0;25000;pagado;2025-07-02;transferencia
296;20789127-4;"daniela henriquez duarte";2025;8;2025-08-05;25000;5000;30000;pagado;2025-08-05;tarjeta
297;20789127-4;"daniela henriquez duarte";2025;9;2025-09-05;25000;12000;37000;pagado;2025-09-01;transferencia
298;20789127-4;"daniela henriquez duarte";2025;10;2025-10-05;25000;5000;30000;pagado;2025-10-04;tarjeta
299;20789127-4;"daniela henriquez duarte";2025;11;2025-11-05;25000;0;25000;atrasado;;
300;20789127-4;"daniela henriquez duarte";2025;12;2025-12-05;25000;5000;30000;atrasado;;
301;8054887-4;"juan contreras";2025;1;2025-01-05;25000;0;25000;pagado;2025-01-03;tarjeta
302;8054887-4;"daniela quezada espinoza";2025;2;2025-02-05;25000;5000;30000;pagado;2025-02-01;transferencia
303;8054887-4;"daniela quezada espinoza";2025;3;2025-03-05;25000;12000;37000;pagado;2025-03-05;tarjeta
304;8054887-4;"daniela quezada espinoza";2025;4;2025-04-05;25000;5000;30000;pagado;2025-04-02;transferencia
305;8054887-4;"daniela quezada espinoza";2025;5;2025-05-05;25000;0;25000;pagado;2025-05-04;tarjeta
306;8054887-4;"daniela quezada espinoza";2025;6;2025-06-05;25000;5000;30000;pagado;2025-06-01;transferencia
307;8054887-4;"daniela quezada espinoza";2025;7;2025-07-05;25000;0;25000;pagado;2025-07-05;tarjeta
308;8054887-4;"daniela quezada espinoza";2025;8;2025-08-05;25000;5000;30000;pagado;2025-08-03;transferencia
309;8054887-4;"daniela quezada espinoza";2025;9;2025-09-05;25000;12000;37000;pagado;2025-09-05;tarjeta
310;8054887-4;"daniela quezada espinoza";2025;10;2025-10-05;25000;5000;30000;pagado;2025-10-01;transferencia
311;8054887-4;"daniela quezada espinoza";2025;11;2025-11-05;25000;0;25000;atrasado;;
312;8054887-4;"daniela quezada espinoza";2025;12;2025-12-05;25000;5000;30000;atrasado;;
313;6344903-3;"ignacio pardo pardo";2025;1;2025-01-05;25000;0;25000;pagado;2025-01-04;transferencia
314;6344903-3;"ignacio pardo pardo";2025;2;2025-02-05;25000;5000;30000;pagado;2025-02-05;tarjeta
315;6344903-3;"ignacio pardo pardo";2025;3;2025-03-05;25000;12000;37000;pagado;2025-03-03;transferencia
316;6344903-3;"ignacio pardo pardo";2025;4;2025-04-05;25000;5000;30000;pagado;2025-04-03;tarjeta
317;6344903-3;"ignacio pardo pardo";2025;5;2025-05-05;25000;0;25000;pagado;2025-05-01;transferencia
318;6344903-3;"ignacio pardo pardo";2025;6;2025-06-05;25000;5000;30000;pagado;2025-06-04;tarjeta
319;6344903-3;"ignacio pardo pardo";2025;7;2025-07-05;25000;0;25000;pagado;2025-07-02;transferencia
320;6344903-3;"ignacio pardo pardo";2025;8;2025-08-05;25000;5000;30000;pagado;2025-08-05;tarjeta
321;6344903-3;"ignacio pardo pardo";2025;9;2025-09-05;25000;12000;37000;pagado;2025-09-01;transferencia
322;6344903-3;"ignacio pardo pardo";2025;10;2025-10-05;25000;5000;30000;pagado;2025-10-04;tarjeta
323;6344903-3;"ignacio pardo pardo";2025;11;2025-11-05;25000;0;25000;atrasado;;
324;6344903-3;"ignacio pardo pardo";2025;12;2025-12-05;25000;5000;30000;atrasado;;
325;6016578-3;"natalia galdames contreras";2025;1;2025-01-05;25000;0;25000;pagado;2025-01-03;tarjeta
326;6016578-3;"natalia galdames contreras";2025;2;2025-02-05;25000;5000;30000;pagado;2025-02-01;transferencia
327;6016578-3;"natalia galdames contreras";2025;3;2025-03-05;25000;12000;37000;pagado;2025-03-05;tarjeta
328;6016578-3;"natalia galdames contreras";2025;4;2025-04-05;25000;5000;30000;pagado;2025-04-02;transferencia
329;6016578-3;"natalia galdames contreras";2025;5;2025-05-05;25000;0;25000;pagado;2025-05-04;tarjeta
330;6016578-3;"natalia galdames contreras";2025;6;2025-06-05;25000;5000;30000;pagado;2025-06-01;transferencia
331;6016578-3;"natalia galdames contreras";2025;7;2025-07-05;25000;0;25000;pagado;2025-07-05;tarjeta
332;6016578-3;"natalia galdames contreras";2025;8;2025-08-05;25000;5000;30000;pagado;2025-08-03;transferencia
333;6016578-3;"natalia galdames contreras";2025;9;2025-09-05;25000;12000;37000;pagado;2025-09-05;tarjeta
334;6016578-3;"natalia galdames contreras";2025;10;2025-10-05;25000;5000;30000;pagado;2025-10-01;transferencia
335;6016578-3;"natalia galdames contreras";2025;11;2025-11-05;25000;0;25000;atrasado;;
336;6016578-3;"natalia galdames contreras";2025;12;2025-12-05;25000;5000;30000;atrasado;;
337;21896425-6;"beatriz galdames espinoza";2025;1;2025-01-05;25000;0;25000;pagado;2025-01-04;transferencia
338;21896425-6;"beatriz galdames espinoza";2025;2;2025-02-05;25000;5000;30000;pagado;2025-02-05;tarjeta
339;21896425-6;"beatriz galdames espinoza";2025;3;2025-03-05;25000;12000;37000;pagado;2025-03-03;transferencia
340;21896425-6;"beatriz galdames espinoza";2025;4;2025-04-05;25000;5000;30000;pagado;2025-04-03;tarjeta
341;21896425-6;"beatriz galdames espinoza";2025;5;2025-05-05;25000;0;25000;pagado;2025-05-01;transferencia
342;21896425-6;"beatriz galdames espinoza";2025;6;2025-06-05;25000;5000;30000;pagado;2025-06-04;tarjeta
343;21896425-6;"beatriz galdames espinoza";2025;7;2025-07-05;25000;0;25000;pagado;2025-07-02;transferencia
344;21896425-6;"beatriz galdames espinoza";2025;8;2025-08-05;25000;5000;30000;pagado;2025-08-05;tarjeta
345;21896425-6;"juan rojas";2025;9;2025-09-05;25000;12000;37000;pagado;2025-09-01;transferencia
346;21896425-6;"beatriz galdames espinoza";2025;10;2025-10-05;25000;5000;30000;pagado;2025-10-04;tarjeta
347;21896425-6;"beatriz galdames espinoza";2025;11;2025-11-05;25000;0;25000;atrasado;;
348;21896425-6;"beatriz galdames espinoza";2025;12;2025-12-05;25000;5000;30000;atrasado;;
349;15913517-9;"gonzalo lagos mendez";2025;1;2025-01-05;25000;0;25000;pagado;2025-01-03;tarjeta
350;15913517-9;"gonzalo lagos mendez";2025;2;2025-02-05;25000;5000;30000;pagado;2025-02-01;transferencia
351;15913517-9;"pedro gonzalez";2025;3;2025-03-05;25000;12000;37000;pagado;2025-03-05;tarjeta
352;15913517-9;"gonzalo lagos mendez";2025;4;2025-04-05;25000;5000;30000;pagado;2025-04-02;transferencia
353;15913517-9;"pedro gonzalez";2025;5;2025-05-05;25000;0;25000;pagado;2025-05-04;tarjeta
354;15913517-9;"gonzalo lagos mendez";2025;6;2025-06-05;25000;5000;30000;pagado;2025-06-01;transferencia
355;15913517-9;"gonzalo lagos mendez";2025;7;2025-07-05;25000;0;25000;pagado;2025-07-05;tarjeta
356;15913517-9;"gonzalo lagos mendez";2025;8;2025-08-05;25000;5000;30000;pagado;2025-08-03;transferencia
357;15913517-9;"gonzalo lagos mendez";2025;9;2025-09-05;25000;12000;37000;pagado;2025-09-05;tarjeta
358;15913517-9;"gonzalo lagos mendez";2025;10;2025-10-05;25000;5000;30000;pagado;2025-10-01;transferencia
359;15913517-9;"gonzalo lagos mendez";2025;11;2025-11-05;25000;0;25000;atrasado;;
360;15913517-9;"gonzalo lagos mendez";2025;12;2025-12-05;25000;5000;30000;atrasado;;
361;17526820-0;"ignacio espinoza galdames";2025;1;2025-01-05;25000;0;25000;pagado;2025-01-04;transferencia
362;17526820-0;"ignacio espinoza galdames";2025;2;2025-02-05;25000;5000;30000;pagado;2025-02-05;tarjeta
363;17526820-0;"ignacio espinoza galdames";2025;3;2025-03-05;25000;12000;37000;pagado;2025-03-03;transferencia
364;17526820-0;"ignacio espinoza galdames";2025;4;2025-04-05;25000;5000;30000;pagado;2025-04-03;tarjeta
365;17526820-0;"ignacio espinoza galdames";2025;5;2025-05-05;25000;0;25000;pagado;2025-05-01;transferencia
366;17526820-0;"ignacio espinoza galdames";2025;6;2025-06-05;25000;5000;30000;pagado;2025-06-04;tarjeta
367;17526820-0;"ignacio espinoza galdames";2025;7;2025-07-05;25000;0;25000;pagado;2025-07-02;transferencia
368;17526820-0;"ignacio espinoza galdames";2025;8;2025-08-05;25000;5000;30000;pagado;2025-08-05;tarjeta
369;17526820-0;"ignacio espinoza galdames";2025;9;2025-09-05;25000;12000;37000;pagado;2025-09-01;transferencia
370;17526820-0;"ignacio espinoza galdames";2025;10;2025-10-05;25000;5000;30000;pagado;2025-10-04;tarjeta
371;17526820-0;"ignacio espinoza galdames";2025;11;2025-11-05;25000;0;25000;atrasado;;
372;17526820-0;"ignacio espinoza galdames";2025;12;2025-12-05;25000;5000;30000;atrasado;;
373;16103628-5;"helena alvarez mendez";2025;1;2025-01-05;25000;0;25000;pagado;2025-01-03;tarjeta
374;16103628-5;"helena alvarez mendez";2025;2;2025-02-05;25000;5000;30000;pagado;2025-02-01;transferencia
375;16103628-5;"helena alvarez mendez";2025;3;2025-03-05;25000;12000;37000;pagado;2025-03-05;tarjeta
376;16103628-5;"helena alvarez mendez";2025;4;2025-04-05;25000;5000;30000;pagado;2025-04-02;transferencia
377;16103628-5;"helena alvarez mendez";2025;5;2025-05-05;25000;0;25000;pagado;2025-05-04;tarjeta
378;16103628-5;"helena alvarez mendez";2025;6;2025-06-05;25000;5000;30000;pagado;2025-06-01;transferencia
379;16103628-5;"helena alvarez mendez";2025;7;2025-07-05;25000;0;25000;pagado;2025-07-05;tarjeta
380;16103628-5;"helena alvarez mendez";2025;8;2025-08-05;25000;5000;30000;pagado;2025-08-03;transferencia
381;16103628-5;"helena alvarez mendez";2025;9;2025-09-05;25000;12000;37000;pagado;2025-09-05;tarjeta
382;16103628-5;"helena alvarez mendez";2025;10;2025-10-05;25000;5000;30000;pagado;2025-10-01;transferencia
383;16103628-5;"helena alvarez mendez";2025;11;2025-11-05;25000;0;25000;atrasado;;
384;16103628-5;"helena alvarez mendez";2025;12;2025-12-05;25000;5000;30000;atrasado;;
385;24941085-3;"natalia contreras jara";2025;1;2025-01-05;25000;0;25000;pagado;2025-01-04;transferencia
386;24941085-3;"natalia contreras jara";2025;2;2025-02-05;25000;5000;30000;pagado;2025-02-05;tarjeta
387;24941085-3;"natalia contreras jara";2025;3;2025-03-05;25000;12000;37000;pagado;2025-03-03;transferencia
388;24941085-3;"natalia contreras jara";2025;4;2025-04-05;25000;5000;30000;pagado;2025-04-03;tarjeta
389;24941085-3;"natalia contreras jara";2025;5;2025-05-05;25000;0;25000;pagado;2025-05-01;transferencia
390;24941085-3;"natalia contreras jara";2025;6;2025-06-05;25000;5000;30000;pagado;2025-06-04;tarjeta
391;24941085-3;"natalia contreras jara";2025;7;2025-07-05;25000;0;25000;pagado;2025-07-02;transferencia
392;24941085-3;"natalia contreras jara";2025;8;2025-08-05;25000;5000;30000;pagado;2025-08-05;tarjeta
393;24941085-3;"natalia contreras jara";2025;9;2025-09-05;25000;12000;37000;pagado;2025-09-01;transferencia
394;24941085-3;"natalia contreras jara";2025;10;2025-10-05;25000;5000;30000;pagado;2025-10-04;tarjeta
395;24941085-3;"ana rojas";2025;11;2025-11-05;25000;0;25000;atrasado;;
396;24941085-3;"natalia contreras jara";2025;12;2025-12-05;25000;5000;30000;atrasado;;
397;21325038-8;"loreto nunez henriquez";2025;1;2025-01-05;25000;0;25000;pagado;2025-01-03;tarjeta
398;21325038-8;"loreto nunez henriquez";2025;2;2025-02-05;25000;5000;30000;pagado;2025-02-01;transferencia
399;21325038-8;"loreto nunez henriquez";2025;3;2025-03-05;25000;12000;37000;pagado;2025-03-05;tarjeta
400;21325038-8;"loreto nunez henriquez";2025;4;2025-04-05;25000;5000;30000;pagado;2025-04-02;transferencia
401;21325038-8;"loreto nunez henriquez";2025;5;2025-05-05;25000;0;25000;pagado;2025-05-04;tarjeta
402;21325038-8;"loreto nunez henriquez";2025;6;2025-06-05;25000;5000;30000;pagado;2025-06-01;transferencia
403;21325038-8;"loreto nunez henriquez";2025;7;2025-07-05;25000;0;25000;pagado;2025-07-05;tarjeta
404;21325038-8;"loreto nunez henriquez";2025;8;2025-08-05;25000;5000;30000;pagado;2025-08-03;transferencia
405;21325038-8;"loreto nunez henriquez";2025;9;2025-09-05;25000;12000;37000;pagado;2025-09-05;tarjeta
406;21325038-8;"loreto nunez henriquez";2025;10;2025-10-05;25000;5000;30000;pagado;2025-10-01;transferencia
407;21325038-8;"loreto nunez henriquez";2025;11;2025-11-05;25000;0;25000;atrasado;;
408;21325038-8;"loreto nunez henriquez";2025;12;2025-12-05;25000;5000;30000;atrasado;;
409;18257455-3;"kevin iturra nunez";2025;1;2025-01-05;25000;0;25000;pagado;2025-01-04;transferencia
410;18257455-3;"kevin iturra nunez";2025;2;2025-02-05;25000;5000;30000;pagado;2025-02-05;tarjeta
411;18257455-3;"kevin iturra nunez";2025;3;2025-03-05;25000;12000;37000;pagado;2025-03-03;transferencia
412;18257455-3;"sofia gonzalez";2025;4;2025-04-05;25000;5000;30000;pagado;2025-04-03;tarjeta
413;18257455-3;"kevin iturra nunez";2025;5;2025-05-05;25000;0;25000;pagado;2025-05-01;transferencia
414;18257455-3;"kevin iturra nunez";2025;6;2025-06-05;25000;5000;30000;pagado;2025-06-04;tarjeta
415;18257455-3;"kevin iturra nunez";2025;7;2025-07-05;25000;0;25000;pagado;2025-07-02;transferencia
416;18257455-3;"kevin iturra nunez";2025;8;2025-08-05;25000;5000;30000;pagado;2025-08-05;tarjeta
417;18257455-3;"kevin iturra nunez";2025;9;2025-09-05;25000;12000;37000;pagado;2025-09-01;transferencia
418;18257455-3;"kevin iturra nunez";2025;10;2025-10-05;25000;5000;30000;pagado;2025-10-04;tarjeta
419;18257455-3;"kevin iturra nunez";2025;11;2025-11-05;25000;0;25000;atrasado;;
420;18257455-3;"kevin iturra nunez";2025;12;2025-12-05;25000;5000;30000;atrasado;;
421;19067421-4;"enrique henriquez contreras";2025;1;2025-01-05;25000;0;25000;pagado;2025-01-03;tarjeta
422;19067421-4;"enrique henriquez contreras";2025;2;2025-02-05;25000;5000;30000;pagado;2025-02-01;transferencia
423;19067421-4;"juan contreras";2025;3;2025-03-05;25000;12000;37000;pagado;2025-03-05;tarjeta
424;19067421-4;"enrique henriquez contreras";2025;4;2025-04-05;25000;5000;30000;pagado;2025-04-02;transferencia
425;19067421-4;"enrique henriquez contreras";2025;5;2025-05-05;25000;0;25000;pagado;2025-05-04;tarjeta
426;19067421-4;"enrique henriquez contreras";2025;6;2025-06-05;25000;5000;30000;pagado;2025-06-01;transferencia
427;19067421-4;"enrique henriquez contreras";2025;7;2025-07-05;25000;0;25000;pagado;2025-07-05;tarjeta
428;19067421-4;"enrique henriquez contreras";2025;8;2025-08-05;25000;5000;30000;pagado;2025-08-03;transferencia
429;19067421-4;"enrique henriquez contreras";2025;9;2025-09-05;25000;12000;37000;pagado;2025-09-05;tarjeta
430;19067421-4;"juan contreras";2025;10;2025-10-05;25000;5000;30000;pagado;2025-10-01;transferencia
431;19067421-4;"enrique henriquez contreras";2025;11;2025-11-05;25000;0;25000;atrasado;;
432;19067421-4;"enrique henriquez contreras";2025;12;2025-12-05;25000;5000;30000;atrasado;;
433;23937539-1;"beatriz barrera fuentes";2025;1;2025-01-05;25000;0;25000;pagado;2025-01-04;transferencia
434;23937539-1;"beatriz barrera fuentes";2025;2;2025-02-05;25000;5000;30000;pagado;2025-02-05;tarjeta
435;23937539-1;"beatriz barrera fuentes";2025;3;2025-03-05;25000;12000;37000;pagado;2025-03-03;transferencia
436;23937539-1;"beatriz barrera fuentes";2025;4;2025-04-05;25000;5000;30000;pagado;2025-04-03;tarjeta
437;23937539-1;"beatriz barrera fuentes";2025;5;2025-05-05;25000;0;25000;pagado;2025-05-01;transferencia
438;23937539-1;"beatriz barrera fuentes";2025;6;2025-06-05;25000;5000;30000;pagado;2025-06-04;tarjeta
439;23937539-1;"beatriz barrera fuentes";2025;7;2025-07-05;25000;0;25000;pagado;2025-07-02;transferencia
440;23937539-1;"beatriz barrera fuentes";2025;8;2025-08-05;25000;5000;30000;pagado;2025-08-05;tarjeta
441;23937539-1;"beatriz barrera fuentes";2025;9;2025-09-05;25000;12000;37000;pagado;2025-09-01;transferencia
442;23937539-1;"beatriz barrera fuentes";2025;10;2025-10-05;25000;5000;30000;pagado;2025-10-04;tarjeta
443;23937539-1;"beatriz barrera fuentes";2025;11;2025-11-05;25000;0;25000;atrasado;;
444;23937539-1;"beatriz barrera fuentes";2025;12;2025-12-05;25000;5000;30000;atrasado;;
445;23230624-6;"patricia jara espinoza";2025;1;2025-01-05;25000;0;25000;pagado;2025-01-03;tarjeta
446;23230624-6;"patricia jara espinoza";2025;2;2025-02-05;25000;5000;30000;pagado;2025-02-01;transferencia
447;23230624-6;"patricia jara espinoza";2025;3;2025-03-05;25000;12000;37000;pagado;2025-03-05;tarjeta
448;23230624-6;"patricia jara espinoza";2025;4;2025-04-05;25000;5000;30000;pagado;2025-04-02;transferencia
449;23230624-6;"patricia jara espinoza";2025;5;2025-05-05;25000;0;25000;pagado;2025-05-04;tarjeta
450;23230624-6;"patricia jara espinoza";2025;6;2025-06-05;25000;5000;30000;pagado;2025-06-01;transferencia
451;23230624-6;"patricia jara espinoza";2025;7;2025-07-05;25000;0;25000;pagado;2025-07-05;tarjeta
452;23230624-6;"patricia jara espinoza";2025;8;2025-08-05;25000;5000;30000;pagado;2025-08-03;transferencia
453;23230624-6;"patricia jara espinoza";2025;9;2025-09-05;25000;12000;37000;pagado;2025-09-05;tarjeta
454;23230624-6;"patricia jara espinoza";2025;10;2025-10-05;25000;5000;30000;pagado;2025-10-01;transferencia
455;23230624-6;"patricia jara espinoza";2025;11;2025-11-05;25000;0;25000;atrasado;;
456;23230624-6;"patricia jara espinoza";2025;12;2025-12-05;25000;5000;30000;atrasado;;
457;5214098-6;"natalia quezada nunez";2025;1;2025-01-05;25000;0;25000;pagado;2025-01-04;transferencia
458;5214098-6;"natalia quezada nunez";2025;2;2025-02-05;25000;5000;30000;pagado;2025-02-05;tarjeta
459;5214098-6;"natalia quezada nunez";2025;3;2025-03-05;25000;12000;37000;pagado;2025-03-03;transferencia
460;5214098-6;"natalia quezada nunez";2025;4;2025-04-05;25000;5000;30000;pagado;2025-04-03;tarjeta
461;5214098-6;"natalia quezada nunez";2025;5;2025-05-05;25000;0;25000;pagado;2025-05-01;transferencia
462;5214098-6;"natalia quezada nunez";2025;6;2025-06-05;25000;5000;30000;pagado;2025-06-04;tarjeta
463;5214098-6;"natalia quezada nunez";2025;7;2025-07-05;25000;0;25000;pagado;2025-07-02;transferencia
464;5214098-6;"natalia quezada nunez";2025;8;2025-08-05;25000;5000;30000;pagado;2025-08-05;tarjeta
465;5214098-6;"natalia quezada nunez";2025;9;2025-09-05;25000;12000;37000;pagado;2025-09-01;transferencia
466;5214098-6;"natalia quezada nunez";2025;10;2025-10-05;25000;5000;30000;pagado;2025-10-04;tarjeta
467;5214098-6;"natalia quezada nunez";2025;11;2025-11-05;25000;0;25000;atrasado;;
468;5214098-6;"natalia quezada nunez";2025;12;2025-12-05;25000;5000;30000;atrasado;;
469;9774947-7;"gonzalo galdames jara";2025;1;2025-01-05;25000;0;25000;pagado;2025-01-03;tarjeta
470;9774947-7;"gonzalo galdames jara";2025;2;2025-02-05;25000;5000;30000;pagado;2025-02-01;transferencia
471;9774947-7;"gonzalo galdames jara";2025;3;2025-03-05;25000;12000;37000;pagado;2025-03-05;tarjeta
472;9774947-7;"gonzalo galdames jara";2025;4;2025-04-05;25000;5000;30000;pagado;2025-04-02;transferencia
473;9774947-7;"gonzalo galdames jara";2025;5;2025-05-05;25000;0;25000;pagado;2025-05-04;tarjeta
474;9774947-7;"gonzalo galdames jara";2025;6;2025-06-05;25000;5000;30000;pagado;2025-06-01;transferencia
475;9774947-7;"gonzalo galdames jara";2025;7;2025-07-05;25000;0;25000;pagado;2025-07-05;tarjeta
476;9774947-7;"gonzalo galdames jara";2025;8;2025-08-05;25000;5000;30000;pagado;2025-08-03;transferencia
477;9774947-7;"gonzalo galdames jara";2025;9;2025-09-05;25000;12000;37000;pagado;2025-09-05;tarjeta
478;9774947-7;"gonzalo galdames jara";2025;10;2025-10-05;25000;5000;30000;pagado;2025-10-01;transferencia
479;9774947-7;"gonzalo galdames jara";2025;11;2025-11-05;25000;0;25000;atrasado;;
480;9774947-7;"gonzalo galdames jara";2025;12;2025-12-05;25000;5000;30000;atrasado;;
481;24211768-8;"helena nunez iturra";2025;1;2025-01-05;25000;0;25000;pagado;2025-01-04;transferencia
482;24211768-8;"helena nunez iturra";2025;2;2025-02-05;25000;5000;30000;pagado;2025-02-05;tarjeta
483;24211768-8;"helena nunez iturra";2025;3;2025-03-05;25000;12000;37000;pagado;2025-03-03;transferencia
484;24211768-8;"helena nunez iturra";2025;4;2025-04-05;25000;5000;30000;pagado;2025-04-03;tarjeta
485;24211768-8;"helena nunez iturra";2025;5;2025-05-05;25000;0;25000;pagado;2025-05-01;transferencia
486;24211768-8;"helena nunez iturra";2025;6;2025-06-05;25000;5000;30000;pagado;2025-06-04;tarjeta
487;24211768-8;"helena nunez iturra";2025;7;2025-07-05;25000;0;25000;pagado;2025-07-02;transferencia
488;24211768-8;"helena nunez iturra";2025;8;2025-08-05;25000;5000;30000;pagado;2025-08-05;tarjeta
489;24211768-8;"helena nunez iturra";2025;9;2025-09-05;25000;12000;37000;pagado;2025-09-01;transferencia
490;24211768-8;"helena nunez iturra";2025;10;2025-10-05;25000;5000;30000;pagado;2025-10-04;tarjeta
491;24211768-8;"helena nunez iturra";2025;11;2025-11-05;25000;0;25000;atrasado;;
492;24211768-8;"helena nunez iturra";2025;12;2025-12-05;25000;5000;30000;atrasado;;
493;7854704-9;"mauricio espinoza alvarez";2025;1;2025-01-05;25000;0;25000;pagado;2025-01-03;tarjeta
494;7854704-9;"mauricio espinoza alvarez";2025;2;2025-02-05;25000;5000;30000;pagado;2025-02-01;transferencia
495;7854704-9;"mauricio espinoza alvarez";2025;3;2025-03-05;25000;12000;37000;pagado;2025-03-05;tarjeta
496;7854704-9;"mauricio espinoza alvarez";2025;4;2025-04-05;25000;5000;30000;pagado;2025-04-02;transferencia
497;7854704-9;"mauricio espinoza alvarez";2025;5;2025-05-05;25000;0;25000;pagado;2025-05-04;tarjeta
498;7854704-9;"mauricio espinoza alvarez";2025;6;2025-06-05;25000;5000;30000;pagado;2025-06-01;transferencia
499;7854704-9;"mauricio espinoza alvarez";2025;7;2025-07-05;25000;0;25000;pagado;2025-07-05;tarjeta
500;7854704-9;"mauricio espinoza alvarez";2025;8;2025-08-05;25000;5000;30000;pagado;2025-08-03;transferencia
