evento_id;nombre_evento;fecha_contratación;fecha_evento;lugar_nombre;sucursal_nombre;tipo_cliente;run_cliente;nombre_cliente;rut_contacto_empresa;nombre_contacto_empresa;cargo_contacto;lista_asistentes;monto_total_evento;monto_pagado_reserva;monto_pagado_ejecucion
162;"conferencia regional";2026-01-17;2026-02-17;saloneventos3;providencia;empresa;76000105-8;"norte holding spa";24634739-5;"gumersindo olavarria ubilla";director;"lucas rojas;juan tapia;pedro mendez;pablo tapia;camila contreras;camila gonzalez;pablo contreras;sofia perez;camila contreras;sofia lagos;diego lagos;sofia gonzalez;pablo iturra;juan contreras;maria iturra;pedro perez;maria gonzalez;juan silva;antonella tapia;ana contreras;antonella silva;juan contreras;luis gonzalez;juan contreras;diego tapia;luis lagos;ana vidal;antonella mendez;antonella tapia;lucas mendez;antonella perez;camila tapia;luis perez;luis lagos;maria vidal;lucas silva;luis lagos;ana vidal;pablo silva;diego tapia;juan mendez;diego iturra;maria perez;elena lagos;luis gonzalez";12400000;6200000;6200000
163;"charla de motivacion";2025-09-27;2026-02-04;saloneventos1;providencia;empresa;76000106-6;"sur holding spa";13596961-3;"herminda arancibia estay";coach;"sofia lagos;camila contreras;sofia contreras;elena lagos;antonella perez;pablo gonzalez;camila lagos;sofia rojas;lucas perez;antonella rojas;luis gonzalez;lucas rojas;lucas lagos;pedro lagos;pablo perez;pablo lagos;pablo tapia;ana silva;maria perez;juan vidal;antonella gonzalez;antonella perez;pablo rojas;diego vidal;diego silva;juan mendez;lucas gonzalez;elena iturra;maria vidal;pedro rojas;juan rojas;lucas vidal;ana rojas;lucas perez;ana rojas;lucas iturra;camila gonzalez;camila iturra;juan iturra;ana contreras;camila mendez;maria gonzalez;juan tapia;elena gonzalez;lucas vidal";10200000;5100000;5100000
165;"asamblea de accionistas";2025-09-13;2026-02-06;saloneventos4;"la florida";empresa;76000107-4;"litoral holding spa";19379312-6;"aurelio duarte estay";gerente;"antonella perez;antonella lagos;diego perez;maria silva;juan silva;pedro contreras;elena silva;ana silva;pablo lagos;luis contreras;maria vidal;juan lagos;diego contreras;juan iturra;antonella mendez;sofia iturra;luis perez;juan iturra;ana vidal;lucas gonzalez;camila mendez;ana lagos;pedro gonzalez;ana mendez;lucas tapia;antonella vidal;juan vidal;luis silva;luis mendez;elena contreras;antonella lagos;ana rojas;maria contreras;juan rojas;camila silva;juan vidal;juan lagos;camila contreras;maria perez;juan gonzalez;pablo perez;pedro gonzalez;ana perez;pedro silva;antonella perez";22100000;11050000;11050000
166;"capacitacion de ventas";2025-08-18;2026-02-01;saloneventos3;"la florida";empresa;76000108-2;"aconcagua holding spa";21029512-7;"gumersindo estay ubilla";consultora;"juan tapia;diego iturra;luis tapia;elena lagos;maria rojas;elena lagos;lucas gonzalez;sofia silva;sofia rojas;ana iturra;pedro mendez;maria lagos;juan rojas;pablo iturra;lucas vidal;antonella contreras;diego gonzalez;elena contreras;juan rojas;camila tapia;luis mendez;pablo mendez;luis lagos;pedro iturra;diego rojas;sofia lagos;juan silva;luis lagos;elena perez;pablo vidal;luis tapia;lucas tapia;luis mendez;luis lagos;luis lagos;pablo gonzalez;pablo lagos;pedro tapia;maria vidal;sofia lagos;diego mendez;ana rojas;elena tapia;antonella perez;sofia rojas";9400000;4700000;4700000
167;"fiesta de navidad";2025-10-10;2026-02-28;saloneventos2;"santa cruz";empresa;76000109-0;"austral holding spa";14274996-3;"casimiro arancibia estay";productor;"pedro perez;maria tapia;ana iturra;ana tapia;diego gonzalez;pablo lagos;lucas silva;antonella vidal;camila gonzalez;maria lagos;ana iturra;sofia mendez;maria lagos;maria contreras;ana iturra;diego perez;pablo gonzalez;lucas contreras;pedro silva;pedro mendez;juan perez;elena mendez;elena vidal;pablo perez;lucas silva;lucas gonzalez;pedro tapia;antonella perez;lucas tapia;lucas vidal;diego rojas;juan iturra;ana rojas;ana gonzalez;pedro rojas;maria iturra;ana perez;maria perez;maria perez;pedro contreras;luis contreras;lucas vidal;juan silva;pedro vidal;sofia silva";21500000;10750000;10750000
169;"aniversario de bodas";2026-02-03;2026-02-23;saloneventos1;"santa cruz";persona;17801888-4;"demetria olavarria mondaca";;;socia;"pedro mendez;pablo iturra;sofia gonzalez;pedro lagos;ana lagos;ana mendez;ana vidal;sofia mendez;sofia gonzalez;maria rojas;diego tapia;maria gonzalez;lucas tapia;maria silva;luis lagos;camila gonzalez;ana mendez;pablo mendez;pedro lagos;pedro perez;ana mendez;lucas perez;antonella lagos;juan tapia;camila mendez;lucas rojas;sofia rojas;antonella silva;camila silva;lucas iturra;juan mendez;lucas vidal;diego mendez;juan mendez;antonella gonzalez;juan rojas;diego silva;juan mendez;pedro gonzalez;diego iturra;juan lagos;lucas contreras;luis tapia;diego rojas;pablo contreras";15200000;7600000;7600000
170;"gala de caridad";2025-10-11;2026-02-28;saloneventos4;providencia;empresa;76000110-4;"cumbre holding spa";19784578-3;"casimiro olavarria arancibia";director;"luis perez;pedro perez;luis rojas;pedro perez;luis tapia;camila perez;maria contreras;lucas contreras;luis gonzalez;elena rojas;pedro silva;diego mendez;elena rojas;sofia silva;sofia iturra;ana iturra;ana perez;maria mendez;camila rojas;pablo rojas;pablo lagos;diego gonzalez;lucas lagos;sofia tapia;pablo lagos;diego tapia;maria mendez;lucas mendez;lucas silva;ana mendez;antonella rojas;juan vidal;sofia silva;juan mendez;luis perez;juan vidal;elena mendez;diego rojas;juan mendez;sofia silva;sofia iturra;maria iturra;pablo perez;luis mendez;juan mendez";23800000;11900000;11900000
171;"inauguracion de galeria";2025-12-07;2026-02-13;saloneventos3;providencia;empresa;76000111-2;"valle holding spa";17208430-3;"eulogio olavarria benavides";curadora;"camila mendez;diego rojas;ana gonzalez;camila rojas;lucas tapia;pablo iturra;maria iturra;pablo tapia;pablo rojas;camila iturra;diego mendez;ana rojas;ana iturra;camila mendez;luis silva;juan mendez;camila gonzalez;luis mendez;sofia gonzalez;luis vidal;camila perez;lucas vidal;luis mendez;ana iturra;pedro vidal;pablo contreras;antonella mendez;antonella rojas;sofia lagos;sofia silva;sofia silva;lucas perez;ana iturra;pedro perez;elena gonzalez;pedro lagos;antonella vidal;pablo gonzalez;sofia perez;lucas tapia;luis perez;maria silva;diego silva;ana iturra;pablo perez";26500000;13250000;13250000
172;"seminario de tecnologia";2025-12-27;2026-02-13;saloneventos4;"santiago centro";empresa;76000112-0;"rio holding spa";14948259-8;"demetria calderon ubilla";analista;"sofia tapia;luis silva;pedro lagos;ana mendez;juan iturra;pedro lagos;juan gonzalez;diego mendez;pedro gonzalez;juan rojas;sofia vidal;luis lagos;maria gonzalez;lucas rojas;pedro perez;lucas rojas;pedro rojas;maria silva;diego perez;camila mendez;pablo iturra;camila lagos;pedro perez;elena lagos;sofia contreras;camila vidal;pedro tapia;pedro lagos;camila contreras;luis mendez;juan tapia;juan iturra;lucas silva;ana vidal;diego perez;maria gonzalez;elena tapia;luis lagos;pedro rojas;juan lagos;lucas lagos;pablo contreras;ana vidal;pablo iturra;antonella contreras";28400000;14200000;14200000
173;"jornada de integracion";2025-11-26;2026-02-22;saloneventos3;"santa cruz";empresa;76000113-9;"bosque holding spa";11944920-0;"demetria olavarria estay";consultor;"luis tapia;juan iturra;elena silva;maria silva;lucas contreras;elena gonzalez;maria lagos;elena perez;sofia gonzalez;luis perez;lucas vidal;sofia lagos;camila contreras;diego tapia;pablo rojas;juan iturra;juan vidal;camila lagos;maria gonzalez;ana mendez;sofia contreras;elena perez;sofia rojas;luis rojas;ana perez;camila gonzalez;luis lagos;antonella gonzalez;ana vidal;camila iturra;antonella tapia;elena silva;camila silva;camila iturra;pedro lagos;sofia lagos;camila perez;sofia vidal;ana silva;antonella lagos;sofia gonzalez;elena vidal;luis mendez;ana silva;elena perez";9600000;4800000;4800000
174;"fiesta de bienvenida";2025-08-17;2026-02-12;saloneventos4;"la florida";empresa;76000114-7;"altos holding spa";24406255-5;"casimiro estay estay";productora;"juan lagos;luis lagos;pedro perez;lucas lagos;ana vidal;pedro rojas;luis rojas;luis tapia;diego perez;luis gonzalez;lucas rojas;diego gonzalez;antonella contreras;maria contreras;diego contreras;lucas vidal;ana vidal;pedro rojas;sofia perez;camila tapia;pedro tapia;maria silva;ana silva;diego perez;camila perez;camila contreras;antonella gonzalez;elena vidal;diego vidal;pedro lagos;juan perez;pablo tapia;lucas tapia;pablo tapia;ana mendez;maria silva;sofia vidal;lucas perez;pablo tapia;antonella silva;antonella perez;elena mendez;sofia perez;ana tapia;pedro gonzalez";25400000;12700000;12700000
175;"cocktail de negocios";2025-11-12;2026-02-11;saloneventos1;"santiago centro";empresa;76000115-5;"nova holding spa";16243155-2;"demetria arancibia mondaca";analista;"sofia rojas;camila vidal;pedro mendez;elena lagos;antonella contreras;antonella vidal;camila lagos;juan mendez;sofia vidal;antonella contreras;juan iturra;maria lagos;pedro lagos;sofia perez;pablo tapia;camila vidal;ana vidal;camila tapia;maria iturra;ana vidal;antonella mendez;elena lagos;camila mendez;pablo contreras;juan iturra;lucas vidal;pedro silva;diego silva;pedro silva;diego mendez;pedro silva;camila perez;antonella perez;ana lagos;elena tapia;lucas contreras;antonella lagos;camila gonzalez;diego iturra;maria perez;pedro perez;luis vidal;diego rojas;ana contreras;luis perez";12100000;6050000;6050000
176;"asamblea de accionistas";2026-01-15;2026-02-28;saloneventos4;"santa cruz";empresa;76000116-3;"prisma holding spa";12044843-9;"herminda mondaca benavides";gerente;"lucas mendez;pedro mendez;lucas silva;pablo tapia;sofia lagos;pablo contreras;lucas contreras;camila perez;elena perez;diego gonzalez;antonella gonzalez;maria contreras;maria gonzalez;maria gonzalez;pedro tapia;ana rojas;elena iturra;camila tapia;juan lagos;elena vidal;lucas silva;pablo iturra;juan perez;pablo contreras;luis tapia;elena lagos;antonella iturra;maria rojas;elena iturra;pedro rojas;sofia contreras;diego lagos;sofia lagos;juan contreras;diego gonzalez;diego perez;elena tapia;diego gonzalez;antonella contreras;sofia vidal;antonella tapia;ana vidal;lucas mendez;camila rojas;juan contreras";22100000;11050000;11050000
177;"charla de motivacion";2026-01-16;2026-02-26;saloneventos4;providencia;empresa;76000117-1;"vertice holding spa";21252401-8;"demetria benavides mondaca";coach;"pedro perez;pedro rojas;juan vidal;luis gonzalez;lucas contreras;maria mendez;elena iturra;diego tapia;elena lagos;diego vidal;juan rojas;antonella mendez;camila rojas;sofia iturra;maria lagos;maria contreras;luis gonzalez;camila silva;pablo lagos;maria mendez;antonella gonzalez;antonella vidal;maria silva;elena tapia;sofia silva;pablo vidal;juan lagos;antonella tapia;sofia perez;luis vidal;juan rojas;diego mendez;juan silva;pedro mendez;pablo gonzalez;maria vidal;pablo perez;luis gonzalez;ana iturra;camila silva;sofia perez;juan contreras;lucas mendez;ana vidal;pablo mendez";10200000;5100000;5100000
178;"evento de networking";2025-10-25;2026-02-25;saloneventos2;"santiago centro";empresa;76000118-k;"horizonte holding spa";21552189-3;"aurelio estay calderon";coordinadora;"diego vidal;diego perez;luis iturra;antonella contreras;pedro silva;lucas rojas;sofia contreras;pablo contreras;antonella mendez;camila gonzalez;sofia silva;antonella mendez;juan silva;pablo contreras;luis contreras;lucas vidal;lucas gonzalez;diego rojas;pedro silva;diego rojas;sofia rojas;pablo perez;antonella vidal;pablo perez;ana vidal;luis gonzalez;sofia mendez;camila lagos;pablo vidal;maria gonzalez;pedro mendez;juan perez;pablo perez;maria rojas;camila gonzalez;pablo lagos;juan mendez;pablo perez;juan contreras;camila perez;luis gonzalez;ana vidal;ana tapia;lucas lagos;antonella mendez";11200000;5600000;5600000
179;"exposicion fotografica";2025-09-21;2026-02-23;saloneventos3;"la florida";empresa;76000119-8;"punto holding spa";17091217-9;"eulogio ubilla estay";curadora;"ana gonzalez;antonella contreras;diego mendez;camila tapia;pablo iturra;pedro iturra;lucas silva;maria gonzalez;antonella perez;juan vidal;sofia iturra;maria contreras;juan tapia;elena mendez;elena iturra;ana silva;lucas rojas;juan vidal;luis silva;camila silva;maria tapia;sofia iturra;luis contreras;ana tapia;sofia mendez;juan lagos;pablo rojas;sofia contreras;antonella silva;ana mendez;elena rojas;ana contreras;camila mendez;ana lagos;pedro perez;elena perez;elena iturra;luis perez;pedro vidal;camila perez;pablo tapia;elena tapia;maria iturra;sofia tapia;ana vidal";17500000;8750000;8750000
180;"cena de navidad";2025-11-14;2026-02-27;saloneventos1;"santiago centro";empresa;76000120-1;"andes exportadora spa";15022171-4;"casimiro mondaca estay";organizadora;"ana iturra;luis contreras;luis silva;camila silva;pablo tapia;luis iturra;diego perez;diego lagos;diego contreras;elena rojas;ana perez;sofia iturra;antonella tapia;pablo contreras;lucas lagos;maria vidal;diego tapia;antonella gonzalez;diego perez;luis gonzalez;antonella gonzalez;sofia lagos;elena iturra;antonella gonzalez;maria tapia;sofia contreras;ana mendez;juan silva;pablo perez;lucas gonzalez;pedro silva;sofia mendez;ana rojas;maria gonzalez;maria silva;lucas mendez;juan mendez;juan vidal;lucas iturra;diego tapia;camila iturra;pedro iturra;maria vidal;ana gonzalez;pedro gonzalez";21400000;10700000;10700000
181;"taller de ceramica";2025-12-23;2026-02-15;saloneventos3;"santiago centro";persona;12184739-6;"demetria duarte mondaca";;;profesor;"maria contreras;camila lagos;elena perez;luis gonzalez;camila lagos;maria vidal;maria lagos;lucas iturra;camila contreras;elena vidal;sofia gonzalez;antonella vidal;diego mendez;diego contreras;maria iturra;sofia lagos;camila perez;pedro lagos;pedro contreras;lucas lagos;sofia rojas;ana lagos;antonella tapia;antonella perez;elena gonzalez;diego iturra;camila gonzalez;antonella rojas;juan lagos;sofia vidal;lucas mendez;antonella gonzalez;ana contreras;pablo perez;pablo silva;camila gonzalez;lucas lagos;juan vidal;sofia contreras;pedro gonzalez;pablo rojas;pablo vidal;elena gonzalez;pablo contreras;diego silva";7600000;3800000;3800000
183;"fiesta de gala anual";2025-11-26;2026-02-28;saloneventos2;providencia;empresa;76000121-k;"pacifico exportadora spa";19495930-3;"casimiro ubilla mondaca";productora;"sofia gonzalez;elena mendez;antonella perez;elena lagos;luis gonzalez;diego vidal;juan perez;ana contreras;camila vidal;elena vidal;luis iturra;luis rojas;lucas silva;sofia silva;pablo perez;ana rojas;diego lagos;elena gonzalez;luis silva;juan rojas;lucas gonzalez;maria silva;camila tapia;elena mendez;elena gonzalez;ana rojas;diego perez;sofia contreras;lucas tapia;sofia rojas;maria contreras;maria gonzalez;diego mendez;sofia mendez;maria contreras;diego tapia;sofia perez;juan gonzalez;juan lagos;pedro iturra;juan contreras;elena perez;ana lagos;luis lagos;diego tapia";28600000;14300000;14300000
184;"lanzamiento de producto";2025-09-28;2026-02-05;saloneventos1;"santiago centro";empresa;76000122-8;"patagonia exportadora spa";19122231-8;"casimiro calderon olavarria";director;"diego silva;camila contreras;diego tapia;elena contreras;elena iturra;diego contreras;diego gonzalez;sofia rojas;pablo iturra;luis iturra;juan contreras;luis tapia;antonella silva;camila lagos;diego lagos;elena silva;sofia mendez;maria rojas;juan rojas;maria perez;maria iturra;pablo silva;juan silva;sofia iturra;juan perez;elena gonzalez;elena gonzalez;luis lagos;ana tapia;luis iturra;pedro vidal;luis rojas;ana gonzalez;pedro tapia;lucas gonzalez;lucas contreras;sofia rojas;pedro tapia;camila gonzalez;elena perez;antonella mendez;sofia vidal;pedro contreras;pablo mendez;juan gonzalez";21500000;10750000;10750000
185;"reunion de directiva";2025-08-20;2026-02-02;saloneventos3;"santiago centro";empresa;76000123-6;"mapocho exportadora spa";10833996-9;"aurelio calderon olavarria";secretaria;"sofia lagos;luis silva;ana contreras;juan tapia;lucas vidal;lucas vidal;antonella contreras;pablo rojas;elena perez;pablo contreras;diego silva;antonella silva;pablo vidal;luis gonzalez;lucas perez;elena contreras;sofia vidal;sofia lagos;pedro lagos;maria contreras;camila tapia;diego silva;ana lagos;ana silva;pablo iturra;sofia silva;pablo silva;juan silva;pedro iturra;lucas rojas;elena silva;camila lagos;pablo silva;antonella tapia;luis silva;camila mendez;pedro iturra;maria rojas;antonella vidal;ana tapia;antonella lagos;elena mendez;luis silva;sofia gonzalez;maria contreras";10300000;5150000;5150000
186;"presentacion de resultados";2025-12-03;2026-02-03;saloneventos3;"santa cruz";empresa;76000124-4;"cordillera exportadora spa";20431979-0;"eulogio arancibia arancibia";gerente;"pedro gonzalez;pedro gonzalez;diego iturra;elena lagos;pedro contreras;camila perez;antonella vidal;juan tapia;luis gonzalez;juan silva;pedro lagos;camila tapia;maria mendez;sofia perez;elena perez;diego gonzalez;camila perez;diego gonzalez;lucas mendez;elena iturra;juan perez;elena mendez;maria iturra;antonella lagos;diego iturra;pedro iturra;ana iturra;elena vidal;antonella tapia;pablo vidal;ana tapia;pedro contreras;maria perez;sofia tapia;sofia tapia;maria lagos;pedro iturra;ana silva;pablo rojas;sofia tapia;camila vidal;camila perez;pedro perez;pedro vidal;camila iturra";18600000;9300000;9300000
187;"cena anual corporativa";2025-10-15;2026-02-27;saloneventos1;"la florida";empresa;76000125-2;"norte exportadora spa";19648918-5;"filomena mondaca olavarria";"gerente general";"lucas lagos;pedro contreras;diego vidal;pablo contreras;luis vidal;antonella tapia;luis vidal;antonella silva;antonella iturra;lucas mendez;pedro tapia;ana perez;camila contreras;pablo gonzalez;antonella vidal;ana mendez;juan vidal;ana perez;maria silva;luis rojas;elena gonzalez;elena mendez;luis rojas;pedro tapia;antonella mendez;ana mendez;ana tapia;diego rojas;diego contreras;maria lagos;diego mendez;elena iturra;antonella lagos;elena perez;antonella vidal;pedro mendez;luis iturra;antonella silva;elena lagos;maria rojas;elena perez;sofia perez;antonella perez;diego iturra;maria perez";10000000;5000000;5000000
188;"lanzamiento de producto";2025-08-11;2026-02-09;saloneventos4;"santiago centro";empresa;76000126-0;"sur exportadora spa";21468940-5;"bernarda benavides benavides";"director comercial";"antonella lagos;ana gonzalez;elena gonzalez;maria mendez;pablo mendez;ana mendez;diego vidal;pablo rojas;sofia contreras;pedro iturra;sofia rojas;diego perez;pablo contreras;lucas mendez;maria perez;camila perez;antonella iturra;juan gonzalez;ana perez;pedro lagos;juan iturra;pablo mendez;ana vidal;ana contreras;elena iturra;juan contreras;lucas vidal;pedro lagos;ana silva;luis silva;pablo perez;sofia silva;elena lagos;luis silva;diego iturra;elena contreras;sofia perez;maria gonzalez;ana contreras;pablo perez;ana gonzalez;camila contreras;pedro contreras;antonella vidal;juan iturra";15400000;7700000;7700000
189;"bautizo familiar";2025-10-17;2026-02-04;saloneventos2;"la florida";persona;19768152-7;"casimiro estay estay";;;organizador;"lucas silva;sofia mendez;maria iturra;antonella contreras;lucas tapia;sofia silva;antonella vidal;juan perez;juan contreras;diego vidal;elena lagos;maria vidal;camila perez;sofia perez;antonella lagos;lucas iturra;sofia lagos;luis vidal;maria lagos;pablo iturra;sofia lagos;maria rojas;pedro lagos;juan perez;maria tapia;elena rojas;camila vidal;juan perez;elena silva;juan vidal;camila lagos;ana tapia;pablo lagos;elena vidal;pablo vidal;ana perez;lucas rojas;juan vidal;lucas rojas;juan mendez;diego iturra;ana vidal;camila perez;ana rojas;ana tapia";6800000;3400000;3400000
191;"fiesta de fin de ano";2025-11-09;2026-02-14;saloneventos3;"santiago centro";empresa;76000127-9;"litoral exportadora spa";11779677-9;"demetria benavides benavides";subgerente;"diego rojas;diego vidal;diego rojas;pedro mendez;diego tapia;luis vidal;pablo lagos;lucas vidal;sofia lagos;camila perez;pedro tapia;luis lagos;maria contreras;diego lagos;ana silva;pedro iturra;antonella mendez;luis iturra;luis mendez;sofia perez;pedro gonzalez;pablo perez;ana gonzalez;antonella perez;elena mendez;camila mendez;sofia lagos;pedro vidal;ana rojas;maria contreras;pedro mendez;diego contreras;diego lagos;pablo perez;camila lagos;diego tapia;elena silva;diego contreras;pablo perez;juan mendez;diego tapia;pedro iturra;lucas contreras;ana tapia;pablo silva";28000000;14000000;14000000
192;"conferencia regional";2025-12-21;2026-02-12;saloneventos3;"santa cruz";empresa;76000128-7;"aconcagua exportadora spa";23978024-5;"casimiro arancibia estay";coordinador;"sofia vidal;antonella vidal;diego gonzalez;luis vidal;sofia mendez;sofia silva;elena tapia;camila mendez;camila iturra;pedro lagos;lucas mendez;ana perez;antonella gonzalez;sofia vidal;camila iturra;sofia silva;sofia gonzalez;pedro mendez;pablo lagos;maria vidal;juan vidal;camila perez;antonella mendez;antonella mendez;diego mendez;diego perez;pablo silva;pedro vidal;elena silva;diego lagos;elena gonzalez;camila tapia;maria contreras;ana tapia;sofia vidal;ana iturra;maria silva;antonella rojas;pablo perez;luis lagos;pedro iturra;pablo silva;pedro gonzalez;maria vidal;ana contreras";12500000;6250000;6250000
194;"reunion directorio";2025-09-19;2026-02-07;saloneventos2;providencia;empresa;76000129-5;"austral exportadora spa";18090840-4;"filomena olavarria ubilla";"secretario general";"maria silva;pedro silva;camila vidal;diego gonzalez;pedro mendez;camila lagos;sofia mendez;diego lagos;pedro rojas;elena mendez;diego tapia;pablo contreras;maria gonzalez;juan lagos;ana rojas;sofia perez;pablo mendez;ana vidal;diego mendez;elena contreras;luis rojas;lucas contreras;pablo rojas;elena tapia;lucas perez;pedro silva;diego gonzalez;camila iturra;maria mendez;pablo iturra;antonella gonzalez;sofia rojas;juan tapia;lucas gonzalez;camila perez;pedro contreras;diego gonzalez;maria lagos;diego rojas;juan lagos;luis iturra;camila lagos;pablo vidal;camila iturra;pedro silva";5200000;2600000;2600000
195;"cocktail de bienvenida";2025-12-03;2026-02-12;saloneventos4;"santa cruz";empresa;76000130-9;"cumbre exportadora spa";13759314-9;"demetria mondaca duarte";"relaciones publicas";"antonella mendez;maria silva;diego mendez;pedro mendez;pedro lagos;camila contreras;luis mendez;maria lagos;ana vidal;diego mendez;elena silva;diego tapia;lucas tapia;pedro silva;luis mendez;ana contreras;juan silva;pedro silva;lucas lagos;elena silva;maria perez;sofia tapia;maria vidal;pablo perez;sofia mendez;luis contreras;maria rojas;camila perez;juan contreras;luis gonzalez;diego gonzalez;luis vidal;sofia iturra;lucas vidal;pedro contreras;elena rojas;antonella perez;pedro gonzalez;ana rojas;ana lagos;antonella tapia;lucas silva;pedro vidal;juan silva;lucas iturra";9400000;4700000;4700000
196;"taller de capacitacion";2025-09-20;2026-02-28;saloneventos4;"santa cruz";persona;18122911-k;"casimiro benavides duarte";;;facilitador;"juan vidal;sofia iturra;elena iturra;ana tapia;pablo contreras;diego silva;antonella lagos;pedro vidal;diego mendez;camila silva;pablo mendez;ana gonzalez;luis contreras;pedro lagos;pablo contreras;juan contreras;elena perez;elena vidal;sofia vidal;camila gonzalez;antonella iturra;luis iturra;sofia iturra;lucas iturra;antonella gonzalez;camila lagos;sofia mendez;camila vidal;juan contreras;juan perez;luis tapia;ana iturra;lucas rojas;ana vidal;sofia iturra;juan mendez;diego rojas;antonella rojas;sofia rojas;elena lagos;camila silva;sofia iturra;ana vidal;sofia silva;lucas iturra";11200000;5600000;5600000
197;"aniversario empresa";2025-09-12;2026-02-10;saloneventos4;"santiago centro";empresa;76000131-7;"valle exportadora spa";15627041-5;"gumersindo ubilla mondaca";"gerente operaciones";"elena contreras;lucas lagos;luis mendez;antonella silva;juan silva;camila silva;ana vidal;luis mendez;pedro gonzalez;diego lagos;antonella contreras;camila gonzalez;antonella rojas;maria gonzalez;sofia contreras;maria iturra;sofia silva;pablo iturra;ana silva;camila tapia;antonella contreras;pedro vidal;maria iturra;luis tapia;camila iturra;diego mendez;pablo perez;diego contreras;antonella vidal;juan mendez;ana tapia;juan contreras;luis contreras;ana perez;elena gonzalez;antonella silva;juan silva;pablo gonzalez;sofia lagos;elena contreras;luis vidal;diego vidal;diego gonzalez;ana mendez;lucas lagos";24500000;12250000;12250000
198;"seminario de innovacion";2025-11-13;2026-02-17;saloneventos4;providencia;empresa;76000132-5;"rio exportadora spa";11959985-7;"casimiro duarte benavides";ceo;"ana vidal;sofia rojas;juan silva;pedro perez;juan gonzalez;pedro rojas;antonella contreras;juan perez;maria contreras;pedro contreras;diego tapia;antonella iturra;juan perez;ana iturra;juan gonzalez;juan lagos;juan mendez;maria lagos;juan vidal;luis rojas;ana iturra;pedro tapia;luis iturra;camila mendez;pablo lagos;elena iturra;diego perez;sofia rojas;sofia lagos;juan gonzalez;diego rojas;pedro silva;camila rojas;elena tapia;ana perez;elena iturra;antonella tapia;diego lagos;diego mendez;lucas contreras;luis vidal;juan contreras;maria lagos;pablo iturra;lucas vidal";14800000;7400000;7400000
199;"presentacion cultural";2025-08-25;2026-02-10;saloneventos3;"la florida";empresa;76000133-3;"bosque exportadora spa";15315011-7;"demetria olavarria duarte";curador;"sofia contreras;luis lagos;ana iturra;sofia tapia;pablo perez;juan lagos;sofia vidal;maria rojas;luis perez;maria contreras;elena iturra;maria tapia;ana gonzalez;maria perez;camila rojas;pedro contreras;juan rojas;sofia iturra;antonella vidal;pedro contreras;antonella contreras;diego iturra;juan perez;lucas silva;maria lagos;sofia lagos;juan perez;elena vidal;elena contreras;elena gonzalez;camila mendez;ana gonzalez;luis silva;sofia tapia;pablo tapia;ana iturra;pablo lagos;antonella mendez;luis mendez;pablo gonzalez;maria vidal;pablo gonzalez;camila lagos;pedro mendez;camila gonzalez";8900000;4450000;4450000
200;"cena beneficencia";2025-08-17;2026-02-14;saloneventos4;providencia;empresa;76000134-1;"altos exportadora spa";10291468-6;"aurelio calderon duarte";presidente;"ana contreras;camila mendez;pablo gonzalez;sofia iturra;lucas iturra;ana vidal;lucas rojas;camila rojas;elena tapia;antonella rojas;sofia tapia;pablo tapia;lucas mendez;elena tapia;ana perez;diego gonzalez;juan lagos;elena gonzalez;elena contreras;luis lagos;diego rojas;maria vidal;camila lagos;diego contreras;camila perez;diego perez;antonella silva;pablo rojas;lucas perez;luis contreras;pablo tapia;pedro contreras;pedro iturra;maria silva;pedro mendez;maria iturra;antonella silva;sofia iturra;camila silva;pedro mendez;antonella silva;lucas lagos;diego iturra;pedro mendez;lucas silva";20600000;10300000;10300000
201;"fiesta cumpleanos";2025-09-26;2026-02-15;saloneventos3;"la florida";persona;10703689-k;"herminda duarte duarte";;;productor;"camila mendez;antonella tapia;juan silva;sofia iturra;pedro mendez;diego perez;elena gonzalez;maria iturra;camila perez;elena vidal;diego vidal;sofia mendez;lucas silva;luis gonzalez;sofia mendez;sofia rojas;juan contreras;ana iturra;diego lagos;lucas silva;pedro vidal;juan rojas;pedro silva;pablo rojas;antonella rojas;diego mendez;ana vidal;diego vidal;elena mendez;lucas gonzalez;juan tapia;pablo contreras;ana rojas;maria lagos;ana mendez;luis vidal;diego silva;lucas vidal;ana vidal;pablo mendez;pablo vidal;maria contreras;luis lagos;luis perez;sofia rojas";7400000;3700000;3700000
202;"almuerzo ejecutivo";2025-11-11;2026-02-16;saloneventos3;"la florida";empresa;76000135-k;"nova exportadora spa";18254662-3;"casimiro olavarria mondaca";"socio principal";"pedro perez;lucas contreras;luis vidal;camila rojas;maria lagos;antonella perez;antonella vidal;juan gonzalez;maria iturra;ana vidal;pedro perez;maria iturra;maria silva;juan perez;camila perez;diego perez;elena silva;pablo silva;maria perez;camila tapia;elena iturra;juan vidal;lucas rojas;sofia perez;ana contreras;pablo contreras;pablo contreras;antonella mendez;elena rojas;juan mendez;ana vidal;luis rojas;diego vidal;ana perez;maria silva;sofia tapia;antonella silva;maria tapia;pablo perez;antonella gonzalez;ana mendez;juan tapia;sofia perez;diego gonzalez;pedro tapia";5800000;2900000;2900000
