codigo_reserva;fecha_reserva;fecha_inicio;fecha_fin;estado_reserva;run_reservante;nombre_reservante;es_socio;lugar_nombre;sucursal_nombre;monto_total;monto_pagado;medio_pago;fecha_pago
RES-00391;2025-02-06;"2025-02-06 12:00";"2025-02-06 13:00";reservada;21454860-7;"ana silva";si;"cancha futbolito aire libre";providencia;25000;0;;2025-02-02
RES-00392;2025-08-17;"2025-08-17 17:00";"2025-08-17 18:00";cancelada;19104958-6;"pedro rojas";no;"cancha padel techada";providencia;35000;0;;2025-08-14
RES-00393;2025-10-13;"2025-10-13 20:00";"2025-10-13 21:00";ejecutada;8482497-6;"ana silva";si;"salon eventos 3";providencia;100000;100000;efectivo;2025-10-11
RES-00394;2025-12-12;"2025-12-12 09:00";"2025-12-12 10:00";ejecutada;17230874-0;"juan perez";no;"salon eventos 3";"santa cruz";100000;100000;tarjeta;2025-12-07
RES-00396;2025-02-13;"2025-02-13 10:00";"2025-02-13 11:00";cancelada;22074928-2;"juan perez";no;"cancha futbolito aire libre";"la florida";25000;0;;2025-02-09
RES-00399;2025-09-01;"2025-09-01 19:00";"2025-09-01 20:00";cancelada;13288053-0;"luis contreras";no;"cancha futbolito aire libre";"santa cruz";25000;0;;2025-08-29
RES-00400;2025-03-09;"2025-03-09 13:00";"2025-03-09 14:00";cancelada;14155657-6;"pedro rojas";no;"cancha basquetbol techada";"santiago centro";35000;0;;2025-03-07
RES-00401;2025-06-02;"2025-06-02 08:00";"2025-06-02 09:00";cancelada;13014055-0;"maria gonzalez";no;"cancha basquetbol aire libre";"santa cruz";25000;0;;2025-06-01
RES-00408;2025-02-14;"2025-02-14 12:00";"2025-02-14 13:00";ejecutada;22002174-2;"luis contreras";si;"cancha basquetbol techada";"la florida";35000;35000;efectivo;2025-02-14
RES-00412;2025-09-01;"2025-09-01 11:00";"2025-09-01 12:00";reservada;23731597-9;"juan perez";si;"cancha tenis aire libre";providencia;25000;0;;2025-09-01
RES-00414;2025-09-17;"2025-09-17 09:00";"2025-09-17 10:00";reservada;12770855-k;"luis contreras";no;"cancha basquetbol aire libre";"santa cruz";25000;0;;2025-09-16
RES-00416;2025-11-09;"2025-11-09 20:00";"2025-11-09 21:00";cancelada;13397853-4;"juan perez";si;"salon eventos 4";providencia;100000;0;;2025-11-06
RES-00417;2025-12-17;"2025-12-17 12:00";"2025-12-17 13:00";reservada;14427366-4;"luis contreras";si;"salon eventos 4";"santiago centro";100000;0;;2025-12-16
RES-00420;2025-05-17;"2025-05-17 19:00";"2025-05-17 20:00";reservada;18965892-3;"juan perez";si;"piscina 1";"santiago centro";20000;0;;2025-05-12
RES-00421;2025-10-09;"2025-10-09 17:00";"2025-10-09 18:00";cancelada;12455581-7;"ana silva";no;"cancha padel aire libre";"santa cruz";25000;0;;2025-10-06
RES-00422;2025-06-01;"2025-06-01 16:00";"2025-06-01 17:00";cancelada;22074928-2;"juan perez";si;"salon eventos 2";"la florida";100000;0;;2025-06-01
RES-00425;2025-11-17;"2025-11-17 11:00";"2025-11-17 12:00";reservada;14292034-4;"luis contreras";no;"cancha tenis aire libre";"santa cruz";25000;0;;2025-11-15
RES-00427;2025-11-08;"2025-11-08 08:00";"2025-11-08 09:00";ejecutada;22885927-3;"luis contreras";si;"salon eventos 4";"santa cruz";100000;100000;tarjeta;2025-11-04
RES-00430;2025-09-11;"2025-09-11 16:00";"2025-09-11 17:00";reservada;13534305-6;"juan perez";si;"cancha tenis techada";"santiago centro";35000;0;;2025-09-09
RES-00435;2025-07-09;"2025-07-09 10:00";"2025-07-09 11:00";cancelada;24949712-6;"luis contreras";si;"salon eventos 4";providencia;100000;0;;2025-07-05
RES-00437;2025-11-06;"2025-11-06 10:00";"2025-11-06 11:00";cancelada;7997541-9;"ana silva";no;"cancha basquetbol techada";providencia;35000;0;;2025-11-02
RES-00441;2025-06-06;"2025-06-06 14:00";"2025-06-06 15:00";cancelada;17820790-3;"juan perez";no;"piscina 2";"santiago centro";20000;0;;2025-06-05
RES-00448;2025-10-04;"2025-10-04 18:00";"2025-10-04 19:00";reservada;16460920-0;"maria gonzalez";no;"cancha padel aire libre";"santa cruz";25000;0;;2025-10-02
RES-00452;2025-12-11;"2025-12-11 20:00";"2025-12-11 21:00";cancelada;20997181-k;"juan perez";si;"salon eventos 3";"la florida";100000;0;;2025-12-07
RES-00454;2025-08-15;"2025-08-15 13:00";"2025-08-15 14:00";reservada;23434952-k;"pedro rojas";si;"salon eventos 1";"santa cruz";100000;0;;2025-08-15
RES-00457;2025-01-06;"2025-01-06 21:00";"2025-01-06 22:00";reservada;24002475-6;"luis contreras";no;"restaurant 2";"la florida";30000;0;;2025-01-01
RES-00459;2025-11-07;"2025-11-07 19:00";"2025-11-07 20:00";reservada;18647741-3;"ana silva";si;"piscina 2";"santa cruz";20000;0;;2025-11-03
RES-00462;2025-04-13;"2025-04-13 08:00";"2025-04-13 09:00";reservada;21162735-2;"juan perez";si;"salon eventos 2";providencia;100000;0;;2025-04-10
RES-00470;2025-03-06;"2025-03-06 17:00";"2025-03-06 18:00";ejecutada;6085414-9;"maria gonzalez";si;"cancha futbolito techada";"santa cruz";35000;35000;tarjeta;2025-03-06
RES-00472;2025-05-09;"2025-05-09 12:00";"2025-05-09 13:00";cancelada;16460920-0;"maria gonzalez";si;"cancha tenis aire libre";"santa cruz";25000;0;;2025-05-04
RES-00473;2025-01-01;"2025-01-01 19:00";"2025-01-01 20:00";ejecutada;15878471-8;"maria gonzalez";no;"cancha basquetbol aire libre";"santa cruz";25000;25000;transferencia;2024-12-29
RES-00475;2025-08-04;"2025-08-04 15:00";"2025-08-04 16:00";cancelada;13547030-9;"ana silva";si;"salon eventos 4";"la florida";100000;0;;2025-08-02
RES-00476;2025-09-19;"2025-09-19 12:00";"2025-09-19 13:00";cancelada;7415624-k;"juan perez";no;"cancha padel aire libre";"santiago centro";25000;0;;2025-09-14
RES-00477;2025-04-10;"2025-04-10 14:00";"2025-04-10 15:00";cancelada;9183641-6;"maria gonzalez";si;"salon eventos 3";"santa cruz";100000;0;;2025-04-07
RES-00481;2026-05-21;"2026-05-23 00:00";"2026-05-23 01:00";reservada;13792450-1;"juan perez";no;"cancha padel aire libre";providencia;25000;0;;2025-11-27
RES-00483;2025-06-01;"2025-06-01 16:00";"2025-06-01 17:00";ejecutada;5058687-1;"ana silva";no;"cancha basquetbol aire libre";"la florida";25000;25000;tarjeta;2025-05-30
RES-00484;2026-05-09;"2026-05-11 03:00";"2026-05-11 04:00";reservada;21773123-2;"luis contreras";si;"cancha padel aire libre";"santa cruz";25000;0;;2025-08-17
RES-00486;2025-04-19;"2025-04-19 10:00";"2025-04-19 11:00";ejecutada;17623443-1;"maria gonzalez";no;"salon eventos 4";"santiago centro";100000;100000;tarjeta;2025-04-17
RES-00487;2025-12-17;"2025-12-17 14:00";"2025-12-17 15:00";ejecutada;5137322-7;"juan perez";si;"restaurant 1";"santiago centro";30000;30000;transferencia;2025-12-13
RES-00492;2025-12-07;"2025-12-07 11:00";"2025-12-07 12:00";cancelada;20928234-8;"pedro rojas";no;"salon eventos 3";providencia;100000;0;;2025-12-02
RES-00496;2025-03-12;"2025-03-12 21:00";"2025-03-12 22:00";cancelada;16304937-6;"juan perez";no;"restaurant 1";"la florida";30000;0;;2025-03-10
RES-00497;2025-04-10;"2025-04-10 12:00";"2025-04-10 13:00";cancelada;12774842-k;"ana silva";si;"cancha tenis aire libre";"santa cruz";25000;0;;2025-04-08
RES-00500;2025-12-15;"2025-12-15 09:00";"2025-12-15 10:00";reservada;6126593-7;"juan perez";no;"cancha basquetbol techada";"la florida";35000;0;;2025-12-10
RES-00501;2025-01-10;"2025-01-10 16:00";"2025-01-10 17:00";cancelada;15440317-5;"ana silva";si;"salon eventos 2";"la florida";100000;0;;2025-01-06
RES-00502;2025-07-18;"2025-07-18 19:00";"2025-07-18 20:00";reservada;24619463-7;"ana silva";si;"salon eventos 3";providencia;100000;0;;2025-07-18
RES-00504;2025-06-18;"2025-06-18 11:00";"2025-06-18 12:00";cancelada;18728677-8;"juan perez";si;"cancha padel techada";"santa cruz";35000;0;;2025-06-13
RES-00505;2025-05-16;"2025-05-16 20:00";"2025-05-16 21:00";cancelada;8223654-6;"ana silva";si;"piscina 2";"santiago centro";20000;0;;2025-05-14
RES-00506;2025-12-05;"2025-12-05 12:00";"2025-12-05 13:00";cancelada;15838325-k;"maria gonzalez";si;"piscina 2";providencia;20000;0;;2025-12-02
RES-00508;2025-09-14;"2025-09-14 13:00";"2025-09-14 14:00";cancelada;15878471-8;"maria gonzalez";no;"piscina 1";"santiago centro";20000;0;;2025-09-09
RES-00510;2025-05-16;"2025-05-16 15:00";"2025-05-16 16:00";ejecutada;16657576-1;"luis contreras";no;"cancha futbolito aire libre";"la florida";25000;25000;efectivo;2025-05-16
RES-00511;2025-04-16;"2025-04-16 15:00";"2025-04-16 16:00";cancelada;24402541-2;"luis contreras";si;"piscina 1";providencia;20000;0;;2025-04-15
RES-00513;2025-08-03;"2025-08-03 22:00";"2025-08-03 23:00";cancelada;14861266-8;"ana silva";si;"cancha basquetbol techada";"la florida";35000;0;;2025-07-29
RES-00517;2025-09-10;"2025-09-10 21:00";"2025-09-10 22:00";reservada;14843634-7;"juan perez";no;"piscina 2";providencia;20000;0;;2025-09-06
RES-00526;2025-12-07;"2025-12-07 20:00";"2025-12-07 21:00";ejecutada;19197001-2;"ana silva";no;"cancha tenis aire libre";"santiago centro";25000;25000;efectivo;2025-12-07
RES-00528;2025-04-03;"2025-04-03 10:00";"2025-04-03 11:00";cancelada;15035367-k;"maria gonzalez";no;"cancha tenis techada";"la florida";35000;0;;2025-03-29
RES-00533;2025-04-04;"2025-04-04 16:00";"2025-04-04 17:00";cancelada;15148285-6;"luis contreras";no;"cancha padel techada";"la florida";35000;0;;2025-03-30
RES-00535;2025-11-13;"2025-11-13 10:00";"2025-11-13 11:00";reservada;9203394-5;"luis contreras";no;"salon eventos 3";"santa cruz";100000;0;;2025-11-13
RES-00536;2025-07-06;"2025-07-06 15:00";"2025-07-06 16:00";ejecutada;8223654-6;"ana silva";no;"cancha futbolito techada";"santiago centro";35000;35000;tarjeta;2025-07-05
RES-00539;2025-02-19;"2025-02-19 22:00";"2025-02-19 23:00";cancelada;15838325-k;"maria gonzalez";no;"cancha tenis techada";providencia;35000;0;;2025-02-17
RES-00540;2025-02-14;"2025-02-14 22:00";"2025-02-14 23:00";reservada;14843634-7;"juan perez";si;"cancha padel aire libre";"santiago centro";25000;0;;2025-02-10
RES-00541;2025-06-02;"2025-06-02 13:00";"2025-06-02 14:00";reservada;19576306-2;"luis contreras";no;"cancha padel techada";"santiago centro";35000;0;;2025-05-28
RES-00542;2025-06-02;"2025-06-02 17:00";"2025-06-02 18:00";ejecutada;17553993-k;"ana silva";si;"salon eventos 4";providencia;100000;100000;tarjeta;2025-06-02
RES-00543;2025-04-18;"2025-04-18 09:00";"2025-04-18 10:00";cancelada;24002475-6;"luis contreras";si;"cancha futbolito techada";"santa cruz";35000;0;;2025-04-15
RES-00544;2025-07-08;"2025-07-08 16:00";"2025-07-08 17:00";reservada;23457711-5;"luis contreras";no;"restaurant 2";"santa cruz";30000;0;;2025-07-04
RES-00546;2025-03-17;"2025-03-17 21:00";"2025-03-17 22:00";ejecutada;13006129-k;"pedro rojas";si;"salon eventos 1";providencia;100000;100000;tarjeta;2025-03-16
RES-00548;2025-05-04;"2025-05-04 09:00";"2025-05-04 10:00";cancelada;18646254-8;"pedro rojas";si;"salon eventos 2";"santa cruz";100000;0;;2025-04-29
RES-00549;2025-08-20;"2025-08-20 13:00";"2025-08-20 14:00";reservada;23491307-7;"maria gonzalez";si;"cancha basquetbol aire libre";"santiago centro";25000;0;;2025-08-16
RES-00551;2025-03-13;"2025-03-13 22:00";"2025-03-13 23:00";reservada;10478754-1;"pedro rojas";si;"cancha futbolito aire libre";"la florida";25000;0;;2025-03-09
RES-00556;2025-12-15;"2025-12-15 22:00";"2025-12-15 23:00";reservada;21162735-2;"juan perez";no;"cancha tenis techada";"la florida";35000;0;;2025-12-12
RES-00557;2025-04-11;"2025-04-11 19:00";"2025-04-11 20:00";cancelada;20328291-5;"juan perez";no;"restaurant 2";providencia;30000;0;;2025-04-07
RES-00558;2025-02-02;"2025-02-02 14:00";"2025-02-02 15:00";ejecutada;21863652-7;"luis contreras";no;"cancha futbolito aire libre";"santiago centro";25000;25000;transferencia;2025-02-01
RES-00560;2025-11-20;"2025-11-20 10:00";"2025-11-20 11:00";reservada;6951223-2;"maria gonzalez";si;"cancha tenis techada";"santa cruz";35000;0;;2025-11-18
RES-00562;2025-05-04;"2025-05-04 13:00";"2025-05-04 14:00";ejecutada;19048151-4;"ana silva";no;"cancha tenis techada";providencia;35000;35000;transferencia;2025-05-02
RES-00565;2025-09-07;"2025-09-07 20:00";"2025-09-07 21:00";ejecutada;9354610-5;"luis contreras";si;"cancha basquetbol aire libre";"la florida";25000;25000;tarjeta;2025-09-07
RES-00568;2025-06-19;"2025-06-19 21:00";"2025-06-19 22:00";ejecutada;18616868-2;"luis contreras";no;"restaurant 1";"la florida";30000;30000;tarjeta;2025-06-16
RES-00572;2025-10-13;"2025-10-13 14:00";"2025-10-13 15:00";reservada;23250659-8;"maria gonzalez";si;"cancha basquetbol techada";"santiago centro";35000;0;;2025-10-10
RES-00574;2025-06-01;"2025-06-01 09:00";"2025-06-01 10:00";reservada;10949220-5;"maria gonzalez";no;"salon eventos 1";"santiago centro";100000;0;;2025-05-31
RES-00575;2025-08-18;"2025-08-18 10:00";"2025-08-18 11:00";reservada;15499152-2;"maria gonzalez";si;"cancha basquetbol aire libre";"santiago centro";25000;0;;2025-08-17
RES-00576;2025-08-01;"2025-08-01 09:00";"2025-08-01 10:00";ejecutada;24427724-1;"maria gonzalez";no;"cancha basquetbol techada";"la florida";35000;35000;transferencia;2025-07-27
RES-00577;2025-08-19;"2025-08-19 12:00";"2025-08-19 13:00";reservada;23369020-1;"ana silva";no;"salon eventos 2";providencia;100000;0;;2025-08-17
RES-00578;2025-08-12;"2025-08-12 22:00";"2025-08-12 23:00";reservada;14756759-6;"juan perez";si;"cancha basquetbol techada";"la florida";35000;0;;2025-08-07
RES-00579;2025-09-18;"2025-09-18 19:00";"2025-09-18 20:00";reservada;17911506-9;"pedro rojas";no;"salon eventos 1";"santa cruz";100000;0;;2025-09-16
RES-00580;2025-01-09;"2025-01-09 10:00";"2025-01-09 11:00";ejecutada;24949712-6;"luis contreras";si;"salon eventos 3";"santa cruz";100000;100000;tarjeta;2025-01-09
RES-00581;2025-02-18;"2025-02-18 10:00";"2025-02-18 11:00";reservada;21156024-k;"maria gonzalez";no;"cancha tenis aire libre";"santiago centro";25000;0;;2025-02-17
RES-00583;2025-11-14;"2025-11-14 16:00";"2025-11-14 17:00";ejecutada;7130867-7;"luis contreras";no;"cancha basquetbol aire libre";"santiago centro";25000;25000;tarjeta;2025-11-09
RES-00586;2025-02-03;"2025-02-03 08:00";"2025-02-03 09:00";reservada;22852757-2;"ana silva";si;"cancha tenis aire libre";"santa cruz";25000;0;;2025-01-30
RES-00587;2025-05-15;"2025-05-15 18:00";"2025-05-15 19:00";cancelada;5475559-7;"luis contreras";si;"salon eventos 4";"la florida";100000;0;;2025-05-12
RES-00588;2025-11-05;"2025-11-05 17:00";"2025-11-05 18:00";ejecutada;10119752-2;"juan perez";si;"cancha padel aire libre";"santiago centro";25000;25000;efectivo;2025-10-31
RES-00590;2025-01-03;"2025-01-03 17:00";"2025-01-03 18:00";reservada;11414686-2;"maria gonzalez";no;"piscina 2";providencia;20000;0;;2024-12-30
RES-00596;2025-10-02;"2025-10-02 19:00";"2025-10-02 20:00";ejecutada;22110547-8;"maria gonzalez";si;"salon eventos 2";"santiago centro";100000;100000;efectivo;2025-10-02
RES-00598;2025-02-02;"2025-02-02 21:00";"2025-02-02 22:00";cancelada;13233936-8;"maria gonzalez";no;"salon eventos 2";"santa cruz";100000;0;;2025-02-01
RES-00599;2025-04-06;"2025-04-06 15:00";"2025-04-06 16:00";ejecutada;10679568-1;"luis contreras";no;"salon eventos 2";providencia;100000;100000;tarjeta;2025-04-06
RES-00601;2025-07-13;"2025-07-13 19:00";"2025-07-13 20:00";cancelada;15047491-4;"ana silva";si;"piscina 2";providencia;20000;0;;2025-07-13
RES-00604;2025-12-10;"2025-12-10 09:00";"2025-12-10 10:00";reservada;20812193-6;"pedro rojas";si;"cancha tenis aire libre";"la florida";25000;0;;2025-12-08
RES-00605;2025-03-16;"2025-03-16 18:00";"2025-03-16 19:00";cancelada;17506787-6;"pedro rojas";si;"piscina 1";providencia;20000;0;;2025-03-16
RES-00610;2025-08-13;"2025-08-13 19:00";"2025-08-13 20:00";ejecutada;6204457-8;"luis contreras";si;"cancha basquetbol aire libre";providencia;25000;25000;tarjeta;2025-08-09
RES-00611;2025-04-05;"2025-04-05 22:00";"2025-04-05 23:00";reservada;15121060-0;"ana silva";no;"cancha futbolito aire libre";"santiago centro";25000;0;;2025-04-03
RES-00616;2025-06-11;"2025-06-11 12:00";"2025-06-11 13:00";reservada;15594513-3;"pedro rojas";si;"salon eventos 1";"santiago centro";100000;0;;2025-06-07
RES-00618;2025-08-16;"2025-08-16 22:00";"2025-08-16 23:00";cancelada;23457711-5;"luis contreras";si;"cancha futbolito techada";"la florida";35000;0;;2025-08-11
RES-00624;2025-04-08;"2025-04-08 19:00";"2025-04-08 20:00";reservada;22367120-9;pedro;no;"cancha basquetbol techada";providencia;35000;0;;2025-04-03
RES-00625;2025-10-12;"2025-10-12 17:00";"2025-10-12 18:00";cancelada;18154120-2;"maria gonzalez";no;"restaurant 2";"la florida";30000;0;;2025-10-10
RES-00627;2025-06-03;"2025-06-03 11:00";"2025-06-03 12:00";ejecutada;14584200-k;"pedro rojas";si;"restaurant 1";"la florida";30000;30000;efectivo;2025-05-29
RES-00628;2025-01-15;"2025-01-15 19:00";"2025-01-15 20:00";cancelada;21454860-7;"ana silva";si;"salon eventos 1";"santiago centro";100000;0;;2025-01-10
RES-00631;2025-04-02;"2025-04-02 14:00";"2025-04-02 15:00";reservada;6807678-1;"pedro rojas";si;"restaurant 1";"la florida";30000;0;;2025-04-02
RES-00633;2025-01-17;"2025-01-17 21:00";"2025-01-17 22:00";reservada;10120385-9;"maria gonzalez";si;"salon eventos 4";"santiago centro";100000;0;;2025-01-12
RES-00634;2025-09-09;"2025-09-09 13:00";"2025-09-09 14:00";cancelada;18933016-2;"juan perez";si;"piscina 1";"la florida";20000;0;;2025-09-08
RES-00635;2025-05-10;"2025-05-10 10:00";"2025-05-10 11:00";ejecutada;9843733-9;"maria gonzalez";no;"cancha futbolito aire libre";"santa cruz";25000;25000;efectivo;2025-05-06
RES-00638;2025-11-16;"2025-11-16 13:00";"2025-11-16 14:00";cancelada;12027524-0;"juan perez";si;"cancha futbolito aire libre";"santiago centro";25000;0;;2025-11-16
RES-00642;2025-10-12;"2025-10-12 19:00";"2025-10-12 20:00";reservada;16460920-0;"maria gonzalez";no;"salon eventos 2";"santa cruz";100000;0;;2025-10-11
RES-00649;2025-01-10;"2025-01-10 12:00";"2025-01-10 13:00";cancelada;15795747-3;"ana silva";no;"cancha padel aire libre";"santa cruz";25000;0;;2025-01-07
RES-00651;2025-09-11;"2025-09-11 15:00";"2025-09-11 16:00";reservada;9486514-k;"luis contreras";si;"cancha padel aire libre";"santa cruz";25000;0;;2025-09-08
RES-00653;2025-07-01;"2025-07-01 20:00";"2025-07-01 21:00";ejecutada;21162735-2;juan;no;"cancha padel aire libre";"la florida";25000;25000;efectivo;2025-06-30
RES-00655;2026-07-24;"2026-07-26 11:00";"2026-08-01 11:00";reservada;9354610-5;"luis contreras";si;"cabana 8";"la florida";720000;0;;2025-02-06
RES-00657;2025-02-13;"2025-02-13 14:00";"2025-02-13 15:00";cancelada;17263289-0;"juan perez";si;"cancha basquetbol aire libre";"santiago centro";25000;0;;2025-02-13
RES-00661;2025-05-04;"2025-05-04 10:00";"2025-05-04 11:00";ejecutada;18776636-2;"pedro rojas";no;"cancha padel aire libre";"la florida";25000;25000;efectivo;2025-05-01
RES-00664;2025-06-05;"2025-06-05 20:00";"2025-06-05 21:00";ejecutada;24090729-1;"pedro rojas";si;"salon eventos 1";"santiago centro";100000;100000;efectivo;2025-06-01
RES-00665;2025-03-06;"2025-03-06 11:00";"2025-03-06 12:00";reservada;16304937-6;"juan perez";si;"cancha futbolito aire libre";"la florida";25000;0;;2025-03-05
RES-00667;2025-05-18;"2025-05-18 12:00";"2025-05-18 13:00";reservada;6761777-0;"luis contreras";si;"cancha basquetbol techada";"santa cruz";35000;0;;2025-05-15
RES-00670;2025-06-20;"2025-06-20 09:00";"2025-06-20 10:00";ejecutada;16479158-0;"pedro rojas";si;"restaurant 1";"la florida";30000;30000;tarjeta;2025-06-16
RES-00671;2025-02-13;"2025-02-13 09:00";"2025-02-13 10:00";cancelada;15677425-1;"luis contreras";si;"cancha basquetbol techada";"santiago centro";35000;0;;2025-02-11
RES-00672;2025-05-06;"2025-05-06 12:00";"2025-05-06 13:00";reservada;23498184-6;"juan perez";si;"cancha tenis aire libre";providencia;25000;0;;2025-05-02
RES-00673;2026-05-26;"2026-05-28 15:00";"2026-05-28 16:00";reservada;19048151-4;"ana silva";no;"cancha padel techada";"la florida";35000;0;;2025-06-27
RES-00678;2025-10-10;"2025-10-10 09:00";"2025-10-10 10:00";cancelada;6807678-1;"pedro rojas";no;"cancha tenis aire libre";"la florida";25000;0;;2025-10-10
RES-00679;2025-12-14;"2025-12-14 12:00";"2025-12-14 13:00";reservada;22367120-9;"pedro rojas";no;"salon eventos 3";"la florida";100000;0;;2025-12-09
RES-00682;2025-07-08;"2025-07-08 09:00";"2025-07-08 10:00";cancelada;17647891-8;"maria gonzalez";no;"salon eventos 3";"santa cruz";100000;0;;2025-07-05
RES-00683;2025-02-20;"2025-02-20 15:00";"2025-02-20 16:00";reservada;20194778-2;"ana silva";no;"restaurant 1";"santiago centro";30000;0;;2025-02-20
RES-00684;2025-03-17;"2025-03-17 22:00";"2025-03-17 23:00";reservada;5135966-6;"pedro rojas";no;"cancha padel techada";"la florida";35000;0;;2025-03-16
RES-00686;2025-10-01;"2025-10-01 19:00";"2025-10-01 20:00";ejecutada;22852757-2;"ana silva";no;"piscina 2";"santiago centro";20000;20000;transferencia;2025-09-28
RES-00689;2025-04-01;"2025-04-01 12:00";"2025-04-01 13:00";reservada;19195488-2;"pedro rojas";no;"piscina 1";"santiago centro";20000;0;;2025-03-31
RES-00695;2025-11-16;"2025-11-16 22:00";"2025-11-16 23:00";cancelada;19332680-3;"ana silva";no;"salon eventos 3";providencia;100000;0;;2025-11-16
RES-00696;2025-06-10;"2025-06-10 18:00";"2025-06-10 19:00";cancelada;14254375-3;"pedro rojas";si;"cancha padel aire libre";"santiago centro";25000;0;;2025-06-06
RES-00705;2025-11-17;"2025-11-17 09:00";"2025-11-17 10:00";cancelada;8409701-2;"pedro rojas";no;"piscina 2";"santa cruz";20000;0;;2025-11-16
RES-00707;2025-07-19;"2025-07-19 10:00";"2025-07-19 11:00";reservada;18971062-3;"juan perez";si;"cancha tenis techada";"santiago centro";35000;0;;2025-07-18
RES-00709;2025-04-10;"2025-04-10 16:00";"2025-04-10 17:00";ejecutada;11727551-5;"maria gonzalez";no;"salon eventos 3";"santiago centro";100000;100000;efectivo;2025-04-07
RES-00710;2025-08-14;"2025-08-14 22:00";"2025-08-14 23:00";reservada;5983819-9;"ana silva";no;"cancha tenis aire libre";providencia;25000;0;;2025-08-11
RES-00714;2025-09-03;"2025-09-03 22:00";"2025-09-03 23:00";reservada;10272070-9;"pedro rojas";no;"piscina 1";"santa cruz";20000;0;;2025-09-03
RES-00716;2025-10-17;"2025-10-17 14:00";"2025-10-17 15:00";ejecutada;11086191-7;"ana silva";si;"cancha tenis aire libre";"santa cruz";25000;25000;transferencia;2025-10-12
RES-00717;2025-11-04;"2025-11-04 21:00";"2025-11-04 22:00";cancelada;6738781-3;"maria gonzalez";no;"salon eventos 3";providencia;100000;0;;2025-11-02
RES-00718;2025-11-10;"2025-11-10 14:00";"2025-11-10 15:00";cancelada;18329134-3;"pedro rojas";no;"piscina 1";"santa cruz";20000;0;;2025-11-07
RES-00719;2025-05-03;"2025-05-03 14:00";"2025-05-03 15:00";reservada;17647891-8;"maria gonzalez";si;"piscina 2";"santa cruz";20000;0;;2025-04-28
RES-00720;2026-07-25;"2026-07-27 19:30";"2026-07-27 20:30";reservada;13532015-3;"luis contreras";no;"salon eventos 1";"santa cruz";100000;0;tarjeta;2024-12-30
RES-00722;2025-01-16;"2025-01-16 13:00";"2025-01-16 14:00";reservada;15115625-8;"juan perez";no;"piscina 2";"santiago centro";20000;0;;2025-01-12
RES-00724;2025-09-03;"2025-09-03 22:00";"2025-09-03 23:00";ejecutada;6884770-2;"luis contreras";si;"salon eventos 1";"la florida";100000;100000;efectivo;2025-08-31
RES-00725;2025-03-07;"2025-03-07 15:00";"2025-03-07 16:00";reservada;21287925-8;"ana silva";si;"salon eventos 2";"santa cruz";100000;0;;2025-03-05
RES-00726;2025-09-05;"2025-09-05 15:00";"2025-09-05 16:00";reservada;19599688-1;"juan perez";no;"cancha padel techada";"la florida";35000;0;;2025-09-02
RES-00727;2025-04-17;"2025-04-17 11:00";"2025-04-17 12:00";cancelada;11521745-3;"ana silva";si;"piscina 2";"santa cruz";20000;0;;2025-04-15
RES-00733;2025-01-16;"2025-01-16 20:00";"2025-01-16 21:00";cancelada;9213225-0;"maria gonzalez";si;"cancha padel techada";providencia;35000;0;;2025-01-13
RES-00736;2025-01-06;"2025-01-06 14:00";"2025-01-06 15:00";reservada;17674128-7;"pedro rojas";si;"restaurant 1";"santiago centro";30000;0;;2025-01-05
RES-00742;2025-12-17;"2025-12-17 16:00";"2025-12-17 17:00";reservada;9194484-7;"ana silva";no;"cancha futbolito techada";"la florida";35000;0;;2025-12-14
RES-00745;2025-09-02;"2025-09-02 11:00";"2025-09-02 12:00";cancelada;22378728-2;"maria gonzalez";si;"cancha tenis aire libre";"santiago centro";25000;0;;2025-08-28
RES-00747;2025-11-08;"2025-11-08 16:00";"2025-11-08 17:00";cancelada;18881160-4;"pedro rojas";si;"restaurant 2";"santiago centro";30000;0;;2025-11-04
RES-00748;2025-02-13;"2025-02-13 08:00";"2025-02-13 09:00";ejecutada;11450455-6;"luis contreras";no;"cancha basquetbol techada";"santiago centro";35000;35000;efectivo;2025-02-13
RES-00751;2025-05-07;"2025-05-07 11:00";"2025-05-07 12:00";ejecutada;6261507-9;"luis contreras";si;"piscina 2";"santa cruz";20000;20000;transferencia;2025-05-07
RES-00753;2025-05-05;"2025-05-05 08:00";"2025-05-05 09:00";cancelada;18065705-3;"maria gonzalez";no;"cancha padel aire libre";"santiago centro";25000;0;;2025-05-05
RES-00755;2025-05-01;"2025-05-01 13:00";"2025-05-01 14:00";ejecutada;15338995-0;"ana silva";no;"salon eventos 2";"santiago centro";100000;100000;transferencia;2025-04-27
RES-00757;2025-03-05;"2025-03-05 10:00";"2025-03-05 11:00";ejecutada;21099442-4;"luis contreras";no;"cancha basquetbol techada";providencia;35000;35000;transferencia;2025-03-02
RES-00758;2025-06-11;"2025-06-11 16:00";"2025-06-11 17:00";cancelada;9564786-3;"ana silva";si;"restaurant 1";providencia;30000;0;;2025-06-07
RES-00760;2025-03-15;"2025-03-15 16:00";"2025-03-15 17:00";cancelada;6858349-7;"luis contreras";si;"salon eventos 1";providencia;100000;0;;2025-03-14
RES-00761;2025-07-01;"2025-07-01 13:00";"2025-07-01 14:00";reservada;15148285-6;"luis contreras";no;"cancha tenis aire libre";"santiago centro";25000;0;;2025-06-27
