evento_id;nombre_evento;fecha_contratación;fecha_evento;lugar_nombre;sucursal_nombre;tipo_cliente;run_cliente;nombre_cliente;rut_contacto_empresa;nombre_contacto_empresa;cargo_contacto;lista_asistentes;monto_total_evento;monto_pagado_reserva;monto_pagado_ejecucion
63;Almuerzo de Socios;20-09-25;13-02-26;SalonEventos1;Providencia;empresa-institucion;76.000.040-K;Andes Comercial Ltda.;24162469-2;Gumersindo Estay Estay;Director;"Antonella Perez;Lucas Mendez;Pedro Contreras;Lucas Iturra;Juan Rojas;Pablo Silva;Elena Gonzalez;Pablo Lagos;Diego Rojas;Camila Contreras;Sofia Contreras;Camila Contreras;Juan Silva;Juan Gonzalez;Pablo Mendez;Luis Gonzalez;Elena Vidal;Antonella Vidal;Pedro Contreras;Camila Lagos;Maria Lagos;Pedro Gonzalez;Pablo Gonzalez;Diego Lagos;Lucas Perez;Juan Contreras;Pedro Iturra;Diego Mendez;Diego Lagos;Maria Vidal;Diego Silva;Juan Lagos;Pedro Tapia;Pedro Mendez;Maria Mendez;Ana Contreras;Pablo Perez;Antonella Tapia;Ana Silva;Lucas Silva;Diego Gonzalez;Juan Silva;Pablo Iturra;Luis Iturra;Sofia Silva";16700000;8350000;8350000
64;Seminario AcadÃ©mico;10-09-25;25-02-26;SalonEventos1;Providencia;empresa-institucion;76.000.041-8;Pacifico Comercial Ltda.;22564422-5;Casimiro Olavarría Olavarría;Decano;"Juan Contreras;Sofia Vidal;Elena Silva;Elena Tapia;Antonella Iturra;Maria Vidal;Elena Gonzalez;Luis Rojas;Elena Gonzalez;Pablo Vidal;Maria Lagos;Ana Vidal;Maria Gonzalez;Sofia Perez;Elena Contreras;Luis Iturra;Ana Vidal;Ana Lagos;Camila Perez;Pedro Perez;Pedro Gonzalez;Lucas Tapia;Pedro Perez;Sofia Silva;Ana Silva;Sofia Vidal;Ana Silva;Pablo Tapia;Lucas Gonzalez;Ana Lagos;Antonella Perez;Ana Rojas;Elena Silva;Diego Lagos;Pedro Contreras;Ana Silva;Antonella Lagos;Elena Gonzalez;Elena Iturra;Pedro Mendez;Diego Contreras;Diego Iturra;Ana Mendez;Sofia Tapia;Juan Contreras";12800000;6400000;6400000
65;Fiesta de PremiaciÃ³n;13-09-25;04-02-26;SalonEventos1;Santa Cruz;socio;9081387-0;;;;Productora;"Antonella Mendez;Sofia Gonzalez;Juan Contreras;Maria Tapia;Camila Mendez;Sofia Contreras;Maria Tapia;Juan Gonzalez;Maria Gonzalez;Diego Iturra;Maria Silva;Luis Silva;Sofia Lagos;Luis Tapia;Sofia Tapia;Camila Perez;Sofia Vidal;Pedro Rojas;Ana Mendez;Diego Vidal;Ana Perez;Pedro Contreras;Pablo Perez;Sofia Rojas;Diego Iturra;Juan Contreras;Elena Perez;Elena Iturra;Ana Gonzalez;Pedro Gonzalez;Camila Tapia;Ana Tapia;Antonella Tapia;Camila Gonzalez;Elena Mendez;Camila Iturra;Camila Tapia;Elena Perez;Camila Iturra;Elena Perez;Camila Tapia;Elena Perez;Pablo Iturra;Camila Lagos;Antonella Lagos";27200000;13600000;13600000
66;Aniversario Institucional;04-11-25;13-02-26;SalonEventos4;La Florida;empresa-institucion;76.000.042-6;Patagonia Comercial Ltda.;12457946-5;Aurelio Benavides Benavides;Presidente;"Pedro Mendez;Ana Mendez;Lucas Perez;Pedro Contreras;Sofia Perez;Sofia Vidal;Luis Vidal;Lucas Tapia;Ana Contreras;Luis Lagos;Antonella Perez;Pedro Gonzalez;Maria Perez;Camila Contreras;Camila Mendez;Antonella Lagos;Lucas Tapia;Luis Iturra;Pablo Gonzalez;Elena Perez;Camila Contreras;Pedro Tapia;Pablo Tapia;Pedro Lagos;Lucas Lagos;Sofia Gonzalez;Pablo Silva;Sofia Vidal;Lucas Vidal;Pedro Tapia;Pedro Tapia;Pablo Perez;Pablo Iturra;Elena Rojas;Juan Contreras;Sofia Rojas;Maria Contreras;Sofia Rojas;Antonella Contreras;Ana Silva;Maria Gonzalez;Sofia Lagos;Pedro Perez;Luis Contreras;Sofia Rojas";19300000;9650000;9650000
67;Evento de Networking;16-12-25;27-02-26;SalonEventos2;Santiago Centro;empresa-institucion;76.000.043-4;Mapocho Comercial Ltda.;20917888-5;Eulogio Olavarría Estay;Coordinadora;"Maria Lagos;Pablo Rojas;Ana Iturra;Elena Mendez;Lucas Mendez;Pedro Rojas;Pedro Tapia;Maria Rojas;Juan Lagos;Ana Vidal;Pedro Gonzalez;Diego Gonzalez;Pablo Mendez;Pablo Silva;Pablo Tapia;Ana Vidal;Luis Vidal;Juan Perez;Elena Mendez;Diego Vidal;Lucas Vidal;Pablo Silva;Pedro Perez;Pedro Tapia;Luis Iturra;Luis Silva;Sofia Rojas;Juan Contreras;Lucas Silva;Ana Rojas;Antonella Iturra;Pablo Tapia;Diego Iturra;Elena Lagos;Elena Silva;Diego Contreras;Pablo Silva;Antonella Tapia;Antonella Perez;Antonella Lagos;Camila Vidal;Camila Contreras;Sofia Rojas;Pablo Rojas;Elena Tapia";8400000;4200000;4200000
68;Taller de Verano;09-11-25;03-02-26;SalonEventos1;Providencia;persona;24409488-0;Gumersindo Benavides Mondaca;;;Instructor;"Maria Perez;Antonella Lagos;Camila Contreras;Lucas Gonzalez;Ana Silva;Sofia Contreras;Sofia Gonzalez;Pablo Mendez;Maria Lagos;Ana Gonzalez;Lucas Tapia;Pedro Rojas;Elena Iturra;Lucas Silva;Sofia Rojas;Elena Vidal;Antonella Contreras;Elena Mendez;Maria Rojas;Pablo Rojas;Lucas Mendez;Camila Iturra;Diego Gonzalez;Sofia Iturra;Maria Tapia;Elena Mendez;Diego Perez;Camila Silva;Pablo Mendez;Camila Tapia;Antonella Lagos;Antonella Perez;Diego Iturra;Elena Iturra;Antonella Gonzalez;Juan Perez;Pedro Tapia;Diego Tapia;Juan Lagos;Pablo Gonzalez;Diego Perez;Camila Contreras;Elena Mendez;Pablo Lagos;Pablo Perez";5900000;2950000;2950000
69;Gala de Caridad;05-01-26;16-07-26;SalonEventos2;Santiago Centro;empresa-institucion;76.000.044-2;Cordillera Comercial Ltda.;17370259-0;Aurelio Calderon Arancibia;Director;"Elena Gonzalez;Ana Silva;Sofia Rojas;Lucas Silva;Luis Silva;Lucas Tapia;Diego Silva;Antonella Rojas;Camila Lagos;Elena Silva;Camila Rojas;Elena Mendez;Pablo Perez;Pedro Perez;Sofia Mendez;Camila Rojas;Pablo Mendez;Pedro Iturra;Luis Lagos;Maria Iturra;Elena Tapia;Juan Tapia;Pedro Mendez;Ana Gonzalez;Maria Perez;Ana Rojas;Pedro Mendez;Diego Lagos;Luis Rojas;Lucas Silva;Lucas Gonzalez;Juan Tapia;Pablo Tapia;Maria Lagos;Ana Rojas;Lucas Rojas;Lucas Contreras;Juan Mendez;Camila Vidal;Lucas Tapia;Elena Perez;Diego Gonzalez;Camila Silva;Lucas Contreras;Ana Mendez";23600000;11800000;
70;Cena de Clausura;29-08-25;16-02-26;SalonEventos4;Santiago Centro;empresa-institucion;76.000.045-0;Norte Comercial Ltda.;23189345-8;Demetria Arancibia Olavarría;MaÃ®tre;"Camila Contreras;Maria Perez;Ana Lagos;Sofia Lagos;Maria Iturra;Pablo Lagos;Elena Rojas;Pablo Mendez;Luis Contreras;Lucas Vidal;Ana Lagos;Pablo Tapia;Elena Perez;Antonella Iturra;Ana Vidal;Juan Lagos;Lucas Iturra;Lucas Silva;Maria Lagos;Maria Mendez;Lucas Contreras;Diego Perez;Lucas Perez;Pablo Perez;Diego Tapia;Maria Tapia;Lucas Gonzalez;Luis Contreras;Camila Silva;Camila Mendez;Diego Perez;Camila Silva;Pedro Contreras;Elena Tapia;Pedro Silva;Luis Rojas;Pedro Silva;Luis Silva;Elena Lagos;Pablo Perez;Camila Perez;Sofia Gonzalez;Pablo Lagos;Elena Contreras;Ana Mendez";14100000;7050000;7050000
71;Workshop Corporativo;27-12-25;23-02-26;SalonEventos4;La Florida;empresa-institucion;76.000.046-9;Sur Comercial Ltda.;16502744-2;Gumersindo Arancibia Benavides;Facilitador;"Luis Gonzalez;Juan Vidal;Antonella Silva;Camila Vidal;Maria Silva;Pablo Tapia;Antonella Contreras;Luis Silva;Elena Vidal;Luis Gonzalez;Pedro Silva;Camila Rojas;Diego Tapia;Maria Gonzalez;Antonella Vidal;Pablo Gonzalez;Ana Perez;Camila Lagos;Diego Iturra;Lucas Silva;Juan Tapia;Antonella Perez;Camila Rojas;Diego Vidal;Pedro Perez;Sofia Iturra;Elena Gonzalez;Sofia Vidal;Sofia Vidal;Diego Perez;Juan Silva;Elena Mendez;Luis Vidal;Camila Vidal;Lucas Mendez;Ana Mendez;Sofia Iturra;Ana Rojas;Pedro Vidal;Pablo Contreras;Lucas Tapia;Pedro Iturra;Luis Silva;Maria Tapia;Ana Perez";11200000;5600000;5600000
72;Fiesta de Bienvenida;04-11-25;21-02-26;SalonEventos3;Providencia;socio;7204671-7;;;;Manager;"Maria Vidal;Maria Rojas;Pablo Vidal;Antonella Perez;Pedro Mendez;Juan Mendez;Lucas Silva;Lucas Silva;Antonella Perez;Antonella Contreras;Camila Iturra;Diego Lagos;Pedro Tapia;Antonella Iturra;Pedro Rojas;Sofia Rojas;Elena Tapia;Juan Gonzalez;Antonella Rojas;Maria Gonzalez;Lucas Rojas;Ana Tapia;Luis Contreras;Juan Mendez;Lucas Iturra;Pedro Contreras;Luis Silva;Pablo Gonzalez;Antonella Vidal;Luis Gonzalez;Maria Tapia;Sofia Contreras;Diego Rojas;Pablo Silva;Pablo Silva;Antonella Silva;Antonella Tapia;Diego Contreras;Elena Lagos;Pedro Lagos;Elena Iturra;Juan Vidal;Juan Contreras;Pablo Vidal;Lucas Rojas";25800000;12900000;12900000
73;ReuniÃ³n Ejecutiva;17-11-25;02-02-26;SalonEventos1;La Florida;empresa-institucion;76.000.047-7;Litoral Comercial Ltda.;11717236-8;Eulogio Benavides Calderon;Socio;"Pablo Silva;Camila Mendez;Sofia Mendez;Antonella Contreras;Pablo Perez;Sofia Perez;Ana Contreras;Luis Perez;Antonella Gonzalez;Luis Contreras;Camila Lagos;Juan Iturra;Lucas Silva;Pablo Perez;Juan Gonzalez;Antonella Tapia;Pedro Perez;Ana Perez;Antonella Silva;Luis Mendez;Pablo Vidal;Camila Iturra;Antonella Iturra;Ana Silva;Juan Contreras;Pedro Iturra;Juan Gonzalez;Luis Perez;Elena Mendez;Antonella Tapia;Elena Rojas;Antonella Mendez;Sofia Rojas;Ana Vidal;Elena Lagos;Sofia Perez;Pablo Mendez;Sofia Contreras;Maria Tapia;Ana Vidal;Lucas Vidal;Pedro Iturra;Juan Iturra;Ana Lagos;Camila Rojas";7400000;3700000;3700000
74;Lanzamiento Editorial;14-08-25;02-02-26;SalonEventos2;La Florida;empresa-institucion;76.000.048-5;Aconcagua Comercial Ltda.;18203420-7;Herminda Arancibia Benavides;Editora;"Lucas Gonzalez;Camila Rojas;Sofia Lagos;Maria Silva;Pablo Rojas;Juan Silva;Luis Rojas;Antonella Vidal;Pedro Perez;Camila Tapia;Luis Rojas;Maria Tapia;Pedro Mendez;Camila Rojas;Ana Lagos;Lucas Mendez;Diego Silva;Sofia Perez;Elena Perez;Diego Iturra;Ana Perez;Sofia Iturra;Pablo Silva;Lucas Iturra;Luis Mendez;Maria Lagos;Antonella Rojas;Sofia Mendez;Pedro Tapia;Pedro Gonzalez;Luis Vidal;Maria Lagos;Antonella Lagos;Juan Silva;Lucas Tapia;Lucas Tapia;Antonella Mendez;Maria Mendez;Lucas Mendez;Sofia Vidal;Antonella Rojas;Camila Contreras;Maria Silva;Elena Mendez;Lucas Lagos";13200000;6600000;6600000
75;Cocktail Social;17-10-25;15-02-26;SalonEventos2;Santiago Centro;empresa-institucion;76.000.049-3;Austral Comercial Ltda.;20471068-6;Eulogio Benavides Olavarría;Relaciones PÃºblicas;"Pedro Perez;Pablo Gonzalez;Ana Rojas;Camila Iturra;Luis Iturra;Pedro Mendez;Diego Gonzalez;Luis Contreras;Lucas Gonzalez;Camila Lagos;Pedro Gonzalez;Elena Rojas;Maria Perez;Lucas Gonzalez;Ana Rojas;Elena Mendez;Maria Vidal;Juan Contreras;Pablo Contreras;Pablo Vidal;Luis Vidal;Ana Tapia;Maria Lagos;Diego Rojas;Luis Vidal;Elena Rojas;Maria Gonzalez;Sofia Mendez;Maria Gonzalez;Pablo Rojas;Diego Iturra;Elena Perez;Diego Iturra;Ana Vidal;Maria Silva;Maria Tapia;Diego Tapia;Juan Silva;Maria Iturra;Ana Iturra;Pedro Contreras;Pedro Perez;Sofia Rojas;Pablo Contreras;Diego Gonzalez";18900000;9450000;9450000
76;Simposio MÃ©dico;29-10-25;16-02-26;SalonEventos4;Santa Cruz;empresa-institucion;76.000.050-7;Cumbre Comercial Ltda.;11775411-1;Filomena Duarte Arancibia;Director MÃ©dico;"Pablo Gonzalez;Juan Rojas;Pedro Contreras;Pedro Silva;Elena Gonzalez;Luis Vidal;Antonella Silva;Ana Perez;Camila Rojas;Juan Iturra;Elena Vidal;Ana Tapia;Diego Contreras;Antonella Iturra;Diego Iturra;Diego Vidal;Ana Iturra;Lucas Contreras;Sofia Silva;Elena Gonzalez;Ana Iturra;Luis Lagos;Antonella Contreras;Pedro Mendez;Luis Silva;Ana Lagos;Luis Contreras;Camila Lagos;Diego Gonzalez;Luis Perez;Maria Mendez;Elena Mendez;Elena Rojas;Pablo Contreras;Juan Rojas;Juan Vidal;Juan Iturra;Elena Rojas;Lucas Iturra;Diego Silva;Ana Tapia;Pedro Iturra;Camila Vidal;Sofia Silva;Maria Lagos";22300000;11150000;11150000
77;Foro de InnovaciÃ³n;20-01-26;14-02-26;SalonEventos3;Santiago Centro;socio;24548958-7;;;;Analista;"Lucas Silva;Luis Perez;Pablo Lagos;Luis Vidal;Camila Lagos;Ana Contreras;Pedro Tapia;Elena Perez;Diego Tapia;Luis Vidal;Luis Vidal;Pedro Lagos;Ana Silva;Ana Tapia;Ana Gonzalez;Lucas Tapia;Camila Mendez;Luis Silva;Elena Silva;Maria Mendez;Elena Mendez;Lucas Mendez;Camila Tapia;Diego Gonzalez;Juan Vidal;Lucas Vidal;Juan Tapia;Camila Perez;Ana Contreras;Camila Gonzalez;Pablo Rojas;Ana Gonzalez;Luis Lagos;Diego Gonzalez;Camila Silva;Maria Vidal;Luis Contreras;Pablo Silva;Elena Contreras;Juan Gonzalez;Ana Vidal;Ana Silva;Maria Iturra;Diego Iturra;Camila Mendez";26500000;13250000;13250000
78;Jornada de IntegraciÃ³n;11-09-25;20-02-26;SalonEventos4;Santiago Centro;empresa-institucion;76.000.051-5;Valle Comercial Ltda.;13677616-9;Bernarda Mondaca Calderon;Consultor;"Sofia Rojas;Luis Tapia;Pedro Contreras;Camila Perez;Luis Mendez;Ana Contreras;Diego Perez;Lucas Lagos;Luis Tapia;Juan Mendez;Camila Tapia;Maria Lagos;Pablo Vidal;Pedro Mendez;Camila Contreras;Pedro Rojas;Sofia Tapia;Elena Perez;Lucas Mendez;Pablo Contreras;Lucas Lagos;Elena Rojas;Sofia Rojas;Diego Perez;Lucas Gonzalez;Ana Iturra;Antonella Vidal;Antonella Tapia;Sofia Iturra;Camila Mendez;Pedro Lagos;Diego Silva;Pedro Vidal;Diego Contreras;Maria Vidal;Elena Vidal;Antonella Contreras;Juan Vidal;Lucas Lagos;Elena Perez;Antonella Tapia;Luis Gonzalez;Antonella Lagos;Camila Gonzalez;Ana Vidal";9600000;4800000;4800000
79;Charla de MotivaciÃ³n;25-12-25;25-02-26;SalonEventos4;Santiago Centro;socio;19823939-9;;;;Speaker;"Diego Perez;Maria Perez;Sofia Gonzalez;Ana Gonzalez;Ana Contreras;Sofia Lagos;Ana Vidal;Antonella Tapia;Pablo Mendez;Camila Vidal;Elena Mendez;Antonella Vidal;Camila Rojas;Sofia Iturra;Antonella Lagos;Elena Tapia;Lucas Contreras;Maria Gonzalez;Pablo Silva;Pedro Lagos;Pablo Gonzalez;Elena Silva;Juan Mendez;Pablo Silva;Pablo Iturra;Diego Perez;Antonella Vidal;Juan Lagos;Lucas Tapia;Luis Gonzalez;Pablo Tapia;Antonella Lagos;Juan Tapia;Pedro Vidal;Maria Iturra;Elena Iturra;Camila Perez;Pedro Silva;Juan Gonzalez;Juan Iturra;Sofia Rojas;Ana Tapia;Lucas Perez;Ana Mendez;Pedro Contreras";10400000;5200000;5200000
80;ExposiciÃ³n FotogrÃ¡fica;03-11-25;07-02-26;SalonEventos3;Santiago Centro;socio;12529254-2;;;;Curador;"Camila Vidal;Luis Gonzalez;Juan Iturra;Ana Silva;Elena Vidal;Ana Perez;Pedro Tapia;Pablo Mendez;Lucas Perez;Ana Iturra;Elena Perez;Maria Tapia;Elena Rojas;Pablo Vidal;Elena Silva;Antonella Vidal;Pablo Vidal;Camila Perez;Sofia Silva;Lucas Contreras;Maria Gonzalez;Sofia Gonzalez;Maria Tapia;Luis Lagos;Antonella Contreras;Lucas Rojas;Lucas Contreras;Camila Mendez;Antonella Silva;Pablo Contreras;Diego Rojas;Juan Vidal;Camila Mendez;Maria Lagos;Maria Mendez;Pedro Silva;Antonella Lagos;Antonella Lagos;Camila Gonzalez;Pablo Vidal;Camila Vidal;Maria Iturra;Lucas Iturra;Antonella Perez;Pedro Silva";17500000;8750000;8750000
81;PresentaciÃ³n Anual;01-01-26;16-02-26;SalonEventos3;Santiago Centro;empresa-institucion;76.000.052-3;Río Comercial Ltda.;16343527-6;Filomena Olavarría Duarte;Director;"Sofia Silva;Elena Mendez;Sofia Lagos;Pedro Rojas;Sofia Silva;Juan Lagos;Sofia Gonzalez;Maria Silva;Diego Gonzalez;Lucas Lagos;Diego Silva;Maria Lagos;Camila Tapia;Lucas Iturra;Lucas Rojas;Camila Contreras;Pablo Tapia;Luis Tapia;Lucas Mendez;Pablo Vidal;Ana Silva;Pedro Perez;Luis Iturra;Maria Vidal;Lucas Iturra;Maria Tapia;Elena Mendez;Lucas Iturra;Maria Iturra;Lucas Mendez;Lucas Contreras;Juan Silva;Diego Iturra;Camila Contreras;Pedro Perez;Diego Contreras;Maria Rojas;Lucas Silva;Elena Contreras;Maria Lagos;Diego Iturra;Pablo Gonzalez;Diego Iturra;Camila Contreras;Elena Silva";28400000;14200000;14200000
82;Mesa Redonda;27-08-25;03-02-26;SalonEventos3;Providencia;socio;22417599-7;;;;Moderadora;"Ana Gonzalez;Antonella Iturra;Luis Rojas;Diego Rojas;Lucas Mendez;Sofia Contreras;Ana Iturra;Camila Mendez;Maria Tapia;Ana Iturra;Sofia Iturra;Pablo Mendez;Lucas Mendez;Pablo Perez;Ana Tapia;Pedro Perez;Antonella Rojas;Elena Contreras;Antonella Vidal;Elena Vidal;Pablo Tapia;Pedro Perez;Luis Lagos;Diego Iturra;Antonella Silva;Camila Mendez;Ana Mendez;Camila Tapia;Sofia Gonzalez;Maria Silva;Diego Vidal;Luis Silva;Pablo Iturra;Camila Rojas;Elena Gonzalez;Pablo Vidal;Diego Tapia;Sofia Vidal;Elena Perez;Sofia Gonzalez;Juan Mendez;Juan Contreras;Ana Tapia;Pedro Lagos;Pedro Lagos";11900000;5950000;5950000
83;Cena de Gala Invierno;03-01-26;14-02-26;SalonEventos2;La Florida;empresa-institucion;76.000.053-1;Bosque Comercial Ltda.;13157955-1;Herminda Mondaca Calderon;Productora;"Antonella Gonzalez;Juan Gonzalez;Lucas Tapia;Luis Perez;Camila Perez;Luis Lagos;Camila Contreras;Ana Contreras;Pablo Iturra;Antonella Perez;Antonella Rojas;Maria Gonzalez;Pedro Gonzalez;Ana Iturra;Diego Mendez;Antonella Iturra;Pablo Rojas;Diego Perez;Luis Vidal;Luis Contreras;Elena Lagos;Camila Rojas;Elena Silva;Elena Mendez;Ana Mendez;Elena Rojas;Sofia Vidal;Elena Rojas;Maria Silva;Camila Tapia;Pablo Silva;Pablo Vidal;Diego Rojas;Camila Iturra;Sofia Silva;Juan Iturra;Elena Silva;Diego Contreras;Pablo Mendez;Diego Iturra;Luis Lagos;Antonella Iturra;Elena Perez;Lucas Rojas;Sofia Gonzalez";29100000;14550000;14550000
84;Lanzamiento de Marca;10-01-26;22-05-26;SalonEventos3;La Florida;socio;18512802-4;;;;CEO;"Elena Contreras;Sofia Rojas;Antonella Vidal;Ana Vidal;Camila Tapia;Elena Vidal;Pablo Mendez;Diego Contreras;Diego Perez;Elena Iturra;Sofia Iturra;Ana Tapia;Antonella Silva;Pedro Gonzalez;Juan Contreras;Lucas Perez;Pedro Silva;Diego Rojas;Camila Perez;Sofia Gonzalez;Camila Gonzalez;Luis Contreras;Diego Lagos;Antonella Perez;Ana Vidal;Pedro Silva;Pedro Mendez;Pedro Tapia;Pablo Lagos;Sofia Mendez;Diego Gonzalez;Juan Iturra;Luis Mendez;Camila Contreras;Lucas Lagos;Juan Silva;Lucas Contreras;Pablo Iturra;Diego Iturra;Elena Tapia;Juan Lagos;Maria Iturra;Maria Vidal;Ana Lagos;Diego Vidal";24700000;12350000;
85;Seminario de Ventas;16-11-25;23-02-26;SalonEventos2;Providencia;socio;22109010-5;;;;Jefe Ventas;"Antonella Gonzalez;Juan Tapia;Juan Lagos;Pablo Mendez;Pablo Perez;Lucas Mendez;Diego Lagos;Sofia Perez;Pablo Perez;Diego Rojas;Maria Contreras;Camila Silva;Antonella Iturra;Maria Silva;Lucas Contreras;Luis Silva;Ana Iturra;Pedro Tapia;Pablo Silva;Juan Silva;Ana Gonzalez;Pablo Tapia;Pedro Tapia;Sofia Contreras;Pablo Tapia;Diego Lagos;Pedro Rojas;Pedro Silva;Antonella Tapia;Lucas Mendez;Maria Perez;Lucas Lagos;Camila Mendez;Pedro Rojas;Camila Lagos;Elena Vidal;Diego Tapia;Sofia Rojas;Sofia Perez;Juan Perez;Pablo Iturra;Camila Iturra;Luis Rojas;Pablo Gonzalez;Elena Rojas";15200000;7600000;7600000
86;Matrimonio Boutique;20-01-26;09-02-26;SalonEventos4;La Florida;socio;11166446-1;;;;Organizador;"Sofia Tapia;Maria Iturra;Pablo Silva;Elena Iturra;Diego Iturra;Juan Lagos;Camila Tapia;Ana Lagos;Luis Iturra;Diego Vidal;Antonella Iturra;Pablo Tapia;Luis Contreras;Juan Vidal;Elena Iturra;Camila Rojas;Diego Tapia;Diego Vidal;Lucas Contreras;Diego Vidal;Luis Lagos;Lucas Lagos;Luis Silva;Pedro Lagos;Antonella Contreras;Pedro Silva;Diego Rojas;Juan Gonzalez;Antonella Gonzalez;Lucas Iturra;Antonella Contreras;Juan Rojas;Elena Tapia;Elena Silva;Camila Vidal;Antonella Perez;Sofia Tapia;Elena Silva;Lucas Mendez;Antonella Tapia;Maria Silva;Sofia Tapia;Luis Silva;Luis Perez;Elena Gonzalez";21800000;10900000;10900000
87;CumpleaÃ±os Infantil;31-10-25;10-02-26;SalonEventos2;Santa Cruz;empresa-institucion;76.000.054-K;Altos Comercial Ltda.;14224905-7;Eulogio Duarte Duarte;Animador;"Antonella Vidal;Antonella Perez;Lucas Vidal;Elena Contreras;Camila Vidal;Antonella Perez;Diego Silva;Maria Mendez;Juan Rojas;Sofia Mendez;Pedro Perez;Luis Tapia;Juan Lagos;Antonella Perez;Luis Gonzalez;Lucas Mendez;Sofia Iturra;Pedro Vidal;Camila Vidal;Lucas Perez;Pedro Contreras;Camila Mendez;Elena Rojas;Luis Tapia;Luis Mendez;Juan Rojas;Lucas Vidal;Antonella Silva;Maria Tapia;Camila Iturra;Elena Silva;Maria Perez;Juan Gonzalez;Camila Vidal;Pablo Perez;Juan Iturra;Camila Contreras;Antonella Lagos;Elena Lagos;Diego Gonzalez;Luis Contreras;Antonella Mendez;Luis Mendez;Sofia Vidal;Lucas Mendez";5400000;2700000;2700000
88;DegustaciÃ³n Gourmet;12-09-25;02-02-26;SalonEventos3;Providencia;empresa-institucion;76.000.055-8;Nova Comercial Ltda.;12822026-7;Demetria Calderon Olavarría;Chef;"Antonella Vidal;Diego Iturra;Luis Gonzalez;Lucas Perez;Maria Contreras;Pablo Rojas;Maria Perez;Luis Lagos;Camila Gonzalez;Maria Lagos;Juan Perez;Juan Iturra;Luis Mendez;Pablo Lagos;Sofia Lagos;Diego Mendez;Maria Lagos;Pedro Tapia;Luis Rojas;Diego Rojas;Juan Lagos;Elena Tapia;Antonella Gonzalez;Diego Tapia;Pablo Silva;Ana Contreras;Luis Rojas;Luis Gonzalez;Diego Gonzalez;Camila Silva;Diego Perez;Pablo Mendez;Maria Tapia;Luis Iturra;Maria Rojas;Juan Contreras;Lucas Iturra;Antonella Mendez;Lucas Lagos;Antonella Contreras;Pedro Mendez;Camila Vidal;Ana Mendez;Pedro Silva;Juan Iturra";8900000;4450000;4450000
89;Concierto de CÃ¡mara;23-09-25;17-02-26;SalonEventos3;Santiago Centro;socio;14936708-K;;;;Director;"Sofia Silva;Antonella Mendez;Luis Silva;Antonella Gonzalez;Maria Gonzalez;Ana Iturra;Camila Rojas;Pablo Gonzalez;Antonella Iturra;Juan Vidal;Ana Rojas;Lucas Rojas;Antonella Vidal;Pablo Rojas;Sofia Rojas;Diego Contreras;Sofia Gonzalez;Juan Iturra;Sofia Lagos;Sofia Mendez;Juan Silva;Luis Perez;Elena Tapia;Antonella Rojas;Luis Contreras;Antonella Perez;Lucas Silva;Luis Contreras;Pablo Gonzalez;Diego Vidal;Sofia Silva;Maria Iturra;Lucas Rojas;Diego Iturra;Elena Mendez;Sofia Gonzalez;Elena Tapia;Lucas Contreras;Antonella Silva;Pablo Silva;Elena Mendez;Maria Gonzalez;Elena Perez;Camila Perez;Antonella Mendez";26300000;13150000;13150000
90;Asamblea Regional;10-11-25;05-02-26;SalonEventos3;Providencia;empresa-institucion;76.000.056-6;Prisma Comercial Ltda.;14043547-3;Bernarda Mondaca Arancibia;Secretario;"Antonella Rojas;Pedro Lagos;Luis Perez;Pedro Mendez;Diego Gonzalez;Pablo Lagos;Elena Rojas;Ana Tapia;Lucas Tapia;Pedro Tapia;Lucas Rojas;Diego Iturra;Ana Contreras;Pablo Mendez;Elena Contreras;Lucas Vidal;Camila Mendez;Sofia Tapia;Lucas Iturra;Elena Gonzalez;Lucas Tapia;Elena Silva;Sofia Rojas;Diego Perez;Lucas Vidal;Pedro Rojas;Antonella Vidal;Pedro Tapia;Ana Lagos;Antonella Silva;Luis Mendez;Antonella Vidal;Maria Perez;Pablo Vidal;Antonella Silva;Pablo Tapia;Lucas Silva;Elena Contreras;Pablo Mendez;Elena Iturra;Luis Contreras;Sofia Vidal;Lucas Contreras;Maria Perez;Maria Perez";10200000;5100000;5100000
91;Taller de FotografÃ­a;30-10-25;25-02-26;SalonEventos4;Providencia;socio;16653005-1;;;;Instructor;"Antonella Vidal;Maria Mendez;Pablo Gonzalez;Diego Vidal;Lucas Lagos;Juan Lagos;Pedro Rojas;Elena Perez;Diego Rojas;Maria Tapia;Pedro Vidal;Ana Lagos;Camila Contreras;Pedro Contreras;Maria Vidal;Luis Tapia;Pablo Tapia;Elena Lagos;Diego Mendez;Luis Rojas;Diego Tapia;Pablo Iturra;Luis Iturra;Pedro Silva;Pedro Vidal;Lucas Silva;Sofia Gonzalez;Antonella Contreras;Sofia Mendez;Antonella Gonzalez;Juan Lagos;Luis Tapia;Camila Contreras;Sofia Vidal;Diego Mendez;Luis Gonzalez;Sofia Perez;Pablo Perez;Diego Lagos;Antonella Iturra;Ana Rojas;Sofia Mendez;Antonella Iturra;Luis Tapia;Pedro Rojas";14500000;7250000;7250000
