run_persona;nombre_completo;email;telefono_celular;telefono_alternativo;direccion_calle;comuna_nombre;region_codigo;region_nombre;tipo_persona;run_socio_titular;parentesco;fecha_nacimiento;fecha_inicio_membresia;fecha_fin_membresia;es_usuario_sistema;tipo_usuario;clave_en_texto_plano;sucursal_base_nombre
23724396-k;"javiera alvarez duarte";javiera.alvarez644@mail.cl;;;"av gran avenida 2600";"santa cruz";6;o'higgins;adicional;24211768-8;;;2025-01-01;2025-12-31;NO;;;"la florida"
14871867-5;"daniela duarte fuentes";daniela.duarte883@mail.cl;942525471;;"av alameda 3400";concepcion;8;biobio;invitado;9946748-2;;;2025-01-01;2025-12-31;NO;;;"santiago centro"
17545284-4;"oscar espinoza ortiz";oscar.espinoza959@mail.cl;;;"av recoleta 2100";maipu;13;metropolitana;socio_titular;;;;2025-01-01;2025-12-31;SI;socio;clave3284;"santiago centro"
19819820-k;"javiera henriquez alvarez";javiera.henriquez545@mail.cl;;;"av pedro de valdivia 3700";"puente alto";13;metropolitana;beneficiario;22924363-2;;;2025-01-01;2025-12-31;NO;;;"la florida"
7629168-3;"patricia fuentes quezada";patricia.fuentes531@mail.cl;970402569;;"av macul 500";independencia;13;metropolitana;adicional;10140560-1;;;2025-01-01;2025-12-31;NO;;;providencia
22405688-5;"helena ortiz iturra";helena.ortiz56@mail.cl;927107538;;"av gran avenida 1900";"la reina";13;metropolitana;socio_titular;;;;2025-01-01;2025-12-31;SI;socio;clave6623;providencia
22162012-7;"beatriz quezada nunez";beatriz.quezada620@mail.cl;;;"av recoleta 1700";concepcion;8;biobio;beneficiario;20484469-3;;;2025-01-01;2025-12-31;NO;;;"santiago centro"
10367301-1;"claudio contreras lagos";claudio.contreras904@mail.cl;984457345;;"av macul 1800";independencia;13;metropolitana;invitado;19879651-0;;;2025-01-01;2025-12-31;NO;;;"la florida"
21899509-8;"natalia barrera fuentes";natalia.barrera151@mail.cl;;;"av apoquindo 1700";"santa cruz";6;o'higgins;beneficiario;9774947-7;;;2025-01-01;2025-12-31;NO;;;"santiago centro"
21719292-7;"claudio ortiz pardo";claudio.ortiz976@mail.cl;948232374;;"av recoleta 2500";nunoa;13;metropolitana;invitado;17608709-0;;;2025-01-01;2025-12-31;NO;;;"santa cruz"
7116528-0;"oscar iturra espinoza";oscar.iturra31@mail.cl;;;"av alameda 2000";maipu;13;metropolitana;adicional;24790376-3;;;2025-01-01;2025-12-31;NO;;;"la florida"
20162630-1;"felicia mendez espinoza";felicia.mendez105@mail.cl;960479992;;"av pedro de valdivia 1900";"santa cruz";6;o'higgins;invitado;5400402-0;;;2025-01-01;2025-12-31;NO;;;"santa cruz"
7266822-7;"alvaro contreras pardo";alvaro.contreras396@mail.cl;988263063;;"av irarrazaval 2400";santiago;13;metropolitana;beneficiario;12529254-2;;;2025-01-01;2025-12-31;NO;;;"santiago centro"
7911988-2;"daniela henriquez espinoza";daniela.henriquez307@mail.cl;933978546;;"av apoquindo 500";"san miguel";13;metropolitana;socio_titular;;;;2025-01-01;2025-12-31;SI;socio;clave2838;providencia
19232821-2;"patricia contreras alvarez";patricia.contreras970@mail.cl;;;"av macul 3600";"la reina";13;metropolitana;adicional;12620839-1;;;2025-01-01;2025-12-31;NO;;;"la florida"
5692240-1;"felicia jara pardo";felicia.jara146@mail.cl;;;"av apoquindo 2500";independencia;13;metropolitana;adicional;23937539-1;;;2025-01-01;2025-12-31;NO;;;"santiago centro"
19148562-9;"natalia pardo fuentes";natalia.pardo497@mail.cl;;;"av alameda 3400";concepcion;8;biobio;beneficiario;5058856-4;;;2025-01-01;2025-12-31;NO;;;"santa cruz"
24569656-6;"alvaro jara barrera";alvaro.jara539@mail.cl;;;"av alameda 3500";independencia;13;metropolitana;invitado;22997716-4;;;2025-01-01;2025-12-31;NO;;;"santiago centro"
17242378-0;"javiera jara duarte";javiera.jara316@mail.cl;;;"av alameda 3200";"santa cruz";6;o'higgins;adicional;9848362-5;;;2025-01-01;2025-12-31;NO;;;providencia
8165538-3;"felicia fuentes mendez";felicia.fuentes957@mail.cl;969440373;;"av pedro de valdivia 1800";nunoa;13;metropolitana;adicional;19879651-0;;;2025-01-01;2025-12-31;NO;;;"santa cruz"
10007053-3;"kevin duarte barrera";kevin.duarte529@mail.cl;923531325;;"av irarrazaval 2800";"san miguel";13;metropolitana;socio_titular;;;;2025-01-01;2025-12-31;SI;socio;clave7983;"santiago centro"
12179703-5;"gonzalo alvarez jara";gonzalo.alvarez661@mail.cl;;;"av irarrazaval 3700";"la florida";13;metropolitana;beneficiario;9081387-0;;;2025-01-01;2025-12-31;NO;;;"santa cruz"
11196945-7;"felicia ortiz espinoza";felicia.ortiz604@mail.cl;925334022;;"av recoleta 3600";"san miguel";13;metropolitana;adicional;21005871-2;;;2025-01-01;2025-12-31;NO;;;"la florida"
16418718-7;"javiera pardo mendez";javiera.pardo947@mail.cl;971438083;;"av gran avenida 2300";santiago;13;metropolitana;adicional;11606281-k;;;2025-01-01;2025-12-31;NO;;;providencia
22322910-4;"gonzalo pardo iturra";gonzalo.pardo295@mail.cl;;;"av vicuna mackenna 3300";"san miguel";13;metropolitana;adicional;16653005-1;;;2025-01-01;2025-12-31;NO;;;providencia
22670227-5;"claudio galdames duarte";claudio.galdames868@mail.cl;913017730;;"av pedro de valdivia 2500";"la florida";13;metropolitana;administrativo;;;;2025-01-01;2025-12-31;SI;administrativo;clave5885;"santiago centro"
14428514-0;"alvaro henriquez henriquez";alvaro.henriquez84@mail.cl;924931423;;"av alameda 700";"la florida";13;metropolitana;adicional;15667425-6;;;2025-01-01;2025-12-31;NO;;;"santiago centro"
21343984-7;"enrique ortiz mendez";enrique.ortiz12@mail.cl;950370108;;"av irarrazaval 3200";"vina del mar";5;valparaiso;invitado;13852439-9;;;2025-01-01;2025-12-31;NO;;;"la florida"
17376357-8;"gonzalo henriquez jara";gonzalo.henriquez618@mail.cl;911402949;;"av vicuna mackenna 3300";"vina del mar";5;valparaiso;invitado;24301503-0;;;2025-01-01;2025-12-31;NO;;;"santiago centro"
16812745-6;"kevin espinoza quezada";kevin.espinoza199@mail.cl;;;"av vitacura 200";"san miguel";13;metropolitana;socio_titular;;;;2025-01-01;2025-12-31;SI;socio;clave2280;providencia
18880670-8;"beatriz espinoza iturra";beatriz.espinoza943@mail.cl;947944823;;"av apoquindo 3300";nunoa;13;metropolitana;invitado;24724208-2;;;2025-01-01;2025-12-31;NO;;;"la florida"
12357246-7;"oscar ortiz nunez";oscar.ortiz540@mail.cl;;;"av macul 3600";"la florida";13;metropolitana;adicional;22109010-5;;;2025-01-01;2025-12-31;NO;;;"la florida"
12465939-9;"loreto fuentes galdames";loreto.fuentes228@mail.cl;;;"av irarrazaval 1500";"puente alto";13;metropolitana;socio_titular;;;;2025-01-01;2025-12-31;SI;socio;clave4678;"santiago centro"
19251873-3;"enrique quezada jara";enrique.quezada168@mail.cl;;;"av vitacura 2500";"vina del mar";5;valparaiso;invitado;12620839-1;;;2025-01-01;2025-12-31;NO;;;providencia
13952414-4;"loreto mendez galdames";loreto.mendez891@mail.cl;947560044;;"av irarrazaval 4000";nunoa;13;metropolitana;adicional;15182198-7;;;2025-01-01;2025-12-31;NO;;;"santa cruz"
6960687-3;"natalia mendez contreras";natalia.mendez408@mail.cl;984316230;;"av gran avenida 3600";"san miguel";13;metropolitana;socio_titular;;;;2025-01-01;2025-12-31;SI;socio;clave9922;"santiago centro"
15774682-4;"mauricio fuentes quezada";mauricio.fuentes343@mail.cl;;;"av gran avenida 3800";independencia;13;metropolitana;adicional;13588977-8;;;2025-01-01;2025-12-31;NO;;;"santa cruz"
6092405-5;"gonzalo jara lagos";gonzalo.jara181@mail.cl;;;"av gran avenida 300";providencia;13;metropolitana;adicional;16103628-5;;;2025-01-01;2025-12-31;NO;;;"santiago centro"
20284557-6;"loreto galdames nunez";loreto.galdames408@mail.cl;;;"av gran avenida 3900";concepcion;8;biobio;socio_titular;;;;2025-01-01;2025-12-31;SI;socio;clave6190;"la florida"
9459415-6;"natalia iturra quezada";natalia.iturra396@mail.cl;;;"av gran avenida 2900";"la florida";13;metropolitana;socio_titular;;;;2025-01-01;2025-12-31;SI;socio;clave4408;providencia
14281176-0;"helena ortiz mendez";helena.ortiz548@mail.cl;948471434;;"av gran avenida 1200";"puente alto";13;metropolitana;adicional;8554458-8;;;2025-01-01;2025-12-31;NO;;;"santiago centro"
12066006-3;"mauricio contreras contreras";mauricio.contreras237@mail.cl;936062624;;"av recoleta 300";maipu;13;metropolitana;adicional;10336757-5;;;2025-01-01;2025-12-31;NO;;;"santiago centro"
5331871-1;"gonzalo iturra contreras";gonzalo.iturra406@mail.cl;955937301;;"av pedro de valdivia 2700";"santa cruz";6;o'higgins;adicional;16653005-1;;;2025-01-01;2025-12-31;NO;;;"santiago centro"
7568205-0;"gonzalo duarte quezada";gonzalo.duarte582@mail.cl;937854800;;"av pedro de valdivia 3100";concepcion;8;biobio;administrativo;;;;2025-01-01;2025-12-31;SI;administrativo;clave3863;providencia
6953975-1;"ignacio fuentes duarte";ignacio.fuentes298@mail.cl;;;"av providencia 2100";"vina del mar";5;valparaiso;beneficiario;9946748-2;;;2025-01-01;2025-12-31;NO;;;"santa cruz"
11689866-0;"ignacio barrera alvarez";ignacio.barrera23@mail.cl;;;"av macul 200";concepcion;8;biobio;socio_titular;;;;2025-01-01;2025-12-31;SI;socio;clave4746;"santa cruz"
18793670-5;"alvaro lagos ortiz";alvaro.lagos994@mail.cl;980813210;;"av macul 1800";"la reina";13;metropolitana;invitado;18257455-3;;;2025-01-01;2025-12-31;NO;;;"la florida"
15104409-3;"daniela jara espinoza";daniela.jara767@mail.cl;917074095;;"av pedro de valdivia 1400";"la reina";13;metropolitana;adicional;7204671-7;;;2025-01-01;2025-12-31;NO;;;"la florida"
16809928-4;"natalia barrera barrera";natalia.barrera448@mail.cl;;;"av gran avenida 2500";"las condes";13;metropolitana;socio_titular;;;;2025-01-01;2025-12-31;SI;socio;clave8934;providencia
8298654-5;"claudio contreras quezada";claudio.contreras865@mail.cl;973373140;;"av recoleta 1600";"la florida";13;metropolitana;adicional;21103105-0;;;2025-01-01;2025-12-31;NO;;;"santiago centro"
17615166-6;"ignacio iturra alvarez";ignacio.iturra907@mail.cl;;;"av recoleta 600";nunoa;13;metropolitana;socio_titular;;;;2025-01-01;2025-12-31;SI;socio;clave7124;"santiago centro"
15912486-k;"javiera iturra quezada";javiera.iturra465@mail.cl;;;"av recoleta 200";"las condes";13;metropolitana;socio_titular;;;;2025-01-01;2025-12-31;SI;socio;clave5268;"la florida"
14306714-1;"oscar duarte iturra";oscar.duarte498@mail.cl;955348416;;"av vitacura 3700";independencia;13;metropolitana;adicional;20484469-3;;;2025-01-01;2025-12-31;NO;;;"santiago centro"
20275877-0;"ignacio pardo fuentes";ignacio.pardo853@mail.cl;;;"av recoleta 1700";"santa cruz";6;o'higgins;invitado;24887596-8;;;2025-01-01;2025-12-31;NO;;;"santiago centro"
13603563-5;"beatriz galdames barrera";beatriz.galdames793@mail.cl;;;"av apoquindo 1400";nunoa;13;metropolitana;invitado;5400402-0;;;2025-01-01;2025-12-31;NO;;;"la florida"
14670706-2;"daniela mendez iturra";daniela.mendez845@mail.cl;;;"av vitacura 1400";nunoa;13;metropolitana;invitado;24480744-5;;;2025-01-01;2025-12-31;NO;;;"santa cruz"
21330043-3;"loreto galdames pardo";loreto.galdames206@mail.cl;;;"av vicuna mackenna 1800";maipu;13;metropolitana;socio_titular;;;;2025-01-01;2025-12-31;SI;socio;clave8195;"la florida"
19916691-4;"kevin quezada barrera";kevin.quezada53@mail.cl;;;"av pedro de valdivia 1500";concepcion;8;biobio;socio_titular;;;;2025-01-01;2025-12-31;SI;socio;clave9901;"la florida"
6115597-9;"javiera barrera mendez";javiera.barrera823@mail.cl;;;"av apoquindo 900";independencia;13;metropolitana;socio_titular;;;;2025-01-01;2025-12-31;SI;socio;clave7485;"santiago centro"
18971759-2;"enrique lagos espinoza";enrique.lagos711@mail.cl;976262906;;"av vitacura 3300";independencia;13;metropolitana;adicional;17608709-0;;;2025-01-01;2025-12-31;NO;;;"santa cruz"
15315941-2;"oscar lagos galdames";oscar.lagos373@mail.cl;;;"av providencia 600";"la florida";13;metropolitana;adicional;6988932-3;;;2025-01-01;2025-12-31;NO;;;"la florida"
16097190-7;"kevin lagos espinoza";kevin.lagos442@mail.cl;;;"av irarrazaval 100";maipu;13;metropolitana;adicional;9666051-2;;;2025-01-01;2025-12-31;NO;;;"santa cruz"
10732135-7;"javiera contreras espinoza";javiera.contreras105@mail.cl;913612679;;"av recoleta 1300";concepcion;8;biobio;beneficiario;15182198-7;hijo;;2025-01-01;2025-12-31;NO;;;"santa cruz"
18156051-6;"patricia alvarez espinoza";patricia.alvarez497@mail.cl;;;"av vicuna mackenna 200";"la reina";13;metropolitana;invitado;5214098-6;;;2025-01-01;2025-12-31;NO;;;"santa cruz"
9904274-5;"daniela henriquez pardo";daniela.henriquez396@mail.cl;;;"av apoquindo 3900";"san miguel";13;metropolitana;adicional;15667425-6;;;2025-01-01;2025-12-31;NO;;;"la florida"
9574785-5;"ignacio barrera lagos";ignacio.barrera343@mail.cl;;;"av apoquindo 1500";"las condes";13;metropolitana;adicional;19150099-7;;;2025-01-01;2025-12-31;NO;;;providencia
8762846-9;"patricia iturra mendez";patricia.iturra966@mail.cl;;;"av apoquindo 1400";"santa cruz";6;o'higgins;adicional;13852439-9;;;2025-01-01;2025-12-31;NO;;;"santiago centro"
10912570-9;"beatriz contreras nunez";beatriz.contreras875@mail.cl;;;"av vitacura 1100";"santa cruz";6;o'higgins;invitado;17526820-0;;;2025-01-01;2025-12-31;NO;;;providencia
14125567-2;"natalia iturra alvarez";natalia.iturra485@mail.cl;;;"av vitacura 1500";"vina del mar";5;valparaiso;socio_titular;;;;2025-01-01;2025-12-31;SI;socio;clave3229;"santiago centro"
8355124-0;"ignacio barrera fuentes";ignacio.barrera658@mail.cl;911201693;;"av vicuna mackenna 3400";santiago;13;metropolitana;invitado;8554458-8;;;2025-01-01;2025-12-31;NO;;;"santiago centro"
5473963-k;"claudio iturra galdames";claudio.iturra943@mail.cl;938305101;;"av vitacura 3500";independencia;13;metropolitana;adicional;19067421-4;;;2025-01-01;2025-12-31;NO;;;"santiago centro"
22995069-k;"kevin quezada duarte";kevin.quezada850@mail.cl;;;"av irarrazaval 2600";concepcion;8;biobio;adicional;22924363-2;;;2025-01-01;2025-12-31;NO;;;"la florida"
14701646-4;"patricia ortiz ortiz";patricia.ortiz121@mail.cl;;;"av pedro de valdivia 1400";"la reina";13;metropolitana;invitado;16809928-4;;;2025-01-01;2025-12-31;NO;;;"santa cruz"
16762793-4;"helena fuentes nunez";helena.fuentes534@mail.cl;;;"av pedro de valdivia 3900";"las condes";13;metropolitana;invitado;17608709-0;;;2025-01-01;2025-12-31;NO;;;"la florida"
24917111-5;"ignacio espinoza duarte";ignacio.espinoza37@mail.cl;986434400;;"av vicuna mackenna 2000";independencia;13;metropolitana;adicional;24973079-3;;;2025-01-01;2025-12-31;NO;;;"santa cruz"
6131162-2;"felicia contreras galdames";felicia.contreras250@mail.cl;985201026;;"av providencia 4000";santiago;13;metropolitana;adicional;19172678-6;;;2025-01-01;2025-12-31;NO;;;"santa cruz"
24990383-3;"mauricio henriquez nunez";mauricio.henriquez885@mail.cl;;;"av irarrazaval 2500";"las condes";13;metropolitana;socio_titular;;;;2025-01-01;2025-12-31;SI;socio;clave8530;"santiago centro"
18929412-2;"ignacio contreras contreras";ignacio.contreras450@mail.cl;970852032;;"av gran avenida 3400";"la florida";13;metropolitana;socio_titular;;;;2025-01-01;2025-12-31;SI;socio;clave6879;"la florida"
9915422-3;"alvaro pardo nunez";alvaro.pardo938@mail.cl;986226443;;"av vicuna mackenna 2000";"las condes";13;metropolitana;socio_titular;;;;2025-01-01;2025-12-31;SI;socio;clave2679;"santa cruz"
16557397-8;"claudio ortiz espinoza";claudio.ortiz999@mail.cl;987029767;;"av macul 200";nunoa;13;metropolitana;adicional;16653005-1;;;2025-01-01;2025-12-31;NO;;;"la florida"
6183714-0;"patricia ortiz barrera";patricia.ortiz584@mail.cl;958325874;;"av alameda 500";concepcion;8;biobio;socio_titular;;;;2025-01-01;2025-12-31;SI;socio;clave1168;providencia
9412063-3;"patricia mendez iturra";patricia.mendez241@mail.cl;924606709;;"av alameda 500";"las condes";13;metropolitana;adicional;8054887-4;;;2025-01-01;2025-12-31;NO;;;"santa cruz"
6717385-6;"gonzalo lagos jara";gonzalo.lagos248@mail.cl;967084354;;"av irarrazaval 2200";concepcion;8;biobio;socio_titular;;;;2025-01-01;2025-12-31;SI;socio;clave7656;"santa cruz"
18268692-5;"oscar jara galdames";oscar.jara808@mail.cl;;;"av gran avenida 1500";"santa cruz";6;o'higgins;invitado;24724208-2;;;2025-01-01;2025-12-31;NO;;;"santa cruz"
9767758-1;"patricia duarte iturra";patricia.duarte283@mail.cl;;;"av macul 1000";concepcion;8;biobio;adicional;24211768-8;;;2025-01-01;2025-12-31;NO;;;"santiago centro"
17718073-0;"natalia fuentes galdames";natalia.fuentes607@mail.cl;;;"av pedro de valdivia 200";independencia;13;metropolitana;adicional;9737943-3;;;2025-01-01;2025-12-31;NO;;;"la florida"
10513868-4;"alvaro contreras galdames";alvaro.contreras957@mail.cl;;;"av gran avenida 500";nunoa;13;metropolitana;socio_titular;;;;2025-01-01;2025-12-31;SI;socio;clave7093;"santa cruz"
18594306-2;"ignacio mendez galdames";ignacio.mendez662@mail.cl;913678742;;"av pedro de valdivia 1800";maipu;13;metropolitana;invitado;22417599-7;;;2025-01-01;2025-12-31;NO;;;providencia
21052824-5;"kevin jara ortiz";kevin.jara4@mail.cl;944655468;;"av providencia 3900";independencia;13;metropolitana;invitado;10336757-5;;;2025-01-01;2025-12-31;NO;;;"santiago centro"
12541013-3;"oscar duarte nunez";oscar.duarte180@mail.cl;;;"av apoquindo 2800";nunoa;13;metropolitana;invitado;24377951-9;;;2025-01-01;2025-12-31;NO;;;providencia
13388386-k;"patricia pardo alvarez";patricia.pardo357@mail.cl;941524158;;"av vitacura 2200";"las condes";13;metropolitana;socio_titular;;;;2025-01-01;2025-12-31;SI;socio;clave6857;providencia
12129503-6;"patricia duarte lagos";patricia.duarte758@mail.cl;;;"av vicuna mackenna 2000";"santa cruz";6;o'higgins;adicional;12170069-7;;;2025-01-01;2025-12-31;NO;;;"santa cruz"
14102250-9;"enrique duarte ortiz";enrique.duarte665@mail.cl;;;"av vicuna mackenna 100";"la reina";13;metropolitana;adicional;9081387-0;;;2025-01-01;2025-12-31;NO;;;"la florida"
12900048-5;"oscar nunez galdames";oscar.nunez991@mail.cl;953208304;;"av vicuna mackenna 3100";"puente alto";13;metropolitana;beneficiario;19916691-4;hijo;;2025-01-01;2025-12-31;NO;;;"santa cruz"
23223640-8;"natalia ortiz contreras";natalia.ortiz53@mail.cl;965723511;;"av macul 1100";maipu;13;metropolitana;invitado;22417599-7;;;2025-01-01;2025-12-31;NO;;;"santiago centro"
8977281-3;"mauricio pardo pardo";mauricio.pardo223@mail.cl;;;"av alameda 2700";nunoa;13;metropolitana;beneficiario;22997716-4;hijo;;2025-01-01;2025-12-31;NO;;;"santa cruz"
13865976-3;"helena iturra fuentes";helena.iturra591@mail.cl;999601998;;"av pedro de valdivia 2100";"san miguel";13;metropolitana;invitado;15913517-9;;;2025-01-01;2025-12-31;NO;;;providencia
23678663-4;"patricia ortiz contreras";patricia.ortiz528@mail.cl;;;"av pedro de valdivia 500";"san miguel";13;metropolitana;invitado;16809928-4;;;2025-01-01;2025-12-31;NO;;;"santiago centro"
5230964-6;"gonzalo iturra jara";gonzalo.iturra227@mail.cl;;;"av vicuna mackenna 1000";"la florida";13;metropolitana;invitado;16809928-4;;;2025-01-01;2025-12-31;NO;;;"la florida"
8737898-5;"natalia duarte duarte";natalia.duarte51@mail.cl;910228093;;"av gran avenida 1100";independencia;13;metropolitana;adicional;14868324-1;;;2025-01-01;2025-12-31;NO;;;"santiago centro"
22934321-5;"mauricio galdames pardo";mauricio.galdames908@mail.cl;917385320;;"av providencia 800";maipu;13;metropolitana;invitado;7911988-2;;;2025-01-01;2025-12-31;NO;;;"santiago centro"
17391210-7;"daniela iturra alvarez";daniela.iturra172@mail.cl;;;"av irarrazaval 4000";"vina del mar";5;valparaiso;adicional;9946748-2;;;2025-01-01;2025-12-31;NO;;;"santa cruz"
22786063-4;"daniela fuentes lagos";daniela.fuentes625@mail.cl;951067253;;"av vitacura 3100";"santa cruz";6;o'higgins;invitado;9946748-2;;;2025-01-01;2025-12-31;NO;;;providencia
16826552-2;"beatriz jara alvarez";beatriz.jara649@mail.cl;;;"av vitacura 1400";nunoa;13;metropolitana;adicional;8054887-4;;;2025-01-01;2025-12-31;NO;;;"santiago centro"
24035203-6;"beatriz alvarez barrera";beatriz.alvarez146@mail.cl;914356251;;"av pedro de valdivia 800";"santa cruz";6;o'higgins;adicional;10336757-5;;;2025-01-01;2025-12-31;NO;;;"santiago centro"
13031520-7;"kevin contreras espinoza";kevin.contreras275@mail.cl;984045768;;"av providencia 700";independencia;13;metropolitana;adicional;18257455-3;;;2025-01-01;2025-12-31;NO;;;"la florida"
7413214-6;"gonzalo lagos pardo";gonzalo.lagos53@mail.cl;;;"av vitacura 1500";maipu;13;metropolitana;adicional;6988932-3;;;2025-01-01;2025-12-31;NO;;;"la florida"
21631485-4;"ignacio ortiz alvarez";ignacio.ortiz106@mail.cl;;;"av macul 3700";"las condes";13;metropolitana;socio_titular;;;;2025-01-01;2025-12-31;SI;socio;clave3106;"la florida"
18181419-5;"javiera ortiz lagos";javiera.ortiz95@mail.cl;;;"av apoquindo 200";"la florida";13;metropolitana;adicional;19150099-7;;;2025-01-01;2025-12-31;NO;;;"santiago centro"
22654389-0;"oscar henriquez galdames";oscar.henriquez676@mail.cl;955766471;;"av providencia 4000";"santa cruz";6;o'higgins;invitado;11606281-k;;;2025-01-01;2025-12-31;NO;;;providencia
24234047-7;"natalia henriquez galdames";natalia.henriquez809@mail.cl;971861536;;"av recoleta 3000";"puente alto";13;metropolitana;socio_titular;;;;2025-01-01;2025-12-31;SI;socio;clave3271;"santiago centro"
13667087-5;"enrique nunez galdames";enrique.nunez665@mail.cl;970285036;;"av vicuna mackenna 3200";independencia;13;metropolitana;socio_titular;;;;2025-01-01;2025-12-31;SI;socio;clave4070;providencia
6773795-7;"gonzalo duarte duarte";gonzalo.duarte628@mail.cl;964796919;;"av providencia 3600";"vina del mar";5;valparaiso;adicional;6016578-3;;;2025-01-01;2025-12-31;NO;;;"santiago centro"
14556354-0;"ignacio iturra ortiz";ignacio.iturra930@mail.cl;;;"av gran avenida 400";"santa cruz";6;o'higgins;adicional;22224530-3;;;2025-01-01;2025-12-31;NO;;;"la florida"
8449572-7;"oscar espinoza quezada";oscar.espinoza225@mail.cl;;;"av providencia 700";"la reina";13;metropolitana;invitado;6717385-6;;;2025-01-01;2025-12-31;NO;;;"santiago centro"
16849266-7;"claudio pardo quezada";claudio.pardo150@mail.cl;;;"av vicuna mackenna 100";"san miguel";13;metropolitana;invitado;21325038-8;;;2025-01-01;2025-12-31;NO;;;"la florida"
11067652-6;"ignacio quezada jara";ignacio.quezada338@mail.cl;;;"av apoquindo 2000";"la reina";13;metropolitana;invitado;12529254-2;;;2025-01-01;2025-12-31;NO;;;"santiago centro"
20510610-9;"claudio fuentes pardo";claudio.fuentes44@mail.cl;;;"av gran avenida 3800";"puente alto";13;metropolitana;socio_titular;;;;2025-01-01;2025-12-31;SI;socio;clave5872;"santiago centro"
18465035-9;"claudio nunez espinoza";claudio.nunez833@mail.cl;;;"av providencia 2200";"santa cruz";6;o'higgins;invitado;24548958-7;;;2025-01-01;2025-12-31;NO;;;providencia
6771974-3;"claudio barrera nunez";claudio.barrera731@mail.cl;;;"av gran avenida 1900";maipu;13;metropolitana;adicional;22924363-2;;;2025-01-01;2025-12-31;NO;;;"santiago centro"
22623170-7;"beatriz ortiz lagos";beatriz.ortiz754@mail.cl;;;"av vicuna mackenna 1900";providencia;13;metropolitana;invitado;10513868-4;;;2025-01-01;2025-12-31;NO;;;"santa cruz"
23695649-0;"mauricio alvarez pardo";mauricio.alvarez674@mail.cl;949976327;;"av vicuna mackenna 2800";maipu;13;metropolitana;invitado;15912486-k;;;2025-01-01;2025-12-31;NO;;;providencia
21548898-5;"ignacio espinoza mendez";ignacio.espinoza68@mail.cl;;;"av vitacura 2500";"vina del mar";5;valparaiso;invitado;19150099-7;;;2025-01-01;2025-12-31;NO;;;"santiago centro"
18238543-3;"daniela ortiz lagos";daniela.ortiz168@mail.cl;917202852;;"av vicuna mackenna 1600";"vina del mar";5;valparaiso;adicional;15913517-9;;;2025-01-01;2025-12-31;NO;;;"la florida"
9741111-5;"daniela galdames jara";daniela.galdames108@mail.cl;;;"av gran avenida 3100";"santa cruz";6;o'higgins;adicional;6115597-9;;;2025-01-01;2025-12-31;NO;;;providencia
7638926-8;"enrique pardo jara";enrique.pardo184@mail.cl;;;"av vicuna mackenna 2800";maipu;13;metropolitana;adicional;9946748-2;;;2025-01-01;2025-12-31;NO;;;"santa cruz"
11456047-1;"alvaro pardo contreras";alvaro.pardo662@mail.cl;979070991;;"av alameda 1200";concepcion;8;biobio;adicional;13667087-5;;;2025-01-01;2025-12-31;NO;;;"santa cruz"
24411144-0;"natalia pardo henriquez";natalia.pardo124@mail.cl;924529022;;"av macul 700";santiago;13;metropolitana;socio_titular;;;;2025-01-01;2025-12-31;SI;socio;clave7329;"santa cruz"
7703798-2;"ignacio alvarez henriquez";ignacio.alvarez662@mail.cl;;;"av irarrazaval 500";"la reina";13;metropolitana;invitado;21631485-4;;;2025-01-01;2025-12-31;NO;;;"la florida"
16372156-2;"daniela mendez espinoza";daniela.mendez936@mail.cl;932125949;;"av apoquindo 2200";"santa cruz";6;o'higgins;invitado;24259004-k;;;2025-01-01;2025-12-31;NO;;;"la florida"
9839211-4;"natalia barrera duarte";natalia.barrera918@mail.cl;995013841;;"av macul 400";providencia;13;metropolitana;socio_titular;;;;2025-01-01;2025-12-31;SI;socio;clave3192;"la florida"
20208215-7;"kevin ortiz duarte";kevin.ortiz270@mail.cl;954166788;;"av providencia 1700";"san miguel";13;metropolitana;adicional;5400402-0;;;2025-01-01;2025-12-31;NO;;;"la florida"
15258690-6;"beatriz galdames quezada";beatriz.galdames277@mail.cl;939291162;;"av providencia 3800";concepcion;8;biobio;socio_titular;;;;2025-01-01;2025-12-31;SI;socio;clave2732;providencia
23176905-6;"mauricio lagos lagos";mauricio.lagos224@mail.cl;981831724;;"av gran avenida 2700";"la florida";13;metropolitana;adicional;9946748-2;;;2025-01-01;2025-12-31;NO;;;providencia
19855757-9;"alvaro nunez alvarez";alvaro.nunez740@mail.cl;968709741;;"av irarrazaval 200";"la florida";13;metropolitana;invitado;12620839-1;;;2025-01-01;2025-12-31;NO;;;"santa cruz"
10864206-8;"natalia quezada pardo";natalia.quezada482@mail.cl;922106246;;"av irarrazaval 900";"santa cruz";6;o'higgins;adicional;9915422-3;;;2025-01-01;2025-12-31;NO;;;providencia
17091139-5;"helena pardo barrera";helena.pardo893@mail.cl;;;"av pedro de valdivia 4000";"la reina";13;metropolitana;adicional;11166446-1;;;2025-01-01;2025-12-31;NO;;;"la florida"
5067265-4;"enrique ortiz alvarez";enrique.ortiz472@mail.cl;;;"av apoquindo 1400";"san miguel";13;metropolitana;beneficiario;24548958-7;;;2025-01-01;2025-12-31;NO;;;"santa cruz"
18607072-0;"natalia galdames nunez";natalia.galdames150@mail.cl;;;"av providencia 1000";independencia;13;metropolitana;beneficiario;12620839-1;hijo;;2025-01-01;2025-12-31;NO;;;"santiago centro"
