codigo_reserva;fecha_reserva;fecha_inicio;fecha_fin;estado_reserva;run_reservante;nombre_reservante;es_socio;lugar_nombre;sucursal_nombre;monto_total;monto_pagado;medio_pago;fecha_pago
;04-03-25;04-03-25;10-03-25;reservada;7607462-3;Pedro Rojas;SI;Caba–a 16;Santiago Centro;720000;0;;01-03-25
;01-10-25;01-10-25;09-10-25;cancelada;19161282-5;Luis Contreras;NO;Caba–a 8;Providencia;960000;0;;29-09-25
;12-03-25;12-03-25 13:00;12-03-25 14:00;cancelada;7206185-3;Luis Contreras;NO;Cancha Futbolito Techada;Providencia;35000;0;;10-03-25
;19-02-25;19-02-25 22:00;19-02-25 23:00;ejecutada;5633053-4;Maria Gonzalez;SI;Salon Eventos 1;Providencia;100000;100000;efectivo;15-02-25
;12-08-25;12-08-25;20-08-25;reservada;9259413-0;Luis Contreras;SI;Caba–a 15;Santa Cruz;960000;0;;07-08-25
;02-09-25;02-09-25;07-09-25;ejecutada;13554594-5;Pedro Rojas;NO;Caba–a 12;Providencia;600000;600000;efectivo;02-09-25
;18-04-25;18-04-25 10:00;18-04-25 11:00;reservada;24619463-7;Ana Silva;SI;Salon Eventos 2;La Florida;100000;0;;15-04-25
;17-12-25;17-12-25;19-12-25;reservada;17786278-9;Juan Perez;SI;Caba–a 11;Providencia;240000;0;;16-12-25
;20-10-25;20-10-25;22-10-25;cancelada;19544570-2;Maria Gonzalez;SI;Caba–a 10;La Florida;240000;0;;16-10-25
;08-03-25;08-03-25;10-03-25;ejecutada;11616558-9;Maria Gonzalez;SI;Caba–a 18 X;Providencia;240000;240000;transferencia;04-03-25
;14-07-25;14-07-25 14:00;14-07-25 15:00;ejecutada;7613535-5;Ana Silva;SI;Cancha Tenis Techada;Santa Cruz;35000;35000;tarjeta;11-07-25
;10-11-25;10-11-25;10-11-25 21:00;ejecutada;24949712-6;Luis Contreras;NO;Salon Eventos 1;La Florida;100000;100000;efectivo;07-11-25
;17-10-25;17-10-25 10:00;17-10-25 11:00;ejecutada;17914991-5;Maria Gonzalez;NO;Salon Eventos 2;Santiago Centro;100000;100000;efectivo;16-10-25
;17-04-25;17-04-25 11:00;17-04-25 12:00;reservada;24447412-8;Juan Perez;SI;Salon Eventos 4;Providencia;100000;0;;17-04-25
;14-06-25;14-06-25;23-06-25;cancelada;12192627-K;Pedro Rojas;NO;Caba–a 15;Santa Cruz;1080000;0;;12-06-25
;06-02-25;06-02-25 12:00;06-02-25 13:00;reservada;21454860-7;Ana Silva;SI;Cancha Futbolito Aire Libre;Providencia;25000;0;;02-02-25
;17-08-25;17-08-25 17:00;17-08-25 18:00;cancelada;19104958-6;Pedro Rojas;NO;Cancha Padel Techada;Providencia;35000;0;;14-08-25
;13-10-25;13-10-25 20:00;13-10-25 21:00;ejecutada;8482497-6;Ana Silva;SI;Salon Eventos 3;Providencia;100000;100000;efectivo;11-10-25
;12-12-25;12-12-25 09:00;12-12-25 10:00;ejecutada;17230874-0;Juan Perez;NO;Salon Eventos 3;Santa Cruz;100000;100000;tarjeta;07-12-25
;06-11-25;06-11-25;13-11-25;reservada;24765561-7;Juan Perez;NO;Caba–a 2;Santa Cruz;840000;0;;06-11-25
;13-02-25;13-02-25 10:00;13-02-25 11:00;cancelada;22074928-2;Juan Perez;NO;Cancha Futbolito Aire Libre;La Florida;25000;0;;09-02-25
;04-02-25;04-02-25;08-02-25;ejecutada;6614380-5;Luis Contreras;SI;Caba–a 16;Providencia;480000;480000;efectivo;01-02-25
;18-03-25;18-03-25;21-03-25;reservada;20394775-5;Pedro Rojas;SI;Caba–a 12;Santiago Centro;360000;0;;15-03-25
;01-09-25;01-09-25 19:00;01-09-25 20:00;cancelada;13288053-0;Luis Contreras;NO;Cancha Futbolito Aire Libre;Santa Cruz;25000;0;;29-08-25
;09-03-25;09-03-25 13:00;09-03-25 14:00;cancelada;14155657-6;Pedro Rojas;NO;Cancha Basquetbol Techada;Santiago Centro;35000;0;;07-03-25
;02-06-25;02-06-25 08:00;02-06-25 09:00;cancelada;13014055-0;Maria Gonzalez;NO;Cancha Basquetbol Aire Libre;Santa Cruz;25000;0;;01-06-25
;09-07-25;09-07-25;10-07-25;reservada;24876542-9;Maria Gonzalez;SI;Caba–a 17;Providencia;120000;0;;04-07-25
;07-03-25;07-03-25;10-03-25;reservada;6491083-3;Pedro Rojas;SI;Caba–a 4;Santa Cruz;360000;0;;02-03-25
;03-11-25;03-11-25;04-11-25;reservada;11247006-9;Luis Contreras;SI;Caba–a 11;La Florida;120000;0;;31-10-25
;11-11-25;11-11-25;17-11-25;cancelada;6504014-K;Luis Contreras;SI;Caba–a 13;Santa Cruz;720000;0;;11-11-25
;05-03-25;05-03-25;09-03-25;cancelada;6559917-1;Maria Gonzalez;NO;Caba–a 11;Santa Cruz;480000;0;;04-03-25
;02-04-25;02-04-25;02-04-25 22:00;cancelada;6614380-5;Luis Contreras;NO;Cancha Padel Techada X;La Florida;35000;0;;28-03-25
;14-02-25;14-02-25 12:00;14-02-25 13:00;ejecutada;22002174-2;Luis Contreras;SI;Cancha Basquetbol Techada;La Florida;35000;35000;efectivo;14-02-25
;14-05-25;14-05-25;20-05-25;reservada;20720307-6;Luis Contreras;NO;Caba–a 18;Santiago Centro;720000;0;;09-05-25
;20-12-25;20-12-25;22-12-25;cancelada;13505604-9;Ana Silva;SI;Caba–a 4;Santiago Centro;240000;0;;19-12-25
;15-02-25;15-02-25;24-02-25;ejecutada;12568147-6;Ana Silva;SI;Caba–a 6;La Florida;1080000;1080000;tarjeta;10-02-25
;01-09-25;01-09-25 11:00;01-09-25 12:00;reservada;23731597-9;Juan Perez;SI;Cancha Tenis Aire Libre;Providencia;25000;0;;01-09-25
;02-04-25;02-04-25;12-04-25;ejecutada;17275270-5;Pedro Rojas;SI;Caba–a 7;Santiago Centro;1200000;1200000;efectivo;01-04-25
;17-09-25;17-09-25 09:00;17-09-25 10:00;reservada;12770855-K;Luis Contreras;NO;Cancha Basquetbol Aire Libre;Santa Cruz;25000;0;;16-09-25
;09-03-25;09-03-25;19-03-25;reservada;7962885-9;Juan Perez;NO;Caba–a 9;La Florida;1200000;0;;06-03-25
;09-11-25;09-11-25 20:00;09-11-25 21:00;cancelada;13397853-4;Juan Perez;SI;Salon Eventos 4;Providencia;100000;0;;06-11-25
;17-12-25;17-12-25 12:00;17-12-25 13:00;reservada;14427366-4;Luis Contreras;SI;Salon Eventos 4;Santiago Centro;100000;0;;16-12-25
;18-06-25;18-06-25;28-06-25;ejecutada;14504614-9;Juan;SI;Caba–a 8;La Florida;1200000;1200000;transferencia;14-06-25
;13-03-25;13-03-25;23-03-25;cancelada;7715981-9;Luis Contreras;NO;Caba–a 10;Santa Cruz;1200000;0;;10-03-25
;17-05-25;17-05-25 19:00;17-05-25 20:00;reservada;18965892-3;Juan Perez;SI;Piscina 1;Santiago Centro;20000;0;;12-05-25
;09-10-25;09-10-25 17:00;09-10-25 18:00;cancelada;12455581-7;Ana Silva;NO;Cancha Padel Aire Libre;Santa Cruz;25000;0;;06-10-25
;01-06-25;01-06-25 16:00;01-06-25 17:00;cancelada;22074928-2;Juan Perez;SI;Salon Eventos 2;La Florida;100000;0;;01-06-25
;08-03-25;08-03-25;17-03-25;ejecutada;7781298-9;Pedro Rojas;NO;Caba–a 13;La Florida;1080000;1080000;transferencia;06-03-25
;01-01-25;01-01-25;06-01-25;cancelada;21554696-9;Maria Gonzalez;NO;Caba–a 2;La Florida;600000;0;;28-12-24
;17-11-25;17-11-25 11:00;17-11-25 12:00;reservada;14292034-4;Luis Contreras;NO;Cancha Tenis Aire Libre;Santa Cruz;25000;0;;15-11-25
;03-08-25;03-08-25;12-08-25;ejecutada;23811418-7;Maria Gonzalez;NO;Caba–a 10;Santiago Centro;1080000;1080000;efectivo;03-08-25
;08-11-25;08-11-25 08:00;08-11-25 09:00;ejecutada;22885927-3;Luis Contreras;SI;Salon Eventos 4;Santa Cruz;100000;100000;tarjeta;04-11-25
;19-05-25;19-05-25;21-05-25;ejecutada;9108775-8;Ana Silva;NO;Caba–a 18;Providencia;240000;240000;tarjeta;16-05-25
;14-05-25;14-05-25;19-05-25;reservada;8482497-6;Ana Silva;SI;Caba–a 9;Providencia;600000;0;;09-05-25
;11-09-25;11-09-25 16:00;11-09-25 17:00;reservada;13534305-6;Juan Perez;SI;Cancha Tenis Techada;Santiago Centro;35000;0;;09-09-25
;20-08-25;20-08-25;21-08-25;cancelada;22746919-6;Maria Gonzalez;NO;Caba–a 14;Santa Cruz;120000;0;;15-08-25
;09-02-25;09-02-25;17-02-25;reservada;20284960-5;Juan Perez;SI;Caba–a 6;La Florida;960000;0;;08-02-25
;03-11-25;03-11-25;04-11-25;ejecutada;18843742-7;Pedro Rojas;NO;Caba–a 11;Providencia;120000;120000;transferencia;03-11-25
;18-10-25;18-10-25;18-10-25 20:00;reservada;15790934-7;Maria Gonzalez;SI;Cancha Padel Techada;Providencia;35000;0;;18-10-25
;09-07-25;09-07-25 10:00;09-07-25 11:00;cancelada;24949712-6;Luis Contreras;SI;Salon Eventos 4;Providencia;100000;0;;05-07-25
;19-02-25;19-02-25;28-02-25;reservada;20194778-2;Ana Silva;SI;Caba–a 3;Santiago Centro;1080000;0;;19-02-25
;06-11-25;06-11-25 10:00;06-11-25 11:00;cancelada;7997541-9;Ana Silva;NO;Cancha Basquetbol Techada;Providencia;35000;0;;02-11-25
;13-05-25;13-05-25;16-05-25;ejecutada;13505604-9;Ana Silva;SI;Caba–a 6;Santiago Centro;360000;360000;tarjeta;11-05-25
;06-09-25;06-09-25;09-09-25;ejecutada;14254375-3;Pedro Rojas;NO;Caba–a 4;Santa Cruz;360000;360000;tarjeta;04-09-25
;07-11-25;07-11-25;15-11-25;cancelada;5149595-0;Maria Gonzalez;NO;Caba–a 2;Santiago Centro;960000;0;;07-11-25
;06-06-25;06-06-25 14:00;06-06-25 15:00;cancelada;17820790-3;Juan Perez;NO;Piscina 2;Santiago Centro;20000;0;;05-06-25
;06-09-25;06-09-25;12-09-25;ejecutada;9016221-7;Pedro Rojas;SI;Caba–a 11;Providencia;720000;720000;tarjeta;01-09-25
;05-07-25;05-07-25;08-07-25;ejecutada;24402541-2;Luis Contreras;SI;Caba–a 14;La Florida;360000;360000;tarjeta;03-07-25
;01-10-25;01-10-25;06-10-25;reservada;10234889-3;Pedro Rojas;SI;Caba–a 7;Providencia;600000;0;;01-10-25
;17-08-25;31/02/25;24-08-25;cancelada;12313678-5;Juan Perez;SI;Caba–a 13;Providencia;840000;0;;13-08-25
;01-05-25;01-05-25;07-05-25;ejecutada;20727566-2;Juan Perez;SI;Caba–a 4;Providencia;720000;720000;transferencia;01-05-25
;05-09-25;05-09-25;06-09-25;cancelada;15941454-K;Pedro Rojas;NO;Caba–a 6;Santa Cruz;120000;0;;31-08-25
;04-10-25;04-10-25 18:00;04-10-25 19:00;reservada;16460920-0;Maria Gonzalez;NO;Cancha Padel Aire Libre;Santa Cruz;25000;0;;02-10-25
;15-11-25;15-11-25;17-11-25;ejecutada;15040048-1;Juan Perez;NO;Caba–a 1;La Florida;240000;240000;tarjeta;14-11-25
;20-06-25;20-06-25;30-06-25;cancelada;19430435-8;Maria Gonzalez;NO;Caba–a 16;Providencia;1200000;0;;15-06-25
;04-04-25;04-04-25;13-04-25;reservada;9874086-4;Ana Silva;SI;Caba–a 17;Santiago Centro;1080000;0;;02-04-25
;11-12-25;11-12-25 20:00;11-12-25 21:00;cancelada;20997181-K;Juan Perez;SI;Salon Eventos 3;La Florida;100000;0;;07-12-25
;05-08-25;05-08-25;13-08-25;reservada;16949644-7;Pedro Rojas;SI;Caba–a 15;Providencia;960000;0;;02-08-25
;15-08-25;15-08-25 13:00;15-08-25 14:00;reservada;23434952-K;Pedro Rojas;SI;Salon Eventos 1;Santa Cruz;100000;0;;15-08-25
;01-11-25;01-11-25;10-11-25;cancelada;22307110-4;Luis Contreras;SI;Caba–a 6;Providencia;1080000;0;;28-10-25
;10-05-25;10-05-25;11-05-25;cancelada;10578107-5;Luis Contreras;SI;Caba–a 18;Santiago Centro;120000;0;;10-05-25
;06-01-25;06-01-25 21:00;06-01-25 22:00;reservada;24002475-6;Luis Contreras;NO;Restaurant 2;La Florida;30000;0;;01-01-25
;02-03-25;02-03-25;04-03-25;ejecutada;5633053-4;Maria Gonzalez;NO;Caba–a 18;Providencia;240000;240000;tarjeta;01-03-25
;07-11-25;07-11-25 19:00;07-11-25 20:00;reservada;18647741-3;Ana Silva;SI;Piscina 2;Santa Cruz;20000;0;;03-11-25
;13-02-25;13-02-25;19-02-25;ejecutada;16336276-7;Pedro Rojas;SI;Caba–a 13;Santa Cruz;720000;720000;transferencia;09-02-25
;15-01-25;15-01-25;24-01-25;ejecutada;13532015-3;Luis Contreras;NO;Caba–a 16 X;Santiago Centro;1080000;1080000;tarjeta;13-01-25
;13-04-25;13-04-25 08:00;13-04-25 09:00;reservada;21162735-2;Juan Perez;SI;Salon Eventos 2;Providencia;100000;0;;10-04-25
;10-07-25;10-07-25;19-07-25;cancelada;20086756-4;Maria Gonzalez;SI;Caba–a 11;Santiago Centro;1080000;0;;06-07-25
;03-09-25;03-09-25;04-09-25;cancelada;15819975-0;Pedro Rojas;SI;Caba–a 4;Santiago Centro;120000;0;;29-08-25
;08-12-25;08-12-25;17-12-25;reservada;19652678-1;Juan Perez;NO;Caba–a 18 X;Santa Cruz;1080000;0;;04-12-25
;15//25;20-05-25;28-05-25;cancelada;18876546-7;Juan Perez;SI;Caba–a 2;Santa Cruz;960000;0;;18-05-25
;20-11-25;20-11-25;24-11-25;reservada;11414686-2;Maria Gonzalez;NO;Caba–a 19;Santiago Centro;480000;0;;18-11-25
;05-09-25;05-09-25;11-09-25;reservada;16741872-8;Maria Gonzalez;NO;Caba–a 20;Santiago Centro;720000;0;;05-09-25
;01-07-25;01-07-25;03-07-25;reservada;12013508-2;Ana Silva;NO;Caba–a 3;La Florida;240000;0;;30-06-25
;06-03-25;06-03-25 17:00;06-03-25 18:00;ejecutada;6085414-9;Maria Gonzalez;SI;Cancha Futbolito Techada;Santa Cruz;35000;35000;tarjeta;06-03-25
;06-10-25;06-10-25;11-10-25;ejecutada;5643136-5;Juan Perez;SI;Caba–a 15;Santiago Centro;600000;600000;efectivo;04-10-25
;09-05-25;09-05-25 12:00;09-05-25 13:00;cancelada;16460920-0;Maria Gonzalez;SI;Cancha Tenis Aire Libre;Santa Cruz;25000;0;;04-05-25
;01-01-25;01-01-25 19:00;01-01-25 20:00;ejecutada;15878471-8;Maria Gonzalez;NO;Cancha Basquetbol Aire Libre;Santa Cruz;25000;25000;transferencia;29-12-24
;05-07-25;05-07-25;14-07-25;reservada;21861927-4;Pedro Rojas;SI;Caba–a 6;La Florida;1080000;0;;03-07-25
;04-08-25;04-08-25 15:00;04-08-25 16:00;cancelada;13547030-9;Ana Silva;SI;Salon Eventos 4;La Florida;100000;0;;02-08-25
;19-09-25;19-09-25 12:00;19-09-25 13:00;cancelada;7415624-K;Juan Perez;NO;Cancha Padel Aire Libre;Santiago Centro;25000;0;;14-09-25
;10-04-25;10-04-25 14:00;10-04-25 15:00;cancelada;9183641-6;Maria Gonzalez;SI;Salon Eventos 3;Santa Cruz;100000;0;;07-04-25
;13-11-25;13-11-25;13-11-25 16:00;cancelada;24639890-9;Luis Contreras;NO;Cancha Basquetbol Aire Libre X;Santa Cruz;25000;0;;09-11-25
;01-01-25;01-01-25;03-01-25;reservada;14294949-0;Ana Silva;SI;Caba–a 20;Santa Cruz;240000;0;;30-12-24
;08-07-25;08-07-25;18-07-25;cancelada;24831420-6;Luis Contreras;SI;Caba–a 11;Santiago Centro;1200000;0;;03-07-25
;21-05-26;23-05-26 00:00;23-05-26 01:00;reservada;13792450-1;Juan Perez;NO;Cancha Padel Aire Libre;Providencia;25000;0;;27-11-25
;07-04-25;07-04-25;11-04-25;cancelada;18053720-1;Ana Silva;SI;Caba–a 17;Providencia;480000;0;;04-04-25
;01-06-25;01-06-25 16:00;01-06-25 17:00;ejecutada;5058687-1;Ana Silva;NO;Cancha Basquetbol Aire Libre;La Florida;25000;25000;tarjeta;30-05-25
;09-05-26;11-05-26 03:00;11-05-26 04:00;reservada;21773123-2;Luis Contreras;SI;Cancha Padel Aire Libre;Santa Cruz;25000;0;;17-08-25
;16-06-25;16-06-25;21-06-25;ejecutada;14292034-4;Luis Contreras;SI;Caba–a 15;Providencia;600000;600000;efectivo;14-06-25
;19-04-25;19-04-25 10:00;19-04-25 11:00;ejecutada;17623443-1;Maria Gonzalez;NO;Salon Eventos 4;Santiago Centro;100000;100000;tarjeta;17-04-25
;17-12-25;17-12-25 14:00;17-12-25 15:00;ejecutada;5137322-7;Juan Perez;SI;Restaurant 1;Santiago Centro;30000;30000;transferencia;13-12-25
;15-02-25;15-02-25;15-02-25 22:00;reservada;6365576-1;Juan Perez;NO;Cancha Basquetbol Techada;Santa Cruz;35000;0;;11-02-25
;08-11-25;08-11-25;12-11-25;ejecutada;11218435-K;Luis Contreras;NO;Caba–a 5;Santiago Centro;480000;480000;efectivo;05-11-25
;01-12-25;01-12-25;09-12-25;reservada;20666104-6;Juan Perez;SI;Caba–a 8 X;Providencia;960000;0;;27-11-25
;10-01-25;10-01-25;13-01-25;ejecutada;6126593-7;Juan Perez;SI;Caba–a 7;Providencia;360000;360000;tarjeta;10-01-25
;07-12-25;07-12-25 11:00;07-12-25 12:00;cancelada;20928234-8;Pedro Rojas;NO;Salon Eventos 3;Providencia;100000;0;;02-12-25
;01-07-25;01-07-25;07-07-25;reservada;9108775-8;Ana Silva;SI;Caba–a 10;Santiago Centro;720000;0;;29-06-25
;07-02-25;07-02-25;07-02-25 16:00;ejecutada;9269949-8;Ana Silva;SI;Cancha Futbolito Techada X;Providencia;35000;35000;transferencia;05-02-25
;05-12-25;05-12-25;11-12-25;cancelada;10949220-5;Maria Gonzalez;NO;Caba–a 3;Santa Cruz;720000;0;;05-12-25
;12-03-25;12-03-25 21:00;12-03-25 22:00;cancelada;16304937-6;Juan Perez;NO;Restaurant 1;La Florida;30000;0;;10-03-25
;10-04-25;10-04-25 12:00;10-04-25 13:00;cancelada;12774842-K;Ana Silva;SI;Cancha Tenis Aire Libre;Santa Cruz;25000;0;;08-04-25
;02-08-25;02-08-25;12-08-25;ejecutada;7613535-5;Ana Silva;NO;Caba–a 4;Providencia;1200000;1200000;efectivo;31-07-25
;12-04-25;12-04-25;21-04-25;ejecutada;5149595-0;Maria Gonzalez;SI;Caba–a 6;Santiago Centro;1080000;1080000;tarjeta;12-04-25
;15-12-25;15-12-25 09:00;15-12-25 10:00;reservada;6126593-7;Juan Perez;NO;Cancha Basquetbol Techada;La Florida;35000;0;;10-12-25
;10-01-25;10-01-25 16:00;10-01-25 17:00;cancelada;15440317-5;Ana Silva;SI;Salon Eventos 2;La Florida;100000;0;;06-01-25
;18-07-25;18-07-25 19:00;18-07-25 20:00;reservada;24619463-7;Ana Silva;SI;Salon Eventos 3;Providencia;100000;0;;18-07-25
;11-08-25;11-08-25;/05/25;cancelada;20394775-1;Pedro Rojas;SI;Caba–a 4;Santiago Centro;840000;0;;07-08-25
;18-06-25;18-06-25 11:00;18-06-25 12:00;cancelada;18728677-8;Juan Perez;SI;Cancha Padel Techada;Santa Cruz;35000;0;;13-06-25
;16-05-25;16-05-25 20:00;16-05-25 21:00;cancelada;8223654-6;Ana Silva;SI;Piscina 2;Santiago Centro;20000;0;;14-05-25
;05-12-25;05-12-25 12:00;05-12-25 13:00;cancelada;15838325-K;Maria Gonzalez;SI;Piscina 2;Providencia;20000;0;;02-12-25
;03-09-25;03-09-25;08-09-25;reservada;17133976-6;Juan Perez;NO;Caba–a 6;Santa Cruz;600000;0;;02-09-25
;14-09-25;14-09-25 13:00;14-09-25 14:00;cancelada;15878471-8;Maria Gonzalez;NO;Piscina 1;Santiago Centro;20000;0;;09-09-25
;19-01-25;19-01-25;23-01-25;reservada;14379507-1;Juan Perez;NO;Caba–a 9;La Florida;480000;0;;15-01-25
;16-05-25;16-05-25 15:00;16-05-25 16:00;ejecutada;16657576-1;Luis Contreras;NO;Cancha Futbolito Aire Libre;La Florida;25000;25000;efectivo;16-05-25
;16-04-25;16-04-25 15:00;16-04-25 16:00;cancelada;24402541-2;Luis Contreras;SI;Piscina 1;Providencia;20000;0;;15-04-25
;15-09-25;15-09-25;17-09-25;cancelada;22287381-9;Ana Silva;NO;Caba–a 8;La Florida;240000;0;;12-09-25
;03-08-25;03-08-25 22:00;03-08-25 23:00;cancelada;14861266-8;Ana Silva;SI;Cancha Basquetbol Techada;La Florida;35000;0;;29-07-25
;02-05-25;02-05-25;03-05-25;reservada;18396692-8;Juan Perez;NO;Caba–a 13;Providencia;120000;0;;28-04-25
;08-05-25;08-05-25;18-05-25;ejecutada;22746919-6;Maria Gonzalez;NO;Caba–a 9;Santiago Centro;1200000;1200000;transferencia;05-05-25
;08-04-25;08-04-25;10-04-25;reservada;7826282-6;Maria Gonzalez;SI;Caba–a 1;Providencia;240000;0;;06-04-25
;10-09-25;10-09-25 21:00;10-09-25 22:00;reservada;14843634-7;Juan Perez;NO;Piscina 2;Providencia;20000;0;;06-09-25
;05-04-25;05-04-25;08-04-25;ejecutada;17049622-1;Pedro Rojas;SI;Caba–a 13;Providencia;360000;360000;tarjeta;02-04-25
;13-01-25;13-01-25;14-01-25;reservada;22381571-5;Juan Perez;NO;Caba–a 15;Santa Cruz;120000;0;;12-01-25
;17-11-25;17-11-25;19-11-25;cancelada;24090729-1;Pedro Rojas;SI;Caba–a 4;Providencia;240000;0;;17-11-25
;01-08-25;01-08-25;10-08-25;ejecutada;21934163-6;Maria Gonzalez;NO;Caba–a 4;Santa Cruz;1080000;1080000;transferencia;01-08-25
;15-09-25;15-09-25;17-09-25;reservada;21454860-7;Ana Silva;SI;Caba–a 10;Santiago Centro;240000;0;;15-09-25
;02-06-25;02-06-25;08-06-25;ejecutada;7206185-3;Luis Contreras;NO;Caba–a 18;Santiago Centro;720000;720000;efectivo;02-06-25
;05-06-25;05-06-25;09-06-25;cancelada;18616868-2;Luis Contreras;NO;Caba–a 15;Santa Cruz;480000;0;;02-06-25
;14-06-25;14-06-25;20-06-25;cancelada;11627877-8;Pedro Rojas;NO;Caba–a 4;La Florida;720000;0;;13-06-25
;07-12-25;07-12-25 20:00;07-12-25 21:00;ejecutada;19197001-2;Ana Silva;NO;Cancha Tenis Aire Libre X;Santiago Centro;25000;25000;efectivo;07-12-25
;01-04-25;01-04-25;02-04-25;ejecutada;10698937-0;Pedro Rojas;NO;Caba–a 14;La Florida;120000;120000;transferencia;28-03-25
;03-04-25;03-04-25 10:00;03-04-25 11:00;cancelada;15035367-K;Maria Gonzalez;NO;Cancha Tenis Techada;La Florida;35000;0;;29-03-25
;02-11-25;02-11-25;09-11-25;cancelada;24536401-6;Luis Contreras;SI;Caba–a 13;Santa Cruz;840000;0;;31-10-25
;12-03-25;12-03-25;21-03-25;reservada;22075434-0;Ana Silva;SI;Caba–a 14;La Florida;1080000;0;;11-03-25
;13-08-25;13-08-25;17-08-25;ejecutada;16564154-K;Juan Perez;NO;Caba–a 20;Providencia;480000;480000;transferencia;13-08-25
;17-10-25;17-10-25;18-10-25;reservada;17505864-8;Maria Gonzalez;NO;Caba–a 8;Santa Cruz;120000;0;;16-10-25
;04-04-25;04-04-25 16:00;04-04-25 17:00;cancelada;15148285-6;Luis Contreras;NO;Cancha Padel Techada;La Florida;35000;0;;30-03-25
;13-04-25;13-04-25;21-04-25;cancelada;23498184-6;Juan Perez;SI;Caba–a 16;Santa Cruz;960000;0;;12-04-25
;13-11-25;13-11-25 10:00;13-11-25 11:00;reservada;9203394-5;Luis Contreras;NO;Salon Eventos 3;Santa Cruz;100000;0;;13-11-25
;06-07-25;06-07-25 15:00;06-07-25 16:00;ejecutada;8223654-6;Ana Silva;NO;Cancha Futbolito Techada;Santiago Centro;35000;35000;tarjeta;05-07-25
;05-10-25;05-10-25;09-10-25;reservada;24505775-K;Maria Gonzalez;NO;Caba–a 17;La Florida;480000;0;;01-10-25
;17-05-25;17-05-25;18-05-25;reservada;12892449-3;Pedro Rojas;SI;Caba–a 12;La Florida;120000;0;;17-05-25
;19-02-25;19-02-25 22:00;19-02-25 23:00;cancelada;15838325-K;Maria Gonzalez;NO;Cancha Tenis Techada;Providencia;35000;0;;17-02-25
;14-02-25;14-02-25 22:00;14-02-25 23:00;reservada;14843634-7;Juan Perez;SI;Cancha Padel Aire Libre;Santiago Centro;25000;0;;10-02-25
;02-06-25;02-06-25 13:00;02-06-25 14:00;reservada;19576306-2;Luis Contreras;NO;Cancha Padel Techada;Santiago Centro;35000;0;;28-05-25
;02-06-25;02-06-25 17:00;02-06-25 18:00;ejecutada;17553993-K;Ana Silva;SI;Salon Eventos 4;Providencia;100000;100000;tarjeta;02-06-25
;18-04-25;18-04-25 09:00;18-04-25 10:00;cancelada;24002475-6;Luis Contreras;SI;Cancha Futbolito Techada;Santa Cruz;35000;0;;15-04-25
;08-07-25;08-07-25 16:00;08-07-25 17:00;reservada;23457711-5;Luis Contreras;NO;Restaurant 2;Santa Cruz;30000;0;;04-07-25
;06-10-25;06-10-25;15-10-25;cancelada;18933016-2;Juan Perez;SI;Caba–a 10;La Florida;1080000;0;;02-10-25
;17-03-25;17-03-25 21:00;17-03-25 22:00;ejecutada;13006129-K;Pedro Rojas;SI;Salon Eventos 1;Providencia;100000;100000;tarjeta;16-03-25
;15-02-25;15-02-25;15-02-25 14:00;ejecutada;18467664-2;Pedro Rojas;SI;Restaurant 1;Santiago Centro;30000;30000;tarjeta;14-02-25
;04-05-25;04-05-25 09:00;04-05-25 10:00;cancelada;18646254-8;Pedro Rojas;SI;Salon Eventos 2;Santa Cruz;100000;0;;29-04-25
;20-08-25;20-08-25 13:00;20-08-25 14:00;reservada;23491307-7;Maria Gonzalez;SI;Cancha Basquetbol Aire Libre;Santiago Centro;25000;0;;16-08-25
;12-01-25;12-01-25;12-01-25 16:00;cancelada;6973970-9;Pedro Rojas;NO;Salon Eventos 2;La Florida;100000;0;;09-01-25
;13-03-25;13-03-25 22:00;13-03-25 23:00;reservada;10478754-1;Pedro Rojas;SI;Cancha Futbolito Aire Libre;La Florida;25000;0;;09-03-25
;16-02-25;16-02-25;20-02-25;reservada;15594513-3;Pedro Rojas;NO;Caba–a 19;Santiago Centro;480000;0;;11-02-25
;19-10-25;19-10-25;21-10-25;cancelada;23939824-3;Juan Perez;NO;Caba–a 16;Santa Cruz;240000;0;;19-10-25
;15-06-25;15-06-25;20-06-25;ejecutada;19443419-7;Pedro Rojas;SI;Caba–a 6;Providencia;600000;600000;tarjeta;11-06-25
;10-03-25;10-03-25;14-03-25;ejecutada;16094679-2;Ana Silva;NO;Caba–a 1;Santa Cruz;480000;480000;efectivo;05-03-25
;15-12-25;15-12-25 22:00;15-12-25 23:00;reservada;21162735-2;Juan Perez;NO;Cancha Tenis Techada;La Florida;35000;0;;12-12-25
;11-04-25;11-04-25 19:00;11-04-25 20:00;cancelada;20328291-5;Juan Perez;NO;Restaurant 2;Providencia;30000;0;;07-04-25
;02-02-25;02-02-25 14:00;02-02-25 15:00;ejecutada;21863652-7;Luis Contreras;NO;Cancha Futbolito Aire Libre;Santiago Centro;25000;25000;transferencia;01-02-25
;09-08-25;09-08-25;12-08-25;cancelada;19652678-1;Juan Perez;NO;Caba–a 20;Santiago Centro;360000;0;;09-08-25
;20-11-25;20-11-25 10:00;20-11-25 11:00;reservada;6951223-2;Maria Gonzalez;SI;Cancha Tenis Techada;Santa Cruz;35000;0;;18-11-25
;12-11-25;12-11-25;14-11-25;reservada;19715915-4;Luis Contreras;SI;Caba–a 15;Santiago Centro;240000;0;;09-11-25
